Gene Name,Value 1
PA3921,0
PA3922,1.2245
PA3923,1.08397
PA3924,0.455165
PA3925,0
PA3926,0
PA3927,0.29207
lptA,0.419171
PA0040,0.725051
PA0397,0.346692
PA3928,0
cioB,0.603883
cioA,0
PA3931,10.6298
PA3932,0
PA3933,0.345543
PA3934,0.13541
tauD,0
PA3936,0
PA3937,0
PA0398,2.55049
PA3938,0.730511
PA3939,0
PA3940,4.23365
PA3941,0
tesB,2.68721
PA3943,0
PA3944,5.42935
PA3945,1.02681
rocS1,0.559325
rocR,0.250704
PA0399,0
rocA1,2.45239
PA3949,0
PA3950,0.369022
PA3951,0.757505
PA3952,0.329642
PA3953,0
PA3954,0.547005
PA3955,0.689979
PA3956,0
PA3957,0
PA0400,0.179525
PA3958,0.521595
PA3959,0
PA3960,0
PA3961,0.0781857
PA3962,1.01974
PA3963,0
PA3963a,0
PA3965,0.522357
PA3966,6.99884
PA3967,0
PA0401,2.68166
PA3968,0.842262
PA3969,0.595988
PA3969a,0.637854
amn,0.852722
PA3971,0
PA3972,0.766516
PA3973,0
ladS,0.196676
thiD,0.403118
thiE,0
pyrB,3.31803
hemL,0.81875
PA3978,2.02828
PA3979,4.61176
PA3980,1.02825
PA3981,6.17443
PA3982,95.9936
PA3983,6.11587
lnt,0.133819
PA3985,0
PA3986,0.668762
pyrR,0
leuS,2.77854
PA3988,6.73294
holA,2.8188
PA3990,0
PA3992,0.155079
PA3993,0
PA3994,0
PA3995,0
lis,2.78163
lipB,18.29
PA0404,0
PA3998,1.40867
dacC,12.5057
PA4000,2.65032
sltB1,2.64361
rodA,4.11479
pbpA,1.05001
PA4004,3.42276
PA4005,1.80669
nadD,0.707653
proA,2.77672
PA0405,0.89362
PA4008,0
PA4009,0
PA4010,0.788304
PA4011,0
PA4012,0
PA4013,0
PA4014,0
PA4015,6.62607
PA4016,2.49653
PA4017,0.380606
tonB3,0.973176
PA4018,0
PA4019,0.390249
mpl,0.307828
PA4021,1.3538
PA4022,0.187178
PA4023,0
eutB,0
PA4025,0
PA4026,7.88084
PA4027,0.60001
PA0041,3.67002
gshB,4.77502
PA4027a,0
PA4029,0
PA4030,0.273861
ppa,19.2115
PA4032,0
PA4033,0
aqpZ,0
PA4035,2.71006
PA4036,0.446703
PA4037,0.334305
pilG,43.3645
PA4038,0.593554
PA4039,0.203712
PA4040,0.216879
PA4041,0.252963
xseB,0
ispA,0
dxs,1.84014
PA4045,0.287967
PA4046,0
ribA,2.11702
pilH,45.1091
PA4048,1.08592
PA4049,0
pgpA,1.2451
thiL,0.227299
nusB,4.75808
ribE,1.15155
ribB,1.9399
ribC,0.366998
ribD,0
nrdR,5.45973
pilI,0
PA4060,0
PA4061,8.92965
PA4062,0
PA4063,1.82651
PA4064,0.473353
PA4065,0.627968
PA4066,0.725173
oprG,27.1767
PA4068,3.23594
pilJ,13.8071
PA4069,1.44271
PA4070,0.324015
PA4071,0
PA4072,0
PA4073,0.191869
PA4074,0
PA4075,0.501835
PA4076,0
PA4077,0
PA4078,0
pilK,0.973711
PA4079,0.346346
PA4080,0.378269
cupB6,0.528427
cupB5,0.0875471
cupB4,0.316089
cupB3,0.140475
cupB2,0.438829
cupB1,0.633082
PA4087,0
PA4088,0
chpA,0.951085
PA4089,0
PA4090,1.32403
hpaA,0
hpaC,0
PA4093,0
PA4094,0
PA4095,0
PA4096,0
PA4097,0
PA4098,0
chpB,0.774784
PA4099,0
PA4100,0
bfmR,0
bfmS,0
PA4103,0
PA4104,2.23271
PA4105,0
PA4106,0.506438
PA4107,0
PA4108,0.574536
chpC,0
PA4108a,0
ampR,0
ampC,0.247027
PA4111,0
PA4112,0.188161
PA4113,0.326652
PA4114,0
PA4115,9.06353
bphO,3.45064
bphP,0.688156
chpD,0
PA4118,0.44681
aph,0
PA4120,0
PA4121,0
PA4122,0
hpcC,0
hpcB,0
hpcD,0
PA4126,0
hpcG,1.32683
PA0041a,28.222
chpE,1.52245
PA4128,0
PA4129,0
PA4130,0.679149
PA4131,3.43221
PA4132,1.99722
PA4133,4.37613
PA4134,0
PA4135,1.68714
PA4136,0
PA4137,0.232693
PA0418,0.349545
tyrS,0
PA4139,0
PA4140,0
PA4141,1.86068
PA4142,0
PA4143,0.127035
PA4144,0
PA4145,0
PA4145a,0
acoR,0.148025
PA0419,0
PA4148,0.286625
PA4149,0.290484
PA4150,0
acoB,0.213862
PA4152,1.0731
PA4153,0
PA4154,0
PA4155,0
PA4156,0.437632
PA4157,0
bioA,0.713915
fepC,0
fepB,0
fepD,0
fepG,0
PA4162,0.613336
PA4163,0.28301
PA4164,0
PA4165,0
PA4166,0
PA4167,1.05892
PA0421,0.642492
fpvB,0.276771
PA4169,0
PA4170,0
PA4171,0
PA4172,0
PA4173,0
PA4174,0
piv,0
ppiC2,2.11683
PA4177,0
PA0422,17.1076
PA4178,0.584134
PA4179,0
PA4180,1.87555
PA4181,0.327885
PA4182,0
PA4183,1.18453
PA4184,0
PA4185,1.053
PA4186,0.579577
PA4187,0
pasP,8.81572
PA4188,0
PA4189,0.191433
pqsL,0
PA4191,0.835315
PA4192,0
PA4193,0
PA4194,0
PA4195,0
bfiR,1.08592
bfiS,0.239953
mexR,0.641191
PA4198,0
PA4199,0.156848
PA4200,0.363137
ddlA,0.290484
PA4202,0.205295
PA4203,0
ppgL,0.436451
mexG,0
mexH,0.268275
mexI,0.176621
mexA,0.443087
opmD,0.141193
phzM,0
phzA1,0
phzB1,1.05905
phzC1,0
phzD1,0
phzE1,0
phzF1,0
phzG1,0
phzS,0.594312
mexB,2.5803
PA4218,0
PA4219,0
PA4220,0
fptA,0
PA4222,0.280288
PA4223,0
pchG,0
pchF,0
pchE,0.0443527
pchR,0
PA0042,1.11156
oprM,23.284
pchD,0
pchC,0
pchB,0
pchA,0.401103
ssb,9.52078
PA4233,0.357259
uvrA,1.72824
bfrA,11.5982
katA,31.4695
rplQ,1.53845
PA0428,1.53383
rpoA,53.4242
rpsD,6.47286
rpsK,8.85893
rpsM,171.581
rpmJ,0
secY,34.1378
rplO,15.0439
rpmD,7.04731
rpsE,25.7595
rplR,6.04378
PA0429,1.53786
rplF,49.2292
rpsH,23.6446
rpsN,6.11539
rplE,93.6185
rplX,126.547
rplN,14.4076
rpsQ,341.045
rpmC,0
rplP,24.0855
rpsC,105.259
metF,0.257789
rplV,73.7324
rpsS,993.38
rplB,20.1606
rplW,7.46722
rplD,39.5085
rplC,42.84
rpsJ,34.8273
tufA,51.3231
fusA1,179.99
rpsG,63.6319
PA0431,4.92075
rpsL,40.255
rpoC,42.6611
rpoB,14.6194
PA4270.1,0
rplL,57.8019
rplJ,24.2309
PA4272.1,890.17
rplA,8.07147
rplK,104.397
nusG,33.143
sahH,12.2097
secE,10.6147
PA4276.1,0
tufB,29.6318
PA4277.1,0
PA4277.2,0
PA4277.3,0
PA4278,2.96789
PA4279,1.64564
birA,1.85657
PA4280.1,0
PA0433,0
PA4280.2,0
PA4280.3,0
PA4280.4,0
PA4280.5,0
sbcD,0.171993
PA4282,0.357975
recD,0.126653
recB,0.315544
recC,0.253339
PA4286,0
PA0434,0.0906299
PA4287,1.05308
PA4288,0
PA4289,0.351859
PA4290,0.761188
PA4291,9.55689
PA4292,3.21242
pprA,0.0706416
PA4294,0
fppA,0.565275
pprB,0.659789
PA0435,0.19319
tadG,0.121884
PA4298,0
tadD,0
tadC,0
tadB,0
tadA,0.166409
tadZ,0.179525
rcpA,0
rcpC,0
flp,0
PA0436,18.4243
pctC,2.81199
PA4308,0
pctA,0.97923
pctB,2.7999
PA4311,0.727292
PA4312,0.305112
PA4313,2.7604
PA4313a,0
purU1,0.531164
mvaT,1061.23
PA0043,0
codA,0.936007
sbcB,0.835631
PA4317,1.03618
PA4318,0.287967
PA4319,6.90766
PA4320,2.83069
PA4321,1.10152
PA4322,1.71456
PA4323,0.730615
PA4324,0
PA4325,0.691005
codB,0.168691
PA4326,0.806721
PA4327,0.923139
PA4328,0.339699
pykA,2.08366
PA4330,0
PA4331,0
PA4332,0
PA4333,2.22624
PA4334,0
PA4335,0
PA0439,0
PA4336,1.90383
PA4337,0
PA4338,0.391847
PA4339,0
PA4340,1.07198
PA4341,0.557586
PA4342,0
PA4343,0
PA4344,0.173449
PA4345,0.425247
PA0440,0
PA4346,0
PA4347,0.184923
PA4348,3.24414
PA4349,0.249425
PA4350,0.740244
PA4351,4.51531
PA4352,13.8379
PA4353,0.62838
PA4354,0
PA4355,0
dht,0.143835
xenB,0.286531
PA4357,2.96575
PA4358,0.430526
PA4359,0
PA4360a,0
PA4361,0.751714
PA4362,0.489206
iciA,0.69054
PA4364,1.45906
PA0442,0
PA4365,0.413831
sodB,285.132
bifA,2.55549
PA4368,0
PA4369,0.835909
icmP,2.21237
PA4371,0
PA4372,0.282684
PA4373,0.547005
PA4374,0.378962
PA0443,0.382867
PA4375,1.62974
pncB2,0.177453
PA4377,0
inaA,0.473353
PA4379,3.03986
PA4380,0
PA4381,0.492727
PA4382,0.825257
PA4383,1.58135
PA4384,0.489864
PA0444,0
groEL,100.754
groES,15.245
PA4387,1.72667
PA4388,1.63528
speA,1.28961
PA4390,1.91986
PA4391,0
PA4392,5.53802
ampG,0
PA4394,0.271443
PA0445,0
PA4395,8.26559
PA4396,1.14049
panE,0
PA4398,2.86263
PA4399,6.51454
PA4400,0
PA4401,0
argJ,6.70786
secA,28.9982
PA4404,0.443394
PA0446,0.75887
PA4405,1.11156
lpxC,11.8286
PA4406.1,0
ftsZ,5.35261
ftsA,11.015
ftsQ,3.06262
ddlB,0.459696
murC,1.89972
murG,0.771782
ftsW,2.58326
exoT,1.54529
gcdH,1.72975
murD,1.83116
mraY,10.6347
murF,0.703313
murE,1.15107
ftsI,6.17127
ftsL,3.87848
PA4420,4.62664
PA4421,33.8929
rnpB,234.44
PA4422,1.8514
PA0448,0.587905
PA4423,1.22591
PA4424,0.827963
PA4425,12.746
PA4426,7.38916
sspB,4.26812
sspA,1.50179
PA4429,6.03584
PA4430,8.51337
PA4431,2.43262
rpsI,3.03566
PA0449,20.6775
rplM,9.8873
PA4434,0.500981
PA4435,0
PA4436,0
PA4437,0.421396
PA4438,1.9789
trpS,0.465236
PA4440,0.390249
PA4441,10.2054
cysN,0.88748
PA0450,0
cysD,7.68618
mltB1,0.823055
PA4445,0
algW,0.515743
hisC1,0
hisD,0.219358
hisG,1.08703
murA,1.14325
PA4451,8.72113
PA4451.1,0
PA0451,0.157059
PA4452,7.21901
PA4453,10.1544
PA4454,1.74351
PA4455,1.22443
PA4456,1.96526
PA4457,14.5555
PA4458,4.5575
PA4459,20.8591
PA4460,12.5904
PA4461,1.25214
PA0452,0
rpoN,5.5217
PA4463,768.625
ptsN,10.9195
PA4465,4.40069
PA4466,4.54137
PA4467,0.331672
sodM,0.97867
PA4469,0
fumC1,0.151264
PA4471,2.6093
PA0451a,0
pmbA,0
PA4473,2.13943
PA4474,1.57511
PA4475,1.13239
PA4476,1.06833
cafA,5.78863
PA4478,1.7638
mreD,0.77831
mreC,0.307453
mreB,4.12345
PA0454,0.69997
gatC,1.98092
gatA,1.53528
gatB,10.7039
PA4485,0
PA4486,0
PA4487,0.290689
PA4488,0.341698
PA4489,2.70216
PA4490,17.135
PA4491,0.588477
dbpA,0.151264
PA4492,15.9706
roxR,25.5298
roxS,220.725
PA4495,13.8569
PA4496,2.05496
PA4497,0.639856
PA4498,0.907422
PA4499,4.32779
PA4500,8.97191
opdP,0
PA0456,33.2723
PA4502,0.361665
PA4503,0.829378
PA4504,0.939567
PA4505,1.37009
PA4506,0.631034
PA4507,1.11404
PA4508,0
PA4509,0.238772
PA4510,0
PA4511,0
PA0045,28.0302
PA0457,0
lpxO1,1.53691
PA4513,0
PA4514,0.734727
PA4515,0
PA4516,0
PA4517,0.800811
PA4518,8.32257
speC,4.28476
PA4520,1.67827
PA4521,0
PA0457.1,0
ampD,0.450069
PA4523,0.615656
nadC,0.639516
PA4524.1,0
pilA,49.0763
pilB,7.14771
pilD,0.617821
coaE,5.31988
PA4530,0
PA0458,0.263509
PA4531,0
PA4532,1.82534
PA4533,0
PA4534,0
PA4535,0.390249
PA4536,0.901774
PA4537,0
ndh,1.95574
PA4539,2.2819
PA4540,0.226717
PA0459,4.4962
PA4541,0.188161
PA4541.1,0
PA4541.2,0
PA4541.3,0
clpB,21.5321
PA4543,0.600005
rluD,2.39697
comL,3.42599
pilS,0.362428
pilR,0
PA0460,0
PA4548,5.86098
fimT,0
fimU,0
pilV,2.90167
pilW,2.34783
pilX,0.805522
pilY1,3.44371
pilY2,9.44268
pilE,1.36686
lytB,1.26343
PA0461,1.53668
PA4558,2.82745
lspA,4.32214
ileS,3.78361
ribF,0
PA4562,0.243195
rpsT,8.82455
PA4564,7.28454
proB,1.27877
obg,4.85234
rpmA,7.2453
PA0462,2.01083
rplU,47.452
ispB,1.83501
PA4570,0
PA4571,13.6487
fklB,1.71663
PA4573,0
PA4574,1.34796
PA4575,0
PA4576,19.5677
PA4577,2.14256
creB,0.487033
PA4578,17.0028
PA4579,1.03963
PA4580,0.875522
rtcR,0
PA4581.1,0
PA4582,0.528427
PA4583,0.484113
PA4584,1.08353
rtcA,0
PA4586,0
creC,0.839632
ccpR,20.1423
gdhA,1.02241
PA4589,0
pra,9.12413
PA4591,0.456555
PA4592,0.332022
PA4593,0.325689
PA4594,0.649408
PA4595,6.77192
PA4596,0
creD,0
oprJ,0.524514
mexD,0.318009
mexC,0
nfxB,0.453375
morA,0.709452
glyA3,2.38959
PA4603,0.817207
PA4604,0
PA4605,0
PA4606,0.659041
PA0046,4.59617
PA0466,0
PA4607,2.77924
PA4608,0
radA,1.05073
PA4610,0
PA4611,78.7896
PA4612,0.88249
katB,0.6351
mscL,1.74669
PA4615,0.417094
PA4616,5.78339
PA0467,0
PA4617,0
PA4618,0.226462
PA4619,0
PA4620,0.481667
PA4621,0.357667
PA4622,0
PA4623,0
PA4624,1.16461
PA4625,0.336959
hprA,0
PA0468,0
PA4627,0.305224
lysP,1.6658
PA4629,0
PA4630,0
PA4631,0
PA4632,1.33164
PA4633,0.833298
PA4634,0.756025
PA4635,0.946706
PA4635a,0
PA0469,0.631204
PA4636a,0
PA4636,0.591874
PA4637,0
PA4637a,0
PA4639,0
mqoB,3.10092
PA4642,0
PA4643,1.62937
PA4644,0
fiuA,0.533533
PA4645,17.997
upp,5.84254
uraA,1.39944
PA4648,0
PA4649,0
PA4650,0.904071
PA4651,0
PA4652,0.150838
PA4653,0.700009
PA4654,0
PA0471,0.416626
hemH,0
PA4656,0.242539
PA4657,1.44258
PA4658,0.552251
PA4659,0
phr,0
pagL,3.16768
murI,0
moeB,0
hemK,0.273861
PA0472,0
prfA,1.68399
hemA,0.16596
PA4667,3.11343
PA4668,1.88158
ipk,0.90625
PA4669.1,0
prs,3.7178
PA4671,15.9067
PA4672,0
PA4673,1.05376
PA0473,0.436554
PA4673.1,0
PA4674,4.91273
PA4675,0.284198
PA4676,0.75192
PA4677,0.170562
rimI,0.892358
PA4679,0
PA4680,0
PA4681,0.297672
PA4682,0.207371
PA0474,0
PA4683,2.18983
PA4684,0
PA4685,0
PA4686,1.92821
hitA,10.4753
hitB,0.184715
PA4689,5.35737
PA4690,0
PA4690a,0.335029
PA4690.1,0
PA0475,0
PA4690.2,0
PA4690.3,0
PA4690.4,0
PA4690.5,0
PA4691,0
PA4692,0.695514
pssA,4.48104
ilvC,43.3879
ilvH,11.0289
ilvI,5.50957
PA0047,2.31131
PA0476,0.162289
PA4697,31.8587
PA4698,0
PA4699,0
mrcB,1.29317
PA4701,2.66024
PA4702,0
PA4703,0
cbpA,0
prrF1,0
prrF2,0
PA0477,0.479406
PA4705,3.9958
PA4706,0
PA4707,0.223175
phuT,0
PA4709,0
phuR,0.480617
PA4711,0
PA4712,0.517984
PA4713,0.901774
PA4714,31.4224
PA0478,0
PA4715,1.13866
PA4716,0
PA4717,2.12391
PA4718,0.823479
PA4719,0.386648
trmA,0.756767
PA4721,0
PA4722,2.93566
dksA,933.27
PA4724,0
PA0479,0
PA4724.1,44.7522
cbrA,1.79312
cbrB,3.4025
PA4726.1,0
crcZ,8059.71
PA4726.2,5222.53
pcnB,1.30272
folK,0
panB,0.687823
panC,0.636721
PA0480,0
panD,2.82204
pgi,0.636475
acsB,0.434702
PA4734,0
PA4735,2.82651
PA4736,2.67748
PA4737,0
PA4738,10.7084
PA4739,7.20909
pnp,8.78635
PA0481,0
rpsO,3.86424
truB,3.12129
rbfA,2.32497
infB,43.45
nusA,21.0283
PA4746,3.21417
PA4746.1,0
PA4746.2,0
secG,40.008
tpiA,4.62573
glcB,3.31826
glmM,3.16144
folP,8.52815
ftsH,18.7479
ftsJ,6.5139
PA4753,0
PA4754,12.1528
greA,2.3031
carB,5.52239
PA4757,1.44606
carA,1.95642
PA0483,6.56296
PA4758.1,0
dapB,1.20712
dnaJ,18.0378
dnaK,31.4943
grpE,16.8391
recN,0.578377
fur,6.54142
omlA,26.3268
PA4766,0
PA4767,0
PA0484,0.731418
smpB,7.44999
PA4769,2.45421
lldP,4.00184
lldD,0.186606
PA4772,1.26065
PA4773,1.07955
PA4774,1.36777
PA4775,0.850524
pmrA,0.51063
pmrB,0.200075
PA0485,0.69625
cueR,5.30601
PA4779,0
PA4780,0
PA4781,0.579537
PA4782,0
PA4783,0
PA4784,0
PA4785,1.15922
PA4786,0
PA4787,1.00972
PA0048,0
PA0486,1.05575
PA4788,0
PA4789,2.99042
PA4790,0
PA4791,0.745833
PA4792,0
PA4793,15.5774
PA4794,0.565275
PA4795,0.827963
PA4796,0
PA4797,0
PA0487,0
PA4798,0
PA4799,0.619181
PA4800,0
PA4801,0
PA4802,0.326147
PA4802.1,0
PA4803,0
PA4804,0.652058
PA4805,0.147633
PA4806,1.14598
PA0488,1.62636
selB,0.189386
selA,0.352079
fdhE,0
fdnI,2.67937
fdnH,1.80948
fdnG,6.72963
lipC,0.332983
fadH2,0
PA4815,0
PA4816,0
PA0489,0
PA4817,0
PA4818,0
PA4819,0
PA4820,0
PA4821,0.153148
PA4822,0.168794
PA4823,0
PA4824,0
mgtA,0.0994351
PA4826,3.85061
PA0490,1.29795
PA4827,0
PA4828,0
lpd3,0.705864
PA4830,0.684234
PA4831,0
PA4832,0
PA4833,0.565341
PA4834,1.53234
PA4835,0
PA4836,0
PA0491,0.441621
PA4837,0
PA4838,0
speA,0.626677
PA4840,0
PA4841,1.3796
PA4842,0.965445
PA4843,3.33134
PA4844,0
dipZ,0.157434
aroQ1,0.921204
PA0492,0.306633
accB,3.69243
accC,4.85513
PA4849,0
prmA,0
PA4851,1.19156
PA4852,1.97621
fis,4.27646
purH,0.254355
purD,0
retS,1.13942
PA0493,0
PA4857,0
PA4858,0
PA4859,0.234418
PA4860,0.278017
PA4861,0.367896
PA4862,0.478732
PA4863,0.621936
ureD,0
ureA,0
PA4866,0
PA0494,0.512062
ureB,0
ureC,0.239031
PA4869,0
PA4870,6.29367
PA4871,0
PA4872,0.625782
PA4873,0
PA4874,27.5456
osmE,0
PA0495,1.99219
PA4877,1.42224
PA4878,3.54554
PA4879,1.4796
PA4880,23.0987
PA4881,1.44166
PA4882,0.725499
PA4883,0
PA4884,0
irlR,0
PA4886,0
PA0006,0.970902
PA0049,0
PA0496,0.413506
PA4887,0.290551
desB,3.52906
PA4889,0
desT,0.940851
ureE,0
ureF,0
ureG,0.403008
PA4894,0
PA4895,0
PA4896,0
PA0497,0.608244
PA4897,0.364728
opdK,0
PA4899,0
PA4900,0
mdlC,0
PA4902,0.348125
PA4903,0.217096
vanA,0
vanB,0
PA4906,0.796926
PA0498,39.478
PA4907,9.76191
PA4908,0
PA4909,0
PA4910,0
PA4911,0
PA4912,0.339699
PA4913,0
PA4914,0
PA4915,0.598573
PA4916,0
PA0499,1.10688
PA4917,16.1805
PA4918,4.70874
pncB1,6.30636
nadE,7.73936
PA4921,1.66582
azu,166.858
PA4923,0
PA4924,1.8046
PA4925,0
PA4926,0.236932
bioB,8.02096
PA4927,0.143023
PA4928,0.630905
PA4929,0.134976
alr,0
dnaB,2.30339
rplI,0.634643
PA4933,3.45135
rpsR,143.731
rpsF,48.1814
PA4936,1.06458
bioF,0.321891
rnr,7.88061
PA4937.1,0
PA4937.2,0
purA,6.45052
PA4939,2.13263
PA4940,0
hflC,10.7156
hflK,17.8262
PA4943,6.4703
hfq,29.049
PA0502,0
miaA,1.31042
mutL,0.741507
amiB,0.20103
PA4948,1.7768
PA4949,0
PA4950,1.14838
orn,2.53871
PA4952,0.213862
motB,1.46969
motA,0.371139
PA0503,0.276322
PA4955,0.324625
rhdA,0
psd,0.736815
PA4958,0.477817
fimX,2.04657
PA4960,0.162883
PA4961,0.910838
PA4962,0
PA4963,2.19389
parC,6.51984
bioD,0
PA4965,0.712992
PA4966,0
parE,1.18766
PA4968,0.795612
cpdA,0.794731
PA4970,0.609722
aspP,3.21842
PA4972,0.312873
thiC,0.147507
PA4974,2.05113
PA0505,0
PA4975,1.62043
aruH,0.329577
aruI,0
PA4978,0
PA4979,0
PA4980,0
PA4981,0.203459
PA4982,0
PA4983,0.448171
PA4984,0
PA0050,0
PA0506,10.5577
PA4985,0
PA4986,0
PA4987,0
waaA,0
PA4989,0
PA4990,1.51569
PA4991,0
PA4992,0.281379
PA4993,0
PA4994,0.175428
PA0507,0.225036
PA4995,0
rfaE,0.201511
msbA,1.80771
PA4998,0
waaL,2.24642
wapR,1.52975
PA5001,1.89973
PA5002,0.753669
PA5003,0.958869
PA5004,0.261608
PA0508,0.585188
PA5005,5.17934
PA5006,0.254402
PA5007,1.91885
PA5008,0.593554
waaP,1.24934
waaG,1.80622
waaC,1.13781
waaF,0.29149
ilvE,14.7813
glnE,1.04373
nirN,6.29335
aceE,26.008
aceF,16.3964
PA5017,0.987854
msrA,78.9678
PA5019,0
PA5020,0.266937
PA5021,0.230023
PA5022,0.273925
PA5023,0.257968
PA5024,0.768441
PA0510,0.377799
metY,10.9322
PA5026,0
PA5027,0.910188
PA5028,5.73213
PA5029,0
PA5030,1.11979
PA5031,0.332983
PA5032,0
PA5033,0
hemE,0.281738
nirJ,1.7201
gltD,0.578042
gltB,0.777948
PA5037,1.99028
aroB,3.16313
aroK,1.69223
pilQ,12.2848
pilP,9.68695
pilO,108.242
pilN,8.02099
pilM,8.26081
PA0512,3.97943
ponA,4.66665
PA5046,6.10594
PA5047,1.02889
PA5048,0.560416
rpmE,0
priA,0.570896
argS,0.438376
PA5052,0.34249
hslV,6.10316
hslU,6.96398
PA0513,2.51697
PA5055,0
phaC1,1.04898
phaD,0.367896
phaC2,0.340868
PA5059,0
phaF,23.5498
PA5061,20.6999
PA5062,12.9481
ubiE,1.40012
PA5064,1.12865
nirL,2.21658
ubiB,0.255411
hisI,5.06123
hisE,5.07347
tatA,90.7587
tatB,0
tatC,2.18272
PA5071,0
PA5072,0.575746
PA5073,15.8298
PA5074,0
PA0515,6.29447
PA5075,0.842792
PA5076,8.64263
mdoH,1.31544
PA5078,19.134
PA5079,1.59617
PA5080,0.679387
PA5081,0
PA5082,0.804803
PA5083,0
PA5084,0
phzH,0
nirF,1.87512
PA5085,0
PA5087,6.09992
PA5088,16.3998
PA5089,1.45261
PA5090,0.234105
hutG,0.530783
hutI,0
PA5093,0.371058
PA5094,0
PA5095,0.490684
nirC,2.21131
PA5096,0.418204
PA5097,0
hutH,0
PA5099,0.143499
hutU,0.121164
PA5101,0
PA5102,0
PA5103,1.19788
PA5104,0
hutC,2.76265
nirM,0
PA5106,0.491691
blc,2.34606
PA5108,0
PA5109,0.584908
fbp,6.21225
gloA3,1.89562
estA,0.453058
PA5113,0.776525
PA5114,0.0735537
PA5115,0.431194
nirS,48.272
PA5116,0
typA,3.89081
thiI,1.43032
glnA,83.3418
PA5120,0.740093
PA5121,0.642024
PA5122,0
PA5123,0.62838
ntrB,0.680152
ntrC,6.09605
nirQ,1.71062
PA5126,0
PA5127,0.86524
secB,7.52066
grx,9.84178
PA5130,1.35376
pgm,3.70301
PA5132,0
PA5133,2.48911
PA5134,2.09144
PA5135,0
PA0521,0
PA5136,4.13156
PA5137,0.30817
PA5138,0.309722
PA5139,0.751702
hisF1,2.13771
hisA,0.908103
hisH1,0.536606
hisB,1.63864
PA5144,0
PA5145,0
PA0522,1.69008
PA5146,1.63019
mutY,1.63299
PA5148,5.27792
PA5149,0.199307
PA5149.1,0
PA5150,1.92778
PA5151,0.645611
PA5152,8.03
PA5153,3.83252
PA5154,0
norC,4.1706
PA5155,0.986266
PA5156,0
PA5157,1.12299
PA5158,0
PA5159,0.677965
PA5160,1.63659
PA5160.1,0
rmlB,1.3649
rmlD,0.697922
rmlA,1.33445
norB,6.98267
rmlC,2.31957
PA5165,0.789618
PA5166,2.13355
PA5167,5.86693
PA5168,0.387793
PA5169,0.690008
arcD,399.882
arcA,24.0916
arcB,458.603
arcC,23.3633
PA0525,1.61653
PA5174,0.673544
cysQ,0.38825
PA5176,0
PA5177,0.51063
PA5178,6.75259
PA5179,0
PA5180,0
PA5181,0.0852289
PA5181.1,10.3782
PA5182,13.863
PA0052,0
PA0526,7.94861
PA5183,0
PA5183a,18.2959
PA5184,0
PA5185,0
PA5186,0.18327
PA5187,0.410452
PA5188,0
PA5189,0.587905
PA5190,0
PA5191,0
dnr,14.1665
pckA,1.71173
yrfI,0.712385
PA5194,1.21283
PA5195,7.98026
PA5196,0
rimK,1.29105
PA5198,0.481281
amgS,1.17812
amgR,0.441128
PA5201,0.872682
rsmY,2063
PA5202,0
gshA,3.20481
argA,0.967291
PA5205,0.630857
argE,2.08444
PA5207,0.230149
PA5208,5.86249
PA5209,0.737114
PA5210,1.57621
PA5211,0.892358
PA0528,0.713958
PA5212,0
gcvP1,0.186743
gcvH1,0.786519
gcvT1,1.68399
PA5216,0
PA5217,3.08732
PA5218,0.583198
PA5219,1.82705
PA5220,0
PA5221,0.559543
PA0529,0.969576
PA5222,0
ubiH,1.7639
pepP,1.78105
PA5225,1.8027
PA5226,431.43
PA5227,1.6876
ssrS,6963.93
PA5228,6.93872
PA5229,10.6648
PA5230,1.30267
PA0530,0
PA5231,1.31213
PA5232,19.6926
PA5233,0
PA5234,0.62634
glpT,0.808139
PA5236,1.27891
PA5237,1.55373
PA5238,0.23971
rho,12.316
trxA,9.04608
PA0531,1.07629
ppx,2.75758
ppk,14.3313
hemB,44.5942
PA5244,6.10294
PA5245,2.04882
PA5246,0
PA5247,0.565275
PA5248,0.635761
PA5249,1.28165
PA5250,9.56895
PA0532,8.39188
PA5251,8.39452
PA5252,1.63432
PA5252a,17.7049
algP,5.75763
PA5254,0
algQ,10.7788
dsbH,0
PA5257,0.170562
PA5258,1.10512
hemD,2.45633
PA0533,0
hemC,1.32368
algR,2.69394
algZ,1.87331
argH,3.76477
PA5264,6.03864
PA5265,1.78309
PA5266,0.174427
hcpB,1.01891
corA,3.96382
PA5269,3.68803
PA0534,0.388711
PA5270,0.469806
PA5271,18.3771
cyaA,0.757464
PA5273,0
rnk,2.18053
PA5275,0
lppL,294.325
lysA,1.58613
dapF,0.765906
PA5279,0.814746
PA0535,0
sss,0.68215
PA5281,0.478732
PA5282,0.252963
PA5283,0.721595
PA5284,0
PA5285,12.399
PA5286,1.36686
amtB,0
glnK,2.46305
PA5289,2.51008
PA0536,0.295582
PA5290,0.527552
PA5291,0.581098
pchP,1.57445
PA5293,0
PA5294,0.194979
PA5295,0.342226
rep,2.28104
poxB,0.236276
PA5298,16.3694
PA5299,0.299206
PA0537,5.06573
cycB,3.53486
PA5301,0
dadX,1.16352
PA5303,1.83563
dadA,1.84647
PA5305,3.3466
PA5306,20.6239
PA5307,0.574701
lrp,33.426
PA5309,0.15868
dsbB,2.25955
PA5310,0.597611
PA5311,0
