key,KN1_R2
BSU13270,203.6
BSU13280,15938.4
BSU13290,155.6
BSU13299,333.2
BSU13300,19389.1
BSU13310,6951.9
BSU13320,93.5
BSU13330,128.2
BSU13340,162.7
BSU13350,408.2
BSU13360,0
BSU13370,23167.5
BSU13380,79.3
BSU13390,83.2
BSU13400,121.6
BSU13410,56.4
BSU13420,55
BSU13430,4684.7
BSU13440,18358.3
BSU13450,827.3
BSU13460,967.2
BSU13470,1272
BSU13480,1130
BSU13490,8351.6
BSU13500,2499.5
BSU13509,27818.5
BSU13510,23193.2
BSU13520,340.9
BSU13530,109.6
BSU13540,1541.1
BSU13550,21085.4
BSU13560,16132.5
BSU13570,5388.5
BSU13580,17929
BSU13590,23536.8
BSU13600,5678.3
BSU13610,6954.5
BSU13620,17305.8
BSU13630,9831
BSU13640,23335.8
BSU13650,564.4
BSU13660,1366.2
BSU13670,1191.2
BSU13680,483.8
BSU13690,308.1
BSU13700,3266.6
BSU13710,25.5
BSU13720,9932.9
BSU13730,12324.8
BSU13740,22455.4
BSU13750,8489.5
BSU13760,140.6
BSU13770,381.9
BSU13780,30.7
BSU13789,111.1
BSU13790,18.5
BSU13799,105.1
BSU13800,553.5
BSU13810,446.2
BSU13819,372.9
BSU13820,1316.5
BSU13830,397.2
BSU13840,473.2
BSU13850,2904.3
BSU13860,7597.1
BSU13870,369
BSU13880,2445.6
BSU13890,13253.2
BSU13900,29195.5
BSU13910,33089.1
BSU13920,54
BSU13930,77.5
BSU13940,524
BSU13950,287.6
BSU13960,1317.6
BSU13970,9266.9
BSU13980,1110
BSU13990,225.9
BSU14000,9522.5
BSU14009,69.9
BSU14010,174.4
BSU14020,3705.1
BSU14030,4237.7
BSU14040,1419.8
BSU14050,576
BSU14060,745.8
BSU14071,227.1
BSU14072,174.1
BSU14080,869.6
BSU14090,4198.5
BSU14100,5052.2
BSU14110,10756.2
BSU14120,3897.9
BSU14130,628
BSU14140,2707.8
BSU14150,4561.5
BSU14160,8053.8
BSU14170,5127.7
BSU14180,22059.7
BSU14190,1865.7
BSU14200,3767.9
BSU14210,1230.2
BSU14220,351.9
BSU14230,306
BSU14240,16876.2
BSU14250,0
BSU14260,1104
BSU14270,2104.5
BSU14280,5561.4
BSU14290,6603.2
BSU14300,4778.1
BSU14310,1918
BSU14320,126.6
BSU14330,215.1
BSU14340,864.9
BSU14350,134.1
BSU14360,478
BSU14370,536.9
BSU14380,193.2
BSU14390,107
BSU14400,718.1
BSU14410,6082.7
BSU14420,716.3
BSU14430,18961.8
BSU14440,11378
BSU14450,855.2
BSU14460,83
BSU14470,523.4
BSU14480,4122.2
BSU14490,300.3
BSU14500,223.5
BSU14510,4247.3
BSU14520,5883.9
BSU14530,11929.2
BSU14540,2014.9
BSU14550,1761.4
BSU14560,3558.1
BSU14569,406
BSU14570,13.9
BSU14580,7796.5
BSU14590,18708.9
BSU14600,26725.1
BSU14610,26426.9
BSU14620,616.6
BSU14629,2933.7
BSU14630,2607.8
BSU14640,1725.9
BSU14650,2472.6
BSU14660,34.6
BSU14670,676.1
BSU14680,1740.3
BSU14690,108.3
BSU14700,589.4
BSU14710,57.7
BSU14720,79.5
BSU14730,106
BSU14740,226.7
BSU14750,486.9
BSU14760,9630.1
BSU14770,75296.1
BSU14780,27077.1
BSU14790,1444
BSU14800,407.2
BSU14810,123.4
BSU14820,2596.8
BSU14830,1016.9
BSU14840,57582.7
BSU14850,6429.4
BSU14860,86777.6
BSU14870,2378.7
BSU14880,22482.4
BSU14890,1064.5
BSU14900,309.1
BSU14910,55.7
BSU14920,42.1
BSU14930,116.1
BSU14940,10275.3
BSU14950,1388.4
BSU14960,1445.9
BSU14970,424.2
BSU14980,190.6
BSU14990,30893
BSU15000,2243.4
BSU15010,3104.2
BSU15020,3068.5
BSU15030,73.2
BSU15040,1144
BSU15050,769.6
BSU15060,763.5
BSU15069,1.3
BSU15070,24725.5
BSU15080,101240.7
BSU15090,447
BSU15100,251.1
BSU15110,2779
BSU15120,1395.9
BSU15130,2363.4
BSU15140,3793.8
BSU15150,45510.6
BSU15160,4072
BSU15170,463.3
BSU15180,5310
BSU15190,4310.8
BSU15200,3430.1
BSU15210,4359.1
BSU15220,6260.5
BSU15230,6556
BSU15240,1564
BSU15250,2766.8
BSU15260,2893
BSU15270,1549.9
BSU15280,36789.9
BSU15290,109493.1
BSU15300,155.7
BSU15310,21.6
BSU15320,60.1
BSU15330,369.4
BSU15340,1417.7
BSU15350,669.8
BSU15360,517.2
BSU15370,8019.1
BSU15380,5944.2
BSU15390,26479
BSU15400,19232.1
BSU15410,6338.1
BSU15420,7762.5
BSU15430,14379.9
BSU15440,0
BSU15450,1416.8
BSU15460,6524.8
BSU15470,12056.4
BSU15480,5622.8
BSU15490,1890
BSU15500,1892
BSU15510,1766.2
BSU15520,3249.9
BSU15530,4969.8
BSU15540,2337.6
BSU15550,4001
BSU15560,3724.1
BSU15570,5867.6
BSU15580,9938.1
BSU15590,3236.9
BSU15600,2030.9
BSU15610,2460.7
BSU15620,5074.7
BSU15630,8376
BSU15640,1927.5
BSU15650,152
BSU15660,27268.2
BSU15670,41018.2
BSU15680,22470.5
BSU15690,8580.4
BSU15700,6658
BSU15710,5527.2
BSU15720,10466
BSU15730,19039.5
BSU15740,20384.8
BSU15750,24310.9
BSU15760,11056.9
BSU15770,5988.7
BSU15780,4273.1
BSU15790,3035
BSU15800,321
BSU15810,191.7
BSU15820,161262.8
BSU15830,10273.7
BSU15840,20154.6
BSU15850,4412.3
BSU15860,7997.9
BSU15870,3503.7
BSU15880,10080.7
BSU15890,8281.8
BSU15900,3127.4
BSU15910,7287.3
BSU15920,19959.3
BSU15930,10877.6
BSU15940,2449.4
BSU15950,2868.2
BSU15960,167.6
BSU15970,7123.7
BSU15980,39193
BSU15990,47853.9
BSU16000,76454.8
BSU16010,1180.5
BSU16020,1524.5
BSU16030,5967.8
BSU16040,258599.7
BSU16050,5040.5
BSU16060,2079.5
BSU16070,496.6
BSU16080,345.6
BSU16090,5025.7
BSU16100,22633
BSU16110,1997.8
BSU16120,13196.6
BSU16130,1335.2
BSU16140,1905.7
BSU16150,6009.2
BSU16160,4520.7
BSU16170,2569
BSU16180,3087.8
BSU16190,13967.2
BSU16200,8977.9
BSU16210,6158.8
BSU16220,7847.5
BSU16230,11699.2
BSU16240,19908
BSU16250,1078.6
BSU16260,4296.2
BSU16270,2572.5
BSU16280,2301.1
BSU16290,5344.5
BSU16299,1517.4
BSU16300,2372
BSU16310,4051.3
BSU16320,5625.2
BSU16330,3614.9
BSU16340,3798.7
BSU16350,1588.9
BSU16360,3289.5
BSU16370,1967.9
BSU16380,2024.9
BSU16390,3321.4
BSU16400,1510.6
BSU16410,2487.4
BSU16420,2263.4
BSU16430,2704.2
BSU16440,3141.4
BSU16450,3381.5
BSU16460,8398.1
BSU16470,2973.8
BSU16480,1315.5
BSU16490,47723.3
BSU16500,20539.4
BSU16510,36993.7
BSU16520,10895.9
BSU16530,5796.3
BSU16540,2249.6
BSU16550,4195.9
BSU16560,14394.2
BSU16570,21440.1
BSU16580,6519.2
BSU16590,7604.7
BSU16600,12182.8
BSU16610,15358.5
BSU16620,17320.6
BSU16630,32372.9
BSU16640,17761.7
BSU16650,26663.6
BSU16660,540.3
BSU16670,1812.6
BSU16680,94974.2
BSU16690,49335.2
BSU16700,1028.3
BSU16710,1381.5
BSU16720,281.4
BSU16730,13.4
BSU16740,25.7
BSU16750,29181.8
BSU16760,21188.8
BSU16770,33993.1
BSU16780,19413.3
BSU16790,380.1
BSU16799,235.1
BSU16800,5765.9
BSU16810,6931.7
BSU16825,624.2
BSU16845,527.4
BSU16860,1723
BSU16870,142.8
BSU16880,13505.6
BSU16890,4523.9
BSU16900,9928.8
BSU16910,4012.9
BSU16920,1630.9
BSU16930,4269
BSU16940,86321.1
BSU16950,149.5
BSU16960,82816.2
BSU16970,3151.4
BSU16980,16988.1
BSU16990,154.7
BSU17000,46.9
BSU17010,5855.9
BSU17020,1731.9
BSU17030,37.8
BSU17040,4816.1
BSU17050,4965.5
BSU17060,193.3
BSU17070,224.9
BSU17080,1447.5
BSU17090,130
BSU17100,320.4
BSU17110,327.2
BSU17120,196.1
BSU17130,0
BSU17140,36.1
BSU17150,77.1
BSU17160,0
BSU17170,34.1
BSU17180,74.7
BSU17190,122.2
BSU17200,64
BSU17210,175.6
BSU17220,180.7
BSU17230,709
BSU17240,0
BSU17250,36.2
BSU17260,234.5
BSU17266,1138.6
BSU17267,793.3
BSU17270,182.3
BSU17280,2321.3
BSU17290,1861
BSU17300,1297.2
BSU17310,108.3
BSU17320,19.2
BSU17330,928.2
BSU17340,2000.1
BSU17350,162.5
BSU17360,1181.4
BSU17370,8244.6
BSU17380,16876.1
BSU17390,18582
BSU17400,6701.8
BSU17410,336.9
BSU17420,50.4
BSU17430,2599.8
BSU17440,3129.4
BSU17450,31371.6
BSU17460,302111.1
BSU17470,528.7
BSU17480,653.3
BSU17490,54.2
BSU17500,124
BSU17510,76.8
BSU17520,0
BSU17530,69.1
BSU17540,39.9
BSU17550,5.9
BSU17559,87
BSU17560,11.6
BSU17570,204.9
BSU17580,267.3
BSU17590,656.8
BSU17600,9939.1
BSU17610,2517.9
BSU17620,579.2
BSU17630,997.9
BSU17640,358.5
BSU17650,63.7
BSU17660,805
BSU17670,0
BSU17678,144.5
BSU17680,1446.5
BSU17690,1420.7
BSU17699,0
BSU17700,155.6
BSU17710,3601.2
BSU17720,0
BSU17730,28728.1
BSU17740,52.5
BSU17750,34.1
BSU17760,31.7
BSU17770,35.5
BSU17780,372.9
BSU17790,206.3
BSU17800,132.6
BSU17810,17.9
BSU17820,22.1
BSU17830,118.2
BSU17840,261.9
BSU17850,10215.3
BSU17860,58.4
BSU17870,820.6
BSU17880,1481
BSU17890,29039.4
BSU17900,84.1
BSU17910,11739
BSU17920,575.6
BSU17930,376.2
BSU17940,3001.1
BSU17950,1615.2
BSU17960,1554.4
BSU17970,0
BSU17980,412.9
BSU17990,5978.3
BSU18000,13064.5
BSU18010,651.4
BSU18019,39.8
BSU18020,8955.2
BSU18030,17269.2
BSU18040,986.7
BSU18050,1061.4
BSU18060,10348.3
BSU18070,5301.3
BSU18080,14724.1
BSU18090,7779
BSU18100,4604
BSU18110,23907.4
BSU18120,58058.7
BSU18130,657.2
BSU18140,72.1
BSU18150,447.5
BSU18160,367.3
BSU18170,38.6
BSU18180,1484.8
BSU18190,1640
BSU18200,507.3
BSU18210,85
BSU18220,92.3
BSU18230,51.1
BSU18239,12.1
BSU18240,91.7
BSU18250,30.2
BSU18260,139
BSU18270,0
BSU18280,12.3
BSU18290,14
BSU18300,97.7
BSU18310,165.6
BSU18320,269.4
BSU18330,109.7
BSU18340,531.9
BSU18350,355.1
BSU18360,208.4
BSU18370,656.5
BSU18380,31038.6
BSU18390,1669.2
BSU18400,478.5
BSU18410,224.4
BSU18420,996.9
BSU18430,86.2
BSU18440,65747.5
BSU18450,40665.8
BSU18460,3287.1
BSU18470,1000
BSU18480,688.3
BSU18490,135.4
BSU18500,555.1
BSU18510,15.3
BSU18520,71.8
BSU18530,261.2
BSU18540,5753
BSU18550,2541.5
BSU18560,1209.6
BSU18570,7233.3
BSU18580,1070.8
BSU18590,37.2
BSU18600,214.8
BSU18610,82
BSU18620,70.2
BSU18630,2661.8
BSU18640,451.9
BSU18650,14.5
BSU18660,0
BSU18669,353.2
BSU18670,42.2
BSU18680,46.3
BSU18690,55.9
BSU18700,52.3
BSU18709,86.1
BSU18710,8.4
BSU18720,25.3
BSU18730,0
BSU18740,19.7
BSU18750,209.2
BSU18760,61.6
BSU18770,76
BSU18780,52.1
BSU18790,247.5
BSU18800,4387
BSU18810,101
BSU18819,60.3
BSU18820,245.8
BSU18830,1071.6
BSU18840,755.1
BSU18849,0
BSU18850,402.5
BSU18860,430
BSU18870,189.1
BSU18880,2185.9
BSU18890,607.9
BSU18898,0
BSU18899,0
BSU18900,16.6
BSU18908,713.3
BSU18909,0
BSU18910,6.1
BSU18920,51.2
BSU18930,83.5
BSU18940,71.1
BSU18950,0
BSU18960,0
BSU18970,271.8
BSU18979,57.2
BSU18980,389.5
BSU18990,418.1
BSU19000,108.1
BSU19010,35.6
BSU19020,14.4
BSU19030,61.8
BSU19040,4998.5
BSU19050,556
BSU19060,907
BSU19070,351.6
BSU19080,379.1
BSU19090,49.5
BSU19100,89.7
BSU19110,0
BSU19120,591.9
BSU19130,2810.7
BSU19140,3149.4
BSU19150,124.8
BSU19160,868.4
BSU19170,813.4
BSU19180,385.1
BSU19190,610.5
BSU19200,1531.6
BSU19210,8507
BSU19220,1574.7
BSU19230,292.8
BSU19240,978.6
BSU19250,1015.8
BSU19259,346.6
BSU19260,243.5
BSU19270,25.2
BSU19280,356.2
BSU19290,1495.8
BSU19300,2194.3
BSU19310,11170.7
BSU19320,99.2
BSU19330,0
BSU19340,10996.1
BSU19350,7066
BSU19360,5261
BSU19370,6610.7
BSU19380,5909.1
BSU19390,4280.8
BSU19400,162.5
BSU19410,132.2
BSU19420,154.7
BSU19430,0
BSU19440,1481.2
BSU19450,1066.7
BSU19460,5768.9
BSU19470,2324.8
BSU19479,1798.1
BSU19480,1488.4
BSU19490,7.6
BSU19510,29.1
BSU19520,75.7
BSU19530,310.7
BSU19540,1911.3
BSU19550,2705.4
BSU19560,2177.5
BSU19570,398.4
BSU19579,3884.4
BSU19580,11453.1
BSU19590,7922.2
BSU19600,151.1
BSU19610,157
BSU19620,2438.1
BSU19630,2338.1
BSU19639,491.9
BSU19640,3307.9
BSU19650,645
BSU19660,0
BSU19669,0
BSU19670,83.8
BSU19680,3698.3
BSU19689,74.9
BSU19690,13.9
BSU19700,0
BSU19710,22.8
BSU19720,0
BSU19730,0
BSU19740,24.7
BSU19749,2933.5
BSU19750,2837.6
BSU19760,15.1
BSU19770,0
BSU19780,90.6
BSU19790,65.9
BSU19800,4.9
BSU19810,0
BSU19820,0
BSU19830,0
BSU19840,0
BSU19850,0
BSU19860,0
BSU19870,22.8
BSU19880,3.4
BSU19890,55.8
BSU19900,0
BSU19910,0
BSU19920,69
BSU19930,47.4
BSU19940,14.4
BSU19950,17.6
BSU19970,0
BSU19980,0
BSU19990,0
BSU19999,0
BSU20000,25.1
BSU20010,77.8
BSU20020,44.3
BSU20030,0
BSU20040,385.9
BSU20050,0
BSU20060,8.5
BSU20070,0
BSU20080,0
BSU20090,91.2
BSU20100,62.3
BSU20110,0
BSU20120,57.5
BSU20130,0
BSU20140,0
BSU20150,0
BSU20160,0
BSU20170,27.3
BSU20180,0
BSU20190,215
BSU20200,54.3
BSU20210,0
BSU20220,52.2
BSU20230,0
BSU20240,0
BSU20250,0
BSU20260,0
BSU20270,8.8
BSU20280,0
BSU20290,61.4
BSU20300,0
BSU20310,0
BSU20320,0
BSU20330,12.9
BSU20340,31.3
BSU20350,0
BSU20360,5.2
BSU20370,4.2
BSU20380,22.8
BSU20390,80.9
BSU20400,9.6
BSU20410,13.5
BSU20420,83.4
BSU20430,0
BSU20440,128.1
BSU20450,0
BSU20460,0
BSU20470,0
BSU20480,0
BSU20490,1871.2
BSU20500,2340.8
BSU20510,0
BSU20520,293.4
BSU20530,0
BSU20540,0
BSU20550,0
BSU20560,17.4
BSU20570,35.2
BSU20580,0
BSU20590,25.4
BSU20600,0
BSU20610,67.2
BSU20620,11.4
BSU20630,77.8
BSU20640,46.6
BSU20650,0
BSU20660,0
BSU20670,110.2
BSU20680,28.6
BSU20690,0
BSU20700,64.5
BSU20710,91.5
BSU20720,39.3
BSU20730,166.9
BSU20740,0
BSU20750,0
BSU20760,82.5
BSU20770,34.6
BSU20780,3689.5
BSU20790,1440.2
BSU20800,2506
BSU20810,511.5
BSU20820,375.9
BSU20830,40.7
BSU20840,112.1
BSU20850,323.3
BSU20860,75.4
BSU20870,208
BSU20880,37.6
BSU20890,46.3
BSU20900,94.6
BSU20910,28.1
BSU20920,30.1
BSU20928,1771
BSU20929,433.5
BSU20930,90.8
BSU20940,72.2
BSU20950,52.2
BSU20960,286.6
BSU20970,35.5
BSU20980,25.3
BSU20990,733.1
BSU20999,177.9
BSU21000,33.6
BSU21010,115.4
BSU21020,0
BSU21030,80.2
BSU21040,8.1
BSU21050,0
BSU21060,0
BSU21070,7.9
BSU21080,47.7
BSU21090,0
BSU21100,17.9
BSU21110,21.8
BSU21120,0
BSU21130,23.2
BSU21140,18
BSU21150,39
BSU21160,0
BSU21170,14.7
BSU21180,5.5
BSU21190,0
BSU21200,6
BSU21210,30
BSU21220,24
BSU21229,11.6
BSU21230,8.2
BSU21240,0
BSU21250,0
BSU21260,9.3
BSU21270,0
BSU21280,0
BSU21290,27.2
BSU21300,9.8
BSU21310,0
BSU21320,548.8
BSU21329,228.8
BSU21330,26.1
BSU21340,4.3
BSU21350,35.6
BSU21360,0
BSU21370,51.4
BSU21380,36.6
BSU21390,3
BSU21400,0
BSU21410,0
BSU21420,0
BSU21430,13.1
BSU21440,56.1
BSU21450,32.7
BSU21460,16.1
BSU21470,23.8
BSU21480,15320.9
BSU21490,1294.2
BSU21500,70.9
BSU21510,35.4
BSU21520,0
BSU21530,18.6
BSU21540,10.5
BSU21550,242.2
BSU21560,193.1
BSU21570,107.3
BSU21580,176.7
BSU21590,122.6
BSU21598,0
BSU21599,23.9
BSU21600,158.9
BSU21610,42.1
BSU21620,63.1
BSU21630,122.4
BSU21640,132.6
BSU21650,23.8
BSU21660,176.9
BSU21670,430.7
BSU21680,5785.4
BSU21690,10236.5
BSU21700,4932.3
BSU21710,306.8
BSU21720,3561.6
BSU21730,2173.1
BSU21740,13087.1
BSU21750,1762.5
BSU21760,14759.1
BSU21770,12923.6
BSU21780,3717
BSU21790,4536.6
BSU21800,15760.4
BSU21810,9079.6
BSU21820,5453.7
BSU21830,16395.8
BSU21840,9224.5
BSU21850,2310.5
BSU21860,21888.3
BSU21870,77161.7
BSU21880,6670.2
BSU21890,987.4
BSU21900,493
BSU21910,7589.5
BSU21920,17639.6
BSU21930,42557.3
BSU21940,476.5
BSU21950,4156.7
BSU21960,190.1
BSU21970,1558.2
BSU21980,352.9
BSU21990,150.1
BSU22000,504.9
BSU22010,10510.7
BSU22019,57290.1
BSU22020,5274.8
BSU22030,1053.5
BSU22040,300.2
BSU22050,814.4
BSU22060,97071.5
BSU22070,69248.6
BSU22080,3437.9
BSU22090,598.7
BSU22100,417.9
BSU22110,659.4
BSU22120,699.9
BSU22130,867
BSU22140,735
BSU22150,7461.9
BSU22160,653.5
BSU22169,145783.2
BSU22170,7988.7
BSU22180,4804.9
BSU22190,2261.1
BSU22200,11222.9
BSU22210,7145.6
BSU22220,5185.7
BSU22230,6627
BSU22240,0
BSU22250,134.9
BSU22260,7156.6
BSU22270,1667.4
BSU22280,101.5
BSU22290,7265.8
BSU22300,0
BSU22310,7445.3
BSU22320,38977.5
BSU22330,7023.3
BSU22340,8417.4
BSU22350,6064.5
BSU22360,31677.8
BSU22370,11758.8
BSU22380,5945.2
BSU22390,1972
BSU22400,5820.8
BSU22410,6023.2
BSU22420,7217.8
BSU22430,8270.8
BSU22440,2049.6
BSU22450,1578.3
BSU22460,1233.9
BSU22470,1877.6
BSU22480,3036.8
BSU22490,829.1
BSU22500,779.6
BSU22510,552.6
BSU22520,1486.7
BSU22530,1265.8
BSU22540,1363.5
BSU22550,973.7
BSU22560,1277.2
BSU22570,424.6
BSU22580,2469.4
BSU22590,1829.7
BSU22600,40561.1
BSU22610,39915.9
BSU22620,117368.8
BSU22630,44642.5
BSU22640,2635.7
BSU22650,2124.3
BSU22660,2932.7
BSU22670,4881
BSU22680,4019.4
BSU22690,121160.9
BSU22700,151744.6
BSU22710,100125.8
BSU22720,1169.1
BSU22730,4723.4
BSU22740,13311.7
BSU22750,21569
BSU22760,2660.1
BSU22770,32641.8
BSU22780,27755.7
BSU22790,108788.6
BSU22800,1485.5
BSU22810,8407.6
BSU22820,8617
BSU22830,14390
BSU22840,8854.4
BSU22849,292.1
BSU22850,176.8
BSU22860,663.6
BSU22869,1463.3
BSU22870,11097.8
BSU22880,42361.5
BSU22890,19482
BSU22900,95
BSU22910,984.1
BSU22920,244.4
BSU22930,22.4
BSU22940,1379.9
BSU22950,5718.8
BSU22960,5536.4
BSU22970,31442.3
BSU22980,2591.1
BSU22990,1681.2
BSU23000,2365
BSU23010,4197.2
BSU23020,7124.1
BSU23030,3244.5
BSU23040,69122.3
BSU23050,1610.5
BSU23060,757002.4
BSU23070,46782.9
BSU23080,1998.6
BSU23090,3449.3
BSU23100,10314.4
BSU23110,2892.3
BSU23120,2729.7
BSU23130,1449.2
BSU23140,1525.7
BSU23150,945
BSU23160,2948.4
BSU23170,109.6
BSU23180,37.3
BSU23190,86.2
BSU23200,8582
BSU23210,3558.3
BSU23220,1358.4
BSU23230,1383.1
BSU23240,36777.5
BSU23250,7368.4
BSU23260,11916.6
BSU23270,5465.1
BSU23280,11386.8
BSU23300,355.9
BSU23310,16849.5
BSU23320,0
BSU23328,2490.1
BSU23329,253.1
BSU23330,63.2
BSU23340,203.1
BSU23350,0
BSU23360,8487.6
BSU23370,6442.2
BSU23380,32168.9
BSU23390,610.6
BSU23401,190.5
BSU23402,102.4
BSU23410,50.8
BSU23420,0
BSU23430,178.6
BSU23440,0
BSU23450,599.4
BSU23460,303.1
BSU23470,503.2
BSU23480,8.5
BSU23490,11242.3
BSU23500,5331.4
BSU23510,3013.5
BSU23519,1705.8
BSU23520,34807.2
BSU23530,35.5
BSU23540,308.6
BSU23550,21462.5
BSU23560,7338.1
BSU23570,7420
BSU23580,3144
BSU23590,3189.1
BSU23600,5350.5
BSU23610,4593.2
BSU23620,671.6
BSU23630,1259.1
BSU23640,2017.6
BSU23650,35743.9
BSU23660,20656.6
BSU23670,1876.9
BSU23680,3011.5
BSU23690,1191.8
BSU23700,910.4
BSU23710,1270
BSU23720,3049.5
BSU23730,857.4
BSU23740,692.4
BSU23750,3102.4
BSU23760,1335.3
BSU23770,1958
BSU23780,3263.8
BSU23790,2694.9
BSU23800,4094.8
BSU23810,924.1
BSU23820,1010.8
BSU23830,8786.9
BSU23840,1245.1
BSU23850,7448.8
BSU23860,32261.9
BSU23870,2245.1
BSU23880,4435.5
BSU23890,20742.9
BSU23900,487.4
BSU23910,11350.7
BSU23920,5058.5
BSU23930,35.3
BSU23940,224.2
BSU23950,3005
BSU23960,27007
BSU23970,10061.1
BSU23980,9643.7
BSU23990,14058.3
BSU24000,31.5
BSU24010,1863.8
BSU24020,285.5
BSU24030,1589.2
BSU24040,2814.2
BSU24050,1055.8
BSU24060,1806.6
BSU24070,1429.3
BSU24080,1072.3
BSU24090,1280.7
BSU24100,2078.6
BSU24110,2041.9
BSU24120,1022.7
BSU24130,105.7
BSU24140,67.1
BSU24150,8.4
BSU24160,23.6
BSU24170,12.1
BSU24180,1274.2
BSU24190,138.3
BSU24200,304.5
BSU24210,790.6
BSU24220,12204.4
BSU24230,138.9
BSU24240,5459.5
BSU24250,4914.6
BSU24260,29254.4
BSU24270,26569.1
BSU24280,10385.8
BSU24290,2910.3
BSU24300,5195.7
BSU24310,50633.9
BSU24320,14488.8
BSU24330,8144.9
BSU24340,9007
BSU24350,8720.3
BSU24360,24.7
BSU24370,60.9
BSU24380,30.8
BSU24390,22.7
BSU24400,94.1
BSU24410,0
BSU24420,19.7
BSU24430,35.5
BSU24440,0
BSU24450,22983
BSU24460,18115.1
BSU24470,5485
BSU24480,22.8
BSU24490,3107.3
BSU24500,16970.4
BSU24510,576.4
BSU24520,6598.3
BSU24530,1360.9
BSU24540,19114.3
BSU24550,3551.1
BSU24560,2686
BSU24570,2159.3
BSU24580,27.1
BSU24590,26
BSU24600,89.2
BSU24610,4714.5
BSU24620,19
BSU24630,1.4
BSU24640,0
BSU24650,51.4
BSU24660,80.4
BSU24670,20.5
BSU24680,0
BSU24690,31.5
BSU24700,14.9
BSU24710,0
BSU24720,26.3
BSU24730,79.8
BSU24740,15.4
BSU24750,97.6
BSU24760,275.3
BSU24770,298.7
BSU24780,99.2
BSU24790,2098.6
BSU24800,444.1
BSU24810,2287.1
BSU24820,1763.7
BSU24830,3485.1
BSU24840,13063.1
BSU24850,15515.3
BSU24860,1693
BSU24870,1408.9
BSU24880,299.9
BSU24890,1991.8
BSU24900,49186
BSU24910,201.3
BSU24920,219.3
BSU24930,2366.8
BSU24940,8661.9
BSU24950,74.5
BSU24960,57.9
BSU24970,28.2
BSU24980,227.5
BSU24990,177.6
BSU25000,11047.5
BSU25010,6
BSU25020,22098.8
BSU25030,250.6
BSU25040,771.8
BSU25050,512.9
BSU25060,391
BSU25070,22476.3
BSU25080,103129.1
BSU25090,2208.7
BSU25100,2787.5
BSU25110,2138.6
BSU25120,110.3
BSU25130,15883.5
BSU25140,14791.3
BSU25150,12.4
BSU25160,5999.7
BSU25170,7436.3
BSU25180,1277
BSU25190,201.9
BSU25200,17551.2
BSU25210,8187.1
BSU25220,205.5
BSU25230,2398.2
BSU25240,4800.5
BSU25250,4660.4
BSU25260,22722.1
BSU25270,10525.3
BSU25280,5639.2
BSU25289,1806.8
BSU25290,11374.9
BSU25300,13299.5
BSU25310,2761.8
BSU25320,8168
BSU25330,3380
BSU25340,8584.3
BSU25350,49
BSU25360,0
BSU25370,22560.6
BSU25380,28836.3
BSU25390,20805.8
BSU25400,273405.9
BSU25410,438677.7
BSU25420,120.3
BSU25430,13879.5
BSU25440,6047.9
BSU25450,25498.7
BSU25460,11336.3
BSU25470,34397.1
BSU25480,13096.3
BSU25490,6301.1
BSU25500,1778.3
BSU25510,38620.6
BSU25520,240
BSU25530,192.9
BSU25540,222.5
BSU25550,270220
BSU25560,1932.2
BSU25569,1295.2
BSU25570,1052.2
BSU25580,3363.7
BSU25590,81.2
BSU25600,75.3
BSU25610,10917.2
BSU25620,17740.1
BSU25630,37189.9
BSU25640,12972.8
BSU25650,12576.1
BSU25660,13396.8
BSU25670,10539.3
BSU25680,25872.1
BSU25690,162.2
BSU25700,141.4
BSU25710,13.6
BSU25720,160.8
BSU25730,251.7
BSU25740,159.3
BSU25750,1572.2
BSU25760,0
BSU25770,265.6
BSU25780,435.5
BSU25790,130
BSU25800,85.8
BSU25810,19.5
BSU25820,27.6
BSU25830,33.4
BSU25840,769.5
BSU25850,30.1
BSU25860,362.4
BSU25870,298
BSU25880,0
BSU25890,84.9
BSU25900,13.1
BSU25910,0
BSU25920,78.3
BSU25930,0
BSU25940,0
BSU25950,10.9
BSU25960,0
BSU25970,63.1
BSU25980,40.8
BSU25990,9
BSU26000,124.7
BSU26010,25.9
BSU26020,15.2
BSU26030,39.6
BSU26039,0
BSU26040,0
BSU26050,75.9
BSU26060,118.6
BSU26075,6.8
BSU26089,0
BSU26090,15.7
BSU26100,0
BSU26110,0
BSU26120,21.8
BSU26130,36.3
BSU26140,38.4
BSU26150,39.9
BSU26160,17
BSU26170,118.6
BSU26180,6
BSU26190,19.9
BSU26200,94.2
BSU26210,12
BSU26220,0
BSU26230,57
BSU26240,72.7
BSU26250,0
BSU26259,0
BSU26260,13.2
BSU26270,0
BSU26280,3.4
BSU26290,7.4
BSU26300,0
BSU26310,0
BSU26320,0
BSU26330,0
BSU26340,0
BSU26350,870.9
BSU26360,55.6
BSU26370,41.5
BSU26380,45.4
BSU26390,87.9
BSU26400,376.3
BSU26410,201.3
BSU26420,289.9
BSU26430,223.6
BSU26440,466.9
BSU26450,96.9
BSU26470,2897.9
BSU26480,279
BSU26490,23.5
BSU26500,36.9
BSU26510,51.1
BSU26530,66.7
BSU26540,56.5
BSU26550,1842.7
BSU26558,83
BSU26559,76.7
BSU26560,75.3
BSU26570,0
BSU26580,22.2
BSU26590,114.8
BSU26600,20.1
BSU26610,999.1
BSU26619,0
