key,KN1_R2
BSU26620,23.1
BSU26630,345.9
BSU26640,133.4
BSU26650,65.8
BSU26660,177.2
BSU26670,561.4
BSU26680,674.8
BSU26690,530.1
BSU26700,1374.1
BSU26710,690.7
BSU26720,296.5
BSU26730,245.3
BSU26740,32.6
BSU26748,0
BSU26749,34.8
BSU26750,0
BSU26760,28.4
BSU26770,125.2
BSU26780,323.8
BSU26790,269.6
BSU26800,1215
BSU26810,126.5
BSU26820,406.9
BSU26830,5.9
BSU26840,147.7
BSU26850,6.2
BSU26860,26.7
BSU26870,61.2
BSU26880,81.3
BSU26890,975.5
BSU26900,692.8
BSU26910,410.8
BSU26920,79.1
BSU26930,314.2
BSU26940,39.8
BSU26950,41.8
BSU26960,46.5
BSU26970,73.7
BSU26980,66.6
BSU26990,81.3
BSU27000,228.5
BSU27009,0
BSU27010,353.6
BSU27020,1384
BSU27030,51.1
BSU27040,24.7
BSU27050,22.6
BSU27060,0
BSU27070,0
BSU27080,130.9
BSU27090,3328.4
BSU27100,151
BSU27110,2044.5
BSU27120,37.5
BSU27130,83.9
BSU27140,257.9
BSU27150,108.3
BSU27160,13166.7
BSU27170,2409.5
BSU27180,1575.7
BSU27190,98.8
BSU27200,1077.9
BSU27210,783.9
BSU27220,1340
BSU27230,812.7
BSU27240,14586
BSU27250,861.8
BSU27260,1183.4
BSU27270,19298.1
BSU27280,1269.8
BSU27290,724.4
BSU27300,8289.2
BSU27310,375.4
BSU27320,23941.3
BSU27330,3033.2
BSU27340,5042.4
BSU27350,3106.6
BSU27360,1660.7
BSU27370,795
BSU27380,8018
BSU27390,15753.8
BSU27400,17248.1
BSU27410,5352.3
BSU27420,221.6
BSU27430,44.5
BSU27440,0
BSU27450,0
BSU27460,0
BSU27468,323581.6
BSU27469,10933.8
BSU27470,1734.4
BSU27480,1749.1
BSU27490,1300.7
BSU27500,27644.9
BSU27510,23108.5
BSU27520,15988.4
BSU27530,2284.1
BSU27540,50288
BSU27550,15312.4
BSU27560,9337.1
BSU27570,32.8
BSU27580,1688.8
BSU27590,54892.5
BSU27600,30010.7
BSU27610,15681.1
BSU27620,11637.5
BSU27630,341.9
BSU27640,2308.9
BSU27650,6735.4
BSU27660,1667.9
BSU27670,217.7
BSU27680,10.7
BSU27690,38.7
BSU27700,9337.1
BSU27710,12309.4
BSU27720,6938.1
BSU27729,1674.8
BSU27730,7077.3
BSU27740,1849.7
BSU27750,209.8
BSU27760,175.1
BSU27770,119.2
BSU27785,1441.2
BSU27800,1848.1
BSU27809,345.2
BSU27810,2815.3
BSU27820,382
BSU27830,29235.2
BSU27840,81490.7
BSU27850,53022.7
BSU27860,58115.1
BSU27870,42878.1
BSU27880,5566.8
BSU27890,22075.1
BSU27900,5815.8
BSU27910,3527.8
BSU27920,34542
BSU27930,3001
BSU27940,687560.4
BSU27950,394063.3
BSU27960,290084.9
BSU27970,232.8
BSU27980,200
BSU27990,22480
BSU28000,32037.1
BSU28010,2950.3
BSU28020,20234.6
BSU28030,41903.3
BSU28040,7954.9
BSU28050,3156.3
BSU28060,84.8
BSU28070,30.6
BSU28080,3956.6
BSU28090,10882.7
BSU28099,90.6
BSU28100,27.6
BSU28110,58.2
BSU28120,13651.9
BSU28130,4834.2
BSU28140,6400.3
BSU28150,13274.4
BSU28160,3901.6
BSU28170,6838.5
BSU28180,506.7
BSU28190,24159.3
BSU28200,5672.2
BSU28210,65.8
BSU28220,26830
BSU28230,35495.2
BSU28240,2825.1
BSU28250,9879.3
BSU28260,36535.6
BSU28270,28447
BSU28280,20100.3
BSU28290,20836.5
BSU28300,10001.4
BSU28310,23086.6
BSU28320,0
BSU28330,271.1
BSU28340,130.2
BSU28350,8801.5
BSU28360,4392.3
BSU28370,3517.4
BSU28380,255.4
BSU28390,9465.2
BSU28400,7031.5
BSU28410,175.9
BSU28420,535.5
BSU28430,5701.1
BSU28440,7962.8
BSU28450,2390.6
BSU28460,2308.1
BSU28470,7391
BSU28490,3104.4
BSU28500,20115.5
BSU28510,69.6
BSU28520,2645.4
BSU28530,4691.1
BSU28540,3018.8
BSU28550,1386.7
BSU28560,195.4
BSU28570,7555.9
BSU28580,8497.2
BSU28590,11319.7
BSU28600,4685.1
BSU28610,6225.3
BSU28620,3051.4
BSU28630,9562.5
BSU28640,9524.1
BSU28650,8059.4
BSU28660,513.9
BSU28670,240.4
BSU28680,1177.2
BSU28690,2201.8
BSU28700,1762.9
BSU28710,247.3
BSU28720,33
BSU28730,14.8
BSU28740,40.8
BSU28750,41.8
BSU28760,32.7
BSU28770,40.2
BSU28780,85.6
BSU28790,94.1
BSU28800,123.8
BSU28810,47.6
BSU28820,4304.6
BSU28830,1267
BSU28840,1796.7
BSU28850,48917.5
BSU28860,11826.3
BSU28870,56101.6
BSU28890,53.8
BSU28900,194
BSU28910,41.6
BSU28920,2447.8
BSU28930,2816
BSU28940,10313.2
BSU28950,14648.7
BSU28960,4385.7
BSU28970,6053.5
BSU28980,4836.4
BSU28990,5549.7
BSU29000,19586
BSU29010,53463
BSU29020,3324.8
BSU29030,372.8
BSU29040,437.3
BSU29050,494.3
BSU29060,3899.8
BSU29070,11709.7
BSU29080,9792.2
BSU29090,6214.5
BSU29100,5472.2
BSU29110,2153.3
BSU29120,40788
BSU29130,28543.7
BSU29140,10576
BSU29150,2391.7
BSU29160,24.1
BSU29170,4715.5
BSU29180,21880.9
BSU29190,12901.5
BSU29200,34506.7
BSU29210,34227.6
BSU29220,40043.4
BSU29230,5563.4
BSU29239,109.2
BSU29240,0
BSU29249,4028.2
BSU29250,2995.4
BSU29260,509.3
BSU29270,2788.6
BSU29280,94.2
BSU29290,62.3
BSU29300,0
BSU29310,120.9
BSU29320,94
BSU29330,229.8
BSU29340,159.4
BSU29350,45
BSU29360,14.1
BSU29370,10.5
BSU29380,12.2
BSU29390,0
BSU29400,21
BSU29410,5538.4
BSU29420,993.2
BSU29430,1671.3
BSU29440,11302.1
BSU29450,8666
BSU29460,1834.4
BSU29470,23841.9
BSU29480,1352.3
BSU29490,6497.4
BSU29500,193
BSU29510,27.3
BSU29520,635.5
BSU29530,415.7
BSU29540,3663.6
BSU29550,7807.5
BSU29560,3109.6
BSU29570,51017.4
BSU29580,3926.8
BSU29590,5435.1
BSU29600,7565.6
BSU29610,5013
BSU29620,2821.1
BSU29630,119.7
BSU29640,30721.9
BSU29650,3294.6
BSU29660,41110.3
BSU29670,13708
BSU29679,180869
BSU29680,1547.2
BSU29690,1447.5
BSU29700,714.6
BSU29710,1286.4
BSU29720,413.6
BSU29730,1147.4
BSU29740,7485.3
BSU29750,314014
BSU29760,12641.9
BSU29770,5814.7
BSU29780,2857.9
BSU29790,21245.9
BSU29805,3573.1
BSU29820,38430.6
BSU29830,8305.9
BSU29840,1365.7
BSU29850,1397.6
BSU29860,4416.3
BSU29870,5159.7
BSU29880,2735.6
BSU29890,3212.3
BSU29900,15101.6
BSU29910,31.8
BSU29920,25128.3
BSU29930,858.3
BSU29940,1182.6
BSU29950,744.5
BSU29960,2344.2
BSU29970,4927.7
BSU29980,3978.3
BSU29990,5855.3
BSU30000,749.8
BSU30010,380.4
BSU30020,35935.3
BSU30035,3820.4
BSU30050,5507.2
BSU30060,2208.1
BSU30070,4352
BSU30080,36.4
BSU30090,133.8
BSU30100,31.9
BSU30110,0
BSU30120,31.7
BSU30135,8.8
BSU30150,29.9
BSU30160,95.8
BSU30170,43
BSU30180,691.5
BSU30190,495.2
BSU30200,1687.4
BSU30210,1489.1
BSU30220,3823.5
BSU30230,3677.7
BSU30240,1664.9
BSU30250,108.3
BSU30260,478.6
BSU30270,229.5
BSU30280,220.9
BSU30290,113.4
BSU30300,583.2
BSU30310,24313.8
BSU30320,17217.1
BSU30330,576.9
BSU30340,1193.5
BSU30350,1953.6
BSU30360,207.4
BSU30370,251.5
BSU30380,194.7
BSU30390,381.2
BSU30400,709.6
BSU30410,783.7
BSU30420,559.8
BSU30430,229.7
BSU30440,148.8
BSU30450,329.9
BSU30460,101.6
BSU30470,56186.7
BSU30480,5267.9
BSU30490,7217.9
BSU30500,5422.6
BSU30510,6412.3
BSU30520,1723.5
BSU30530,4294.4
BSU30540,12461.3
BSU30550,47439.3
BSU30560,6701.6
BSU30570,1009.7
BSU30580,457.5
BSU30595,17.9
BSU30610,62.9
BSU30620,39.2
BSU30630,3684.8
BSU30640,0
BSU30650,1845.2
BSU30659,232.1
BSU30660,190.3
BSU30670,12504.8
BSU30680,1348
BSU30690,4716.2
BSU30700,1375.4
BSU30710,30.3
BSU30720,62.8
BSU30739,79661.7
BSU30740,5108
BSU30750,4079.4
BSU30760,4691.6
BSU30770,1880.6
BSU30780,1402.5
BSU30790,1130.4
BSU30800,20019.8
BSU30810,4200.8
BSU30820,11849.1
BSU30830,7163.1
BSU30840,76.8
BSU30850,107.9
BSU30860,0
BSU30870,25.8
BSU30880,0
BSU30890,65.1
BSU30900,28.1
BSU30910,31.2
BSU30920,36.8
BSU30930,18
BSU30940,46.9
BSU30950,160.6
BSU30960,28.6
BSU30970,55.5
BSU30980,55.9
BSU30990,2015.2
BSU31000,459.7
BSU31010,2011.5
BSU31020,848.2
BSU31030,2798.3
BSU31040,690.9
BSU31050,967.3
BSU31060,375.3
BSU31070,5774.1
BSU31080,129.6
BSU31090,617.5
BSU31100,656.5
BSU31110,1349
BSU31120,649.1
BSU31130,1662.3
BSU31140,0
BSU31150,1614.3
BSU31160,1128.3
BSU31170,2495.4
BSU31180,45.1
BSU31190,0
BSU31200,775
BSU31210,993.7
BSU31220,397.7
BSU31230,438.8
BSU31240,314.9
BSU31250,61.1
BSU31260,622.5
BSU31270,0
BSU31279,122.7
BSU31280,282.6
BSU31290,147.4
BSU31300,114.8
BSU31310,6712.3
BSU31319,0
BSU31321,29.8
BSU31322,100.4
BSU31330,794.6
BSU31340,466.6
BSU31350,7459.2
BSU31360,1261
BSU31370,3319.7
BSU31380,1651.4
BSU31390,15025
BSU31400,42045.6
BSU31410,27717.2
BSU31420,47.9
BSU31430,1926.6
BSU31440,892.1
BSU31450,307.8
BSU31460,377.9
BSU31470,123.9
BSU31480,269.5
BSU31490,3621.5
BSU31500,3271.1
BSU31510,822.7
BSU31520,2222.9
BSU31530,3689.7
BSU31540,636.9
BSU31550,363.4
BSU31560,353.3
BSU31570,409.1
BSU31580,389.9
BSU31590,198.9
BSU31600,2196.3
BSU31610,3281
BSU31620,3674.1
BSU31630,6363.7
BSU31640,2053.6
BSU31650,10175.9
BSU31660,4663.4
BSU31670,16939.1
BSU31680,1574.6
BSU31690,3100.2
BSU31700,190.4
BSU31710,94.5
BSU31720,123.3
BSU31730,0
BSU31740,741.2
BSU31750,7880.5
BSU31760,2384.6
BSU31770,1728.9
BSU31780,15102.9
BSU31790,9295.3
BSU31800,9202.1
BSU31810,126.3
BSU31820,3924.3
BSU31830,7348.6
BSU31840,2436.4
BSU31850,382.4
BSU31860,752.6
BSU31875,590.9
BSU31890,222.7
BSU31900,200.9
BSU31910,3705.8
BSU31920,1074.4
BSU31930,272230.2
BSU31945,9467.1
BSU31959,89.5
BSU31960,725.3
BSU31970,943.6
BSU31980,993.6
BSU31990,2883.2
BSU32000,1539.2
BSU32010,477.5
BSU32020,809.1
BSU32030,28125.7
BSU32040,81557.5
BSU32050,781
BSU32060,3778.7
BSU32070,257.6
BSU32080,7486.7
BSU32090,1720.1
BSU32100,970
BSU32110,22629.4
BSU32120,853.5
BSU32130,26571
BSU32140,1421.5
BSU32150,844.7
BSU32160,34321.4
BSU32170,7612.6
BSU32180,4276.6
BSU32190,5926.8
BSU32200,3321.6
BSU32210,839.9
BSU32220,63266.2
BSU32230,840.4
BSU32240,446608
BSU32250,176591.7
BSU32260,144061.4
BSU32270,124.2
BSU32280,286.6
BSU32290,5360.5
BSU32300,8258.2
BSU32310,2019.4
BSU32320,147.7
BSU32330,21048
BSU32340,535.7
BSU32350,632.3
BSU32360,4363
BSU32370,4429.5
BSU32380,1899.7
BSU32390,1597.6
BSU32400,79.8
BSU32410,1657.5
BSU32420,2086
BSU32430,4148.4
BSU32440,2967.2
BSU32450,1972.4
BSU32460,1819.5
BSU32469,205.2
BSU32470,688.7
BSU32480,428.7
BSU32490,394.1
BSU32500,428.2
BSU32510,551.5
BSU32520,3026.8
BSU32530,1550.7
BSU32540,392.6
BSU32550,1084.8
BSU32560,357.3
BSU32570,277.1
BSU32580,80.5
BSU32590,11.3
BSU32600,110.4
BSU32610,63.7
BSU32620,2113.2
BSU32630,5751.6
BSU32640,0
BSU32650,0
BSU32660,3079.2
BSU32669,395.4
BSU32670,98574.7
BSU32680,73629
BSU32690,66500.8
BSU32700,44152.7
BSU32710,31043.7
BSU32719,3198.1
BSU32720,202.6
BSU32730,60334.8
BSU32740,49928.8
BSU32750,32381.5
BSU32760,527.8
BSU32770,600
BSU32780,2492.2
BSU32790,4238.5
BSU32800,12889.2
BSU32810,458.4
BSU32820,245.1
BSU32830,834.1
BSU32840,566.8
BSU32849,54.8
BSU32850,0
BSU32859,0
BSU32860,89.7
BSU32870,3352.3
BSU32880,3709.2
BSU32890,79.9
BSU32900,352.6
BSU32910,356.9
BSU32920,1285.4
BSU32930,2384.7
BSU32940,26550.2
BSU32950,97.8
BSU32960,3116
BSU32970,2788.1
BSU32980,553.3
BSU32990,15750.7
BSU33000,9196.3
BSU33010,5068.4
BSU33020,4056.3
BSU33029,1766.4
BSU33030,354
BSU33040,4897.9
BSU33049,109.2
BSU33050,0
BSU33060,15.5
BSU33070,29.9
BSU33080,6006
BSU33090,5000.1
BSU33100,3042.5
BSU33110,5381.5
BSU33120,5309.2
BSU33130,10146.7
BSU33140,25.6
BSU33150,2417.3
BSU33160,1207.1
BSU33170,2391.6
BSU33180,4382.8
BSU33190,1146.9
BSU33200,3011.2
BSU33210,1090.1
BSU33221,701.8
BSU33222,8.8
BSU33230,67.7
BSU33239,0
BSU33240,318.7
BSU33250,0
BSU33260,510.5
BSU33270,217.9
BSU33280,163.9
BSU33290,6064
BSU33300,8305.3
BSU33310,7790.4
BSU33320,11127.5
BSU33330,24086.2
BSU33340,24686.8
BSU33350,1335.4
BSU33360,3783.2
BSU33370,14607.1
BSU33380,2192.1
BSU33390,3221.7
BSU33400,768.9
BSU33410,0
BSU33420,1310.8
BSU33430,50151.4
BSU33440,24112.6
BSU33450,1506.9
BSU33460,26737.5
BSU33470,12422.3
BSU33480,7526.2
BSU33490,1421.1
BSU33500,1730.7
BSU33510,7329.2
BSU33520,2292.5
BSU33530,428.2
BSU33540,3277.3
BSU33550,39.6
BSU33560,179.2
BSU33570,122.9
BSU33580,84.1
BSU33590,3481.5
BSU33600,5716.8
BSU33610,8010.1
BSU33620,2509.6
BSU33630,32507.9
BSU33640,0
BSU33650,112.2
BSU33660,2865.8
BSU33670,2596.6
BSU33680,2353.4
BSU33690,1928.1
BSU33700,435.9
BSU33710,91.3
BSU33720,112.3
BSU33730,263.3
BSU33740,2878.5
BSU33750,0
BSU33760,11.3
BSU33770,461
BSU33780,529.6
BSU33790,297.6
BSU33800,10792.1
BSU33810,2864.5
BSU33820,5063.4
BSU33830,3659.7
BSU33840,256
BSU33850,61.3
BSU33860,1259.9
BSU33870,718.4
BSU33880,340.9
BSU33890,279.6
BSU33900,89317.6
BSU33910,79891.1
BSU33920,62379.7
BSU33930,67585.5
BSU33940,154798.5
BSU33950,36807.6
BSU33960,79.1
BSU33970,1524.1
BSU33980,2341.4
BSU33990,428.7
BSU34000,416.8
BSU34010,6426.7
BSU34020,851.7
BSU34030,32392.7
BSU34040,59003.3
BSU34050,50428.1
BSU34060,763.4
BSU34070,284.2
BSU34080,37.2
BSU34090,28.2
BSU34100,6476.8
BSU34110,2818.4
BSU34120,34.3
BSU34130,415.3
BSU34140,378.1
BSU34150,307.7
BSU34160,260.3
BSU34170,593.3
BSU34180,3517.8
BSU34190,3729.6
BSU34200,1267
BSU34210,2170.3
BSU34220,19.5
BSU34230,175.6
BSU34240,123.4
BSU34250,46.4
BSU34265,56.8
BSU34280,48.9
BSU34290,166.7
BSU34300,136.7
BSU34310,83.4
BSU34320,102.8
BSU34330,138.6
BSU34340,366
BSU34350,287.6
BSU34360,203.1
BSU34370,247.9
BSU34380,64.1
BSU34390,136.4
BSU34400,303.3
BSU34410,436.5
BSU34420,82.8
BSU34430,1405.5
BSU34440,1343.5
BSU34450,183.1
BSU34460,72.5
BSU34470,27.8
BSU34480,548.5
BSU34490,27.1
BSU34500,208
BSU34510,106.9
BSU34520,111.9
BSU34530,60.1
BSU34540,13585.6
BSU34550,199.5
BSU34560,194.6
BSU34570,89.9
BSU34580,127.4
BSU34590,121.5
BSU34600,9.6
BSU34610,24.8
BSU34620,129.3
BSU34630,122.9
BSU34640,3757.3
BSU34650,4070.8
BSU34660,847.5
BSU34670,549.4
BSU34680,4426.8
BSU34690,656.3
BSU34700,1481.6
BSU34710,1078.6
BSU34720,473.1
BSU34729,0
BSU34730,15734
BSU34740,28019.2
BSU34750,9255.6
BSU34760,21460.6
BSU34770,14693.1
BSU34780,11366.8
BSU34790,2660
BSU34800,5498.2
BSU34810,4390.7
BSU34820,1032.4
BSU34830,507.8
BSU34840,487.3
BSU34850,236.8
BSU34860,339611.3
BSU34870,211533.3
BSU34880,158351.6
BSU34890,100834.5
BSU34900,92591.2
BSU34910,248387.4
BSU34920,122549.9
BSU34930,100223.4
BSU34940,4198.7
BSU34950,1561.2
BSU34960,41247.7
BSU34970,6169
BSU34980,13706.5
BSU34990,10531.3
BSU35000,6942
BSU35010,1386.8
BSU35020,1554.1
BSU35030,1045.9
BSU35040,251
BSU35050,104.9
BSU35060,794.1
BSU35070,232
BSU35080,70.7
BSU35090,251.6
BSU35100,11404.6
BSU35110,3936.8
BSU35120,5004
BSU35130,2579.4
BSU35140,207.7
BSU35150,801.1
BSU35160,24810.8
BSU35170,13076.6
BSU35180,706.4
BSU35190,28.1
BSU35200,53.2
BSU35210,438.7
BSU35220,14528.6
BSU35230,326.8
BSU35239,800.1
BSU35240,144.1
BSU35250,7047.3
BSU35260,10000.2
BSU35270,5978.4
BSU35280,268.6
BSU35290,26299.2
BSU35300,38930.6
BSU35310,6407.7
BSU35319,20.1
BSU35320,1018.1
BSU35330,815.6
BSU35340,343.4
BSU35350,16.6
BSU35360,3707.6
BSU35370,1592.6
BSU35380,666
BSU35390,435.5
BSU35400,2146.2
BSU35410,2720
BSU35420,1281.8
BSU35430,2250.5
BSU35440,921.3
BSU35450,1666.3
BSU35460,1143.3
BSU35470,382
BSU35480,1745.9
BSU35490,9792.5
BSU35500,3437.1
BSU35510,14678.2
BSU35520,10731.8
BSU35530,16569.8
BSU35540,485.1
BSU35550,424.8
BSU35560,342.8
BSU35570,212.4
BSU35580,342.1
BSU35590,598
BSU35600,160.7
BSU35609,65.4
BSU35610,356.4
BSU35620,1014
BSU35630,554.8
BSU35640,157.5
BSU35650,646.5
BSU35660,4438.7
BSU35670,10547.3
BSU35679,2096.9
BSU35680,681
BSU35690,353.5
BSU35698,58.6
BSU35699,746.9
BSU35700,4662.6
BSU35710,2044.9
BSU35720,2292.2
BSU35730,1824.2
BSU35740,13645.4
BSU35750,14425.5
BSU35760,1180.7
BSU35770,82.8
BSU35780,147.7
BSU35790,415
BSU35800,26.8
BSU35810,138.4
BSU35820,94.5
BSU35830,184.8
BSU35840,9377.8
BSU35850,2445.1
BSU35860,440.3
BSU35870,39.6
BSU35880,55.3
BSU35890,10.9
BSU35900,13.6
BSU35910,286.8
BSU35920,715.6
BSU35930,339
BSU35940,67.5
BSU35950,46.9
BSU35960,135.4
BSU35970,228
BSU35980,99.8
BSU35990,3565.8
BSU36000,1853.8
BSU36010,1864.7
BSU36020,908.5
BSU36030,7.7
BSU36040,0
BSU36050,16.7
BSU36060,67
BSU36070,13.9
BSU36080,490.7
BSU36090,87.9
BSU36100,280.1
BSU36110,497.2
BSU36120,1949.1
BSU36130,4801.6
BSU36140,482.1
BSU36150,326.9
BSU36160,126.5
BSU36170,2253.9
BSU36180,337.4
BSU36190,524.1
BSU36200,238.4
BSU36210,86.6
BSU36220,121.9
BSU36230,2922.3
BSU36240,73.7
BSU36250,539
BSU36260,467.4
BSU36269,761.1
BSU36270,2932.9
BSU36280,4570.6
BSU36290,5536.4
BSU36300,2535
BSU36310,5043
BSU36320,25.2
BSU36330,837.8
BSU36340,167.7
BSU36350,142.9
BSU36360,4835
BSU36370,8084.9
BSU36380,253.3
BSU36390,5155
BSU36400,1326.2
BSU36410,18785.6
BSU36420,0
BSU36430,0
BSU36440,204.1
BSU36450,1576.7
BSU36460,804.5
BSU36470,530.1
BSU36480,243.8
BSU36490,277.7
BSU36500,11.8
BSU36510,116254.8
BSU36520,38208.1
BSU36530,10185.9
BSU36540,353.8
BSU36550,954.2
BSU36560,3273.5
BSU36570,4447
BSU36580,658.8
BSU36590,2092.1
BSU36600,220.9
BSU36610,1445.1
BSU36620,374.7
BSU36630,3467.8
BSU36640,3535.5
BSU36650,2447.2
BSU36660,2128.6
BSU36668,127.3
BSU36669,2360
BSU36670,0
BSU36680,22.1
BSU36690,338.7
BSU36700,7420.9
BSU36710,5485.7
BSU36720,154.9
BSU36730,140.6
BSU36740,69.8
BSU36750,379.9
BSU36760,59932.3
BSU36770,1572.1
BSU36780,1079.8
BSU36790,6645.4
BSU36800,135642.9
BSU36810,21112.6
BSU36820,10504.5
BSU36830,31967
BSU36840,7132.8
BSU36850,5122.2
BSU36860,16563.9
BSU36870,11041.6
BSU36880,4114.8
BSU36890,16407.3
BSU36900,133397.9
BSU36910,22945
BSU36920,35329.3
BSU36930,2860.6
BSU36940,1695.4
BSU36950,4585.7
BSU36960,219.5
BSU36970,199.4
BSU36980,554
BSU36990,4193.2
BSU37000,6003.7
BSU37010,30303.5
BSU37020,98
BSU37030,642.9
BSU37040,124.1
BSU37050,382.5
BSU37060,2750.8
BSU37070,116744.5
BSU37080,5002.1
BSU37090,29075.9
BSU37100,38955.5
BSU37110,29324.6
BSU37120,64811.2
BSU37130,2176.7
BSU37140,5513.3
BSU37150,6251.6
BSU37160,22834.8
BSU37170,510.9
BSU37180,461.9
BSU37190,0
BSU37200,32.7
BSU37210,104.3
BSU37220,2837
BSU37230,7276.2
BSU37240,101.9
BSU37250,104.7
BSU37260,20.8
BSU37270,4
BSU37280,28.8
BSU37290,0
BSU37300,105.7
BSU37310,138.7
BSU37320,232.7
BSU37330,15787.9
BSU37340,3481
BSU37350,700.3
BSU37360,246.4
BSU37370,465.2
BSU37380,815.6
BSU37390,919.5
BSU37400,898.3
BSU37410,339.4
BSU37420,117.9
BSU37430,162.6
BSU37440,102.8
BSU37450,195.1
BSU37460,339.5
BSU37470,5133.9
BSU37480,413.5
BSU37490,7966.4
BSU37500,12834.7
BSU37510,155.2
BSU37520,14024.2
BSU37530,6735
BSU37540,8877.8
BSU37550,736.2
BSU37560,148.6
BSU37570,1303.9
BSU37580,355.6
BSU37590,3435.3
BSU37600,20525.3
BSU37610,13730.9
BSU37620,177.1
BSU37630,1059.4
BSU37640,2393.3
BSU37650,918.1
BSU37660,3206.9
BSU37670,6553.5
BSU37680,874.5
BSU37690,344
BSU37700,351.9
BSU37710,493.5
BSU37720,1422
BSU37730,1847.1
BSU37740,37
BSU37750,48.2
BSU37760,2672.1
BSU37770,1810.2
BSU37780,7495.7
BSU37790,71.7
BSU37800,166.7
BSU37810,370.1
BSU37820,1264.5
BSU37830,627.7
BSU37840,165.7
BSU37850,244.7
BSU37860,213.4
BSU37870,155
BSU37880,65.9
BSU37890,31.7
BSU37900,31.1
BSU37910,67.7
BSU37920,0
BSU37930,2699.1
BSU37940,875.3
BSU37950,2142.9
BSU37960,987.1
BSU37970,4449.8
BSU37980,2023.7
BSU37990,270.4
BSU38000,586.6
BSU38018,1454.1
BSU38020,21285.1
BSU38030,1120.8
BSU38040,239.6
BSU38050,166.2
BSU38060,109.3
BSU38070,814
BSU38080,161
BSU38090,239.9
BSU38100,1021.4
BSU38110,2552.8
BSU38120,1808.1
BSU38130,80
BSU38140,60696
BSU38150,27235.5
BSU38160,20216.4
BSU38170,8863.8
BSU38180,833.2
BSU38190,392.3
BSU38200,473.8
BSU38210,240.7
BSU38220,506.8
BSU38229,335.5
BSU38230,275.8
BSU38240,48.3
BSU38250,1835.3
BSU38260,25481
BSU38270,12927.8
BSU38280,19013.4
BSU38290,5032.1
BSU38300,7659.2
BSU38310,844
BSU38320,3242.3
BSU38330,24615.5
BSU38340,469.3
BSU38350,532.9
BSU38360,1760.5
BSU38370,10265.9
BSU38380,97.4
BSU38390,100
BSU38400,424.6
BSU38410,2114.3
BSU38420,504.8
BSU38430,626.5
BSU38440,60.2
BSU38450,3552.8
BSU38460,570.6
BSU38470,83.4
BSU38480,3161.3
BSU38490,16730.5
BSU38499,411.6
BSU38500,6811.1
BSU38510,4611.9
BSU38520,1173.2
BSU38530,9322.8
BSU38540,9915.3
BSU38550,18910
BSU38560,148
BSU38570,0
BSU38580,57.3
BSU38590,154.9
BSU38600,2890.7
BSU38610,661.4
BSU38620,534.8
BSU38630,31
BSU38640,461
BSU38650,3102
BSU38660,1236.3
BSU38670,489.7
BSU38680,268.4
BSU38690,2217.4
BSU38700,1386.6
BSU38710,1218.5
BSU38720,734.9
BSU38730,893.1
BSU38740,579.2
BSU38750,898
BSU38760,1059.8
BSU38770,1269.7
BSU38780,115.1
BSU38790,1288
BSU38800,49.1
BSU38810,924.1
BSU38820,268
BSU38830,110.9
BSU38840,462.2
BSU38850,1752.1
BSU38860,21334.8
BSU38870,114
BSU38880,1076.8
BSU38890,2293.6
BSU38900,1717.8
BSU38910,2472.7
BSU38920,1525.2
BSU38930,0
BSU38940,287.9
BSU38950,16122.2
BSU38960,23448.2
BSU38970,418.6
BSU38980,112.2
BSU38990,63.2
BSU39000,98.7
BSU39010,3433.5
BSU39020,112030.3
BSU39029,52.2
BSU39030,70.6
BSU39040,1026.5
BSU39050,353.4
BSU39060,70.4
BSU39070,37.6
BSU39080,1187.1
BSU39090,43.4
BSU39100,116.5
BSU39110,2126.5
BSU39120,467.7
BSU39129,204.4
BSU39139,0
BSU39140,196.6
BSU39150,381.2
BSU39160,513.9
BSU39170,1124
BSU39180,242.3
BSU39190,148.6
BSU39200,735.8
BSU39210,658.2
BSU39220,278.1
BSU39230,4644.6
BSU39240,622.3
BSU39250,7040.8
BSU39260,36
BSU39270,516.6
BSU39280,236.8
BSU39290,86
BSU39300,216.9
BSU39310,246.9
BSU39320,18.5
BSU39330,14.3
BSU39339,0
BSU39340,7235.9
BSU39350,88.1
BSU39360,245
BSU39370,156.2
BSU39380,100.4
BSU39390,95.3
BSU39400,5699.2
BSU39410,988.1
BSU39420,4665.1
BSU39430,3856.5
BSU39440,321.6
BSU39450,1901.4
BSU39460,528.1
BSU39470,787.9
BSU39480,1378
BSU39490,689.5
BSU39500,615.3
BSU39510,1397.9
BSU39520,304.3
BSU39530,0
BSU39540,185.6
BSU39550,2175.4
BSU39560,121.7
BSU39570,312.9
BSU39580,27.7
BSU39590,721.1
BSU39600,645.3
BSU39610,2838.2
BSU39620,594.4
BSU39630,574.2
BSU39640,1523.1
BSU39650,1271.7
BSU39660,2314.7
BSU39670,655
BSU39680,87.4
BSU39690,64.4
BSU39700,31.8
BSU39710,120.8
BSU39720,23.6
BSU39730,186
BSU39740,135.3
BSU39750,142.6
BSU39760,740.6
BSU39770,1115.4
BSU39780,2359.8
BSU39790,732.1
BSU39800,341.5
BSU39810,511.1
BSU39820,1833
BSU39830,96.3
BSU39840,219.7
BSU39850,540.3
BSU39860,317.8
BSU39870,0
BSU39880,67.6
BSU39890,77.7
BSU39900,0
BSU39910,0
BSU39920,14.9
BSU39930,38.5
BSU39940,1122.2
BSU39950,0
BSU39960,2190.9
