Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_1098	10.2863	19.4110	12.7007	11.3166	14.6940	12.1002	25.1966	32.7614	22.7270	27.6396
Fisuc_1099	327.8757	353.2799	311.1677	574.8808	420.2491	406.2193	350.1284	379.9169	366.8788	439.8918
Fisuc_1100	3.8574	1.2941	2.5401	4.5266	8.8164	6.9144	3.6745	8.0467	4.3290	4.2162
Fisuc_1101	20.5726	33.6457	24.1314	13.5799	13.2246	20.7431	23.6219	23.5652	24.3504	27.6396
Fisuc_1102	14.1437	15.5288	16.5109	9.0532	5.8776	1.7286	8.3989	11.4952	3.7878	7.0270
Fisuc_1103	176.1528	182.4633	203.2116	190.1181	292.4111	269.6605	135.4320	152.8864	145.0199	159.7477
Fisuc_1104	23.1442	28.4694	25.4014	24.8964	27.9186	24.2003	26.2465	31.0371	20.5625	14.0541
Fisuc_1105	1.2858	6.4703	3.8102	2.2633	7.3470	10.3716	25.1966	12.6447	27.0560	27.6396
Fisuc_1106	23.1442	40.1160	33.0219	45.2662	35.2657	34.5719	58.7922	49.4294	61.1465	63.7117
Fisuc_1107	298.3026	327.3986	347.9998	258.0174	314.4521	276.5749	205.2477	229.9043	200.2141	137.2612
Fisuc_1108	41.1452	36.2338	53.3430	49.7928	33.7963	44.9434	39.8947	44.8313	41.6662	36.0721
Fisuc_1109	239.1564	179.8751	273.0656	174.2749	167.5119	176.3165	161.6785	195.9934	182.8983	118.0540
Fisuc_1110	18.0010	25.8813	27.9416	18.1065	24.9798	19.0145	15.2230	17.2428	16.7747	15.9279
Fisuc_1111	136.2934	285.9885	218.4525	310.0735	311.5133	340.5328	198.9485	389.1130	312.2258	342.4504
Fisuc_1112	117.0066	72.4677	96.5255	138.0619	117.5522	143.4732	80.8392	112.6531	91.4491	108.6847
Fisuc_1113	25.7157	37.5279	34.2920	27.1597	26.4492	27.6575	22.0471	24.1400	20.0214	19.2072
Fisuc_1114	10.2863	6.4703	3.8102	2.2633	2.9388	5.1858	6.2992	6.8971	5.4112	12.6486
Fisuc_1115	64.2893	47.8804	57.1533	92.7957	85.2253	82.9725	30.9709	35.6352	31.3849	44.5045
Fisuc_1116	24.4300	23.2932	10.1606	52.0561	35.2657	32.8433	31.4958	33.3361	32.4672	29.9820
Fisuc_1117	63.0036	43.9982	68.5839	52.0561	70.5313	62.2293	110.2353	85.0646	115.2584	119.9279
Fisuc_1118	147.8655	142.3472	163.8393	149.3785	158.6955	146.9304	135.4320	133.3445	147.7255	119.9279
Fisuc_1119	56.5746	51.7626	44.4525	31.6863	54.3679	41.4862	37.7950	50.0042	48.7007	60.9009
Fisuc_1120	90.0051	186.3455	57.1533	36.2130	27.9186	46.6720	53.0179	58.0508	44.9129	47.7838
Fisuc_1121	9.0005	3.8822	5.0803	18.1065	4.4082	6.9144	14.6980	9.7709	10.2813	14.0541
Fisuc_1122	48.8599	40.1160	39.3722	124.4821	151.3484	138.2874	72.4403	57.4761	63.3109	100.2522
Fisuc_1123	131.1503	99.6431	110.4963	172.0116	202.7775	124.4587	136.4818	140.2416	143.3966	156.0000
Fisuc_1124	23.1442	12.9407	19.0511	31.6863	26.4492	24.2003	26.7714	25.2895	31.3849	34.6667
Fisuc_1125	28.2873	31.0576	20.3212	24.8964	35.2657	19.0145	25.1966	16.6681	26.5148	33.7297
Fisuc_1126	27.0015	47.8804	38.1022	15.8432	16.1634	17.2859	11.0235	10.9205	5.9523	12.1802
Fisuc_1127	77.1472	98.3490	59.6934	63.3727	72.0007	88.1582	53.0179	72.9946	56.8175	65.5856
Fisuc_1129	0.0000	0.0000	0.0000	0.0000	1.4694	0.0000	16.2728	9.1962	9.7401	12.6486
Fisuc_1130	38.5736	60.8211	50.8029	45.2662	83.7559	65.6865	235.6936	139.6669	185.6039	141.9459
Fisuc_1131	16.7152	31.0576	26.6715	54.3194	49.9597	32.8433	60.3670	50.0042	58.9820	51.0631
Fisuc_1132	2.5716	0.0000	0.0000	0.0000	1.4694	1.7286	24.1468	9.7709	18.9392	12.1802
Fisuc_1133	912.9087	1652.5219	633.7661	1222.1876	1512.0151	1337.9310	3058.2426	2753.6789	2957.2165	2993.5132
Fisuc_1134	30.8589	20.7051	30.4817	22.6331	20.5716	24.2003	21.5221	14.3690	20.5625	20.6126
Fisuc_1135	10.2863	6.4703	8.8905	6.7899	10.2858	8.6430	8.3989	5.1728	4.8701	6.5586
Fisuc_1136	37.2878	46.5864	50.8029	54.3194	48.4903	51.8578	53.5429	51.1537	52.4886	39.3513
Fisuc_1137	12.8579	5.1763	13.9708	20.3698	24.9798	17.2859	6.2992	23.5652	12.4457	13.1171
Fisuc_1138	51.4315	34.9398	33.0219	6.7899	16.1634	20.7431	16.2728	18.9671	16.2336	23.4234
Fisuc_1139	124.7213	95.7609	175.2700	86.0058	85.2253	103.7156	67.1910	95.9851	80.0856	101.6576
Fisuc_1140	18.0010	16.8229	21.5912	22.6331	11.7552	8.6430	20.4723	21.8409	15.6925	17.8018
Fisuc_1141	333.0188	247.1665	405.1531	457.1887	415.8409	404.4908	456.6892	523.6071	538.9547	536.8648
Fisuc_1142	182.5817	139.7591	281.9561	323.6534	279.1865	326.7041	201.5731	232.2034	232.6813	217.8378
Fisuc_1143	63.0036	78.9380	73.6642	110.9022	66.1231	100.2584	75.5899	71.2703	60.6054	53.8739
Fisuc_1144	144.0081	210.9327	110.4963	95.0590	104.3276	119.2729	80.8392	98.2841	71.9689	60.4324
Fisuc_1145	59.1462	73.7617	50.8029	40.7396	57.3067	48.4006	55.1177	42.5323	27.0560	33.7297
Fisuc_1146	9.0005	14.2347	5.0803	2.2633	5.8776	0.0000	7.8740	4.5981	2.7056	7.0270
Fisuc_1147	72.0041	56.9389	54.6131	52.0561	58.7761	51.8578	57.7423	40.8080	49.2418	48.2522
Fisuc_1148	19.2868	24.5872	21.5912	15.8432	13.2246	8.6430	26.2465	22.9904	26.5148	30.4504
Fisuc_1149	28.2873	32.3516	15.2409	52.0561	29.3880	31.1147	46.7188	29.8876	46.5363	53.4054
Fisuc_1150	21.8584	28.4694	26.6715	22.6331	36.7351	31.1147	18.8975	14.3690	10.8224	8.9009
Fisuc_1151	68.1467	50.4686	133.3576	70.1626	91.1029	101.9870	24.1468	33.9109	40.0428	30.4504
Fisuc_1152	7.7147	7.7644	11.4307	4.5266	4.4082	8.6430	20.4723	17.2428	16.7747	15.4595
Fisuc_1153	12.8579	9.0585	10.1606	11.3166	4.4082	8.6430	13.1233	15.5185	14.6102	26.7027
Fisuc_1156	3.8574	10.3525	1.2701	6.7899	2.9388	6.9144	9.9737	6.8971	9.7401	18.7387
Fisuc_1157	12.8579	16.8229	5.0803	2.2633	13.2246	13.8287	12.5983	10.3457	12.4457	8.4324
Fisuc_1158	108.0061	100.9371	114.3065	140.3252	179.2671	176.3165	121.2588	113.2279	122.8341	148.5045
Fisuc_1159	246.8711	381.7494	215.9123	246.7008	280.6559	323.2469	228.3446	206.9139	219.6944	191.1351
Fisuc_1160	21.8584	19.4110	34.2920	36.2130	52.8985	48.4006	56.1675	52.3032	61.6876	62.7748
Fisuc_1161	12.8579	18.1169	7.6204	13.5799	23.5104	22.4717	71.9154	50.5789	76.2978	68.8649
Fisuc_1162	1402.7936	1567.1136	1717.1379	531.8779	1454.7084	1738.9645	6967.9217	8970.8663	8205.5316	4788.6841
Fisuc_1163	144.0081	159.1701	170.1897	181.0648	213.0633	193.6024	206.8224	239.6752	242.9625	298.8828
Fisuc_1164	63.0036	32.3516	91.4452	95.0590	101.3888	84.7011	35.6952	36.7847	53.0297	42.6306
Fisuc_1165	72.0041	157.8760	26.6715	129.0087	121.9604	122.7301	105.5109	114.9522	106.6005	106.3423
Fisuc_1167	36.0020	32.3516	40.6423	90.5324	91.1029	88.1582	111.8101	96.5598	114.7173	129.2973
Fisuc_1168	42.4310	32.3516	40.6423	88.2691	66.1231	69.1437	79.7894	66.6723	77.9212	99.3153
Fisuc_1169	37.2878	18.1169	33.0219	20.3698	23.5104	19.0145	90.2880	66.0975	55.1942	108.2162
Fisuc_1170	42.4310	24.5872	31.7518	31.6863	24.9798	27.6575	36.2202	28.7380	23.2681	29.5135
Fisuc_1171	178.7244	87.9965	180.3503	169.7483	146.9402	124.4587	197.3737	180.4749	209.9543	266.0901
Fisuc_1173	42.4310	47.8804	46.9927	49.7928	48.4903	55.3150	40.9445	45.9809	34.6316	40.7568
Fisuc_1174	275.1584	218.6971	278.1459	427.7657	409.9633	354.3616	222.0454	206.9139	235.3869	248.2883
Fisuc_1175	114.4350	121.6422	129.5474	142.5886	121.9604	124.4587	83.4639	94.8355	97.4015	94.1622
Fisuc_1176	115.7208	94.4668	135.8977	115.4288	113.1440	121.0015	89.2381	91.3870	110.3883	103.5315
Fisuc_1177	381.8787	292.4588	349.2699	398.3426	352.6566	235.0886	254.5911	259.2171	285.1698	252.5045
Fisuc_1178	160.7234	147.5235	93.9854	115.4288	121.9604	95.0726	112.3350	151.7368	111.4706	121.8018
Fisuc_1179	14.1437	11.6466	20.3212	13.5799	11.7552	10.3716	32.5457	28.7380	31.3849	32.7928
Fisuc_1180	394.7366	217.4030	424.2042	572.6175	459.9229	478.8203	403.6712	383.9402	430.1898	439.8918
Fisuc_1181	174.8670	169.5226	185.4306	244.4375	242.4514	188.4166	366.4012	371.2955	310.6024	299.3513
Fisuc_1182	286.7305	209.6386	262.9050	482.0851	407.0245	312.8753	393.1726	375.3188	362.5499	388.8288
Fisuc_1183	36.0020	25.8813	49.5328	40.7396	30.8575	38.0290	47.2437	36.7847	41.1251	46.3784
Fisuc_1184	126.0071	121.6422	200.6714	258.0174	261.5536	368.1903	128.6079	183.3487	160.7124	193.9459
Fisuc_1185	124.7213	142.3472	143.5182	323.6534	323.2685	278.3035	455.6393	400.6083	492.9596	439.4234
Fisuc_1186	90.0051	77.6439	127.0072	235.3843	221.8798	221.2599	303.9345	294.8523	349.5630	288.5765
Fisuc_1187	2.5716	5.1763	0.0000	0.0000	1.4694	0.0000	6.8241	5.1728	6.4934	11.2432
Fisuc_1188	77.1472	46.5864	81.2846	208.2246	176.3283	231.6315	564.2998	444.8648	228.3523	205.1892
Fisuc_1189	9.0005	21.9991	11.4307	52.0561	27.9186	27.6575	25.1966	24.1400	12.9869	19.6757
Fisuc_1190	159.4376	163.0523	95.2554	162.9583	249.7984	229.9029	79.7894	74.1441	89.8258	51.0631
Fisuc_1192	64.2893	95.7609	38.1022	113.1655	80.8171	79.5153	35.1703	33.3361	39.5017	36.5405
Fisuc_1193	10.2863	28.4694	5.0803	18.1065	19.1022	13.8287	6.8241	6.3224	9.1990	9.8378
Fisuc_1194	5.1431	7.7644	2.5401	11.3166	5.8776	13.8287	5.7742	6.8971	5.4112	7.0270
Fisuc_1195	2.5716	6.4703	1.2701	4.5266	11.7552	5.1858	14.1731	5.7476	12.9869	15.4595
Fisuc_1196	5.1431	3.8822	2.5401	0.0000	1.4694	1.7286	6.2992	4.0233	2.1645	5.6216
Fisuc_1197	11.5721	9.0585	6.3504	6.7899	22.0410	19.0145	3.6745	4.5981	3.2467	10.3063
Fisuc_1199	59.1462	150.1116	53.3430	58.8461	74.9395	60.5008	119.6841	133.9193	130.4097	111.4955
Fisuc_1200	51.4315	71.1736	46.9927	79.2159	49.9597	69.1437	98.1619	95.9851	110.9294	78.2342
Fisuc_1201	87.4335	42.7042	67.3138	99.5857	74.9395	79.5153	62.9916	77.5927	77.9212	73.5495
Fisuc_1202	97.7198	54.3508	74.9343	29.4230	54.3679	53.5864	64.5664	63.7984	62.7698	56.2162
Fisuc_1203	57.8604	43.9982	96.5255	72.4259	52.8985	55.3150	101.8364	100.0084	110.9294	86.1982
Fisuc_1204	221.1554	386.9256	276.8758	273.8606	242.4514	254.1032	146.4555	148.8630	141.7732	121.3333
Fisuc_1205	225.0127	219.9912	331.4889	328.1800	271.8394	288.6750	280.8376	329.3379	357.6798	280.6126
Fisuc_1207	257.1574	476.2162	110.4963	119.9554	123.4298	108.9014	85.5636	69.5461	79.0034	105.4054
Fisuc_1208	156.8660	208.3446	154.9488	199.1713	232.1656	250.6460	332.8057	323.0156	368.5022	330.2702
Fisuc_1209	200.5828	349.3977	137.1678	115.4288	160.1649	184.9594	342.7793	389.1130	321.4248	276.3964
Fisuc_1210	3.8574	3.8822	3.8102	0.0000	8.8164	10.3716	23.6219	13.2195	30.3027	28.5766
Fisuc_1211	6.4289	2.5881	5.0803	0.0000	4.4082	6.9144	33.5955	31.0371	45.9951	40.2883
Fisuc_1212	1.2858	6.4703	8.8905	4.5266	5.8776	3.4572	16.2728	12.6447	18.3981	27.6396
Fisuc_1213	43.7168	86.7024	53.3430	92.7957	116.0828	77.7867	132.8073	119.5502	148.2667	131.6396
Fisuc_1215	0.0000	2.5881	1.2701	6.7899	0.0000	3.4572	6.8241	4.5981	4.3290	8.9009
Fisuc_1216	32.1447	49.1745	34.2920	45.2662	51.4291	50.1292	170.6023	133.3445	165.5825	132.1081
Fisuc_1217	86.1477	94.4668	57.1533	52.0561	44.0821	51.8578	150.6549	149.4378	150.4311	138.6667
Fisuc_1218	207.0117	213.5208	175.2700	135.7986	155.7567	145.2018	223.6202	204.6148	200.7552	179.8919
Fisuc_1219	486.0275	509.8619	495.3282	405.1326	423.1879	428.6911	258.7905	340.8331	279.7586	280.6126
Fisuc_1221	192.8680	144.9354	186.7006	226.3310	163.1037	193.6024	71.9154	87.9384	90.9080	79.6396
Fisuc_1222	60.4320	36.2338	48.2628	88.2691	60.2455	81.2439	112.8600	121.8493	102.8126	96.5045
Fisuc_1223	1019.6290	807.4970	1158.3060	1077.3357	1119.6846	1159.8859	593.1710	690.2877	619.5815	525.6216
Fisuc_1224	326.5899	273.0479	322.5984	260.2807	257.1454	269.6605	264.0398	271.2871	260.8195	255.7838
Fisuc_1226	291.8736	345.5155	248.9342	131.2720	233.6350	242.0030	83.4639	93.1112	86.0380	113.3694
Fisuc_1227	153.0086	165.6404	137.1678	92.7957	99.9194	79.5153	86.0885	74.7189	67.6399	66.9910
Fisuc_1228	64.2893	73.7617	49.5328	45.2662	51.4291	48.4006	39.8947	38.5090	35.1727	40.2883
Fisuc_1229	196.7254	203.1683	171.4598	129.0087	148.4096	153.8448	117.5843	104.6065	96.8603	100.2522
Fisuc_1230	361.3061	406.3366	341.6495	212.7512	249.7984	248.9174	192.6493	205.7644	201.8375	159.7477
Fisuc_1231	97.7198	59.5270	86.3649	70.1626	70.5313	72.6009	65.6163	86.2141	71.4277	83.3874
Fisuc_1232	547.7452	584.9177	497.8684	319.1268	274.7782	269.6605	363.2516	388.5383	326.2949	352.7567
Fisuc_1233	95.1482	108.7015	99.0656	88.2691	85.2253	119.2729	140.1563	166.6806	162.8769	127.4234
Fisuc_1234	73.2899	43.9982	81.2846	43.0029	41.1433	38.0290	43.5692	55.7518	49.2418	41.2252
Fisuc_1235	1650.9504	997.7247	1921.6195	1894.3908	1657.4859	1780.4508	706.5559	758.1095	803.0209	756.1080
Fisuc_1236	201.8686	166.9345	203.2116	230.8577	233.6350	219.5313	224.1451	251.1705	234.3046	288.1081
Fisuc_1237	180.0102	75.0558	231.1532	210.4879	199.8387	228.1743	97.6370	104.6065	123.3752	97.4414
Fisuc_1238	48.8599	19.4110	140.9780	108.6389	82.2865	101.9870	144.3558	198.8672	181.8161	150.3784
Fisuc_1239	47.5741	81.5261	49.5328	61.1094	64.6537	39.7576	52.4930	38.5090	43.2895	44.5045
Fisuc_1240	29.5731	24.5872	26.6715	20.3698	17.6328	15.5573	18.8975	25.2895	22.7270	19.6757
Fisuc_1241	56.5746	59.5270	54.6131	65.6360	83.7559	62.2293	72.4403	71.8451	82.7912	89.9459
Fisuc_1242	15.4294	19.4110	15.2409	15.8432	22.0410	15.5573	20.4723	12.6447	15.1513	21.5495
Fisuc_1243	12.8579	28.4694	24.1314	15.8432	30.8575	19.0145	12.0734	18.3923	14.0691	15.9279
Fisuc_1244	142.7224	231.6378	137.1678	135.7986	136.6544	172.8593	98.6869	97.1346	89.2847	88.5405
Fisuc_1245	16.7152	19.4110	27.9416	18.1065	22.0410	19.0145	28.8712	31.0371	35.1727	32.7928
Fisuc_1246	55.2888	34.9398	62.2335	56.5828	42.6127	22.4717	37.7950	37.9342	35.1727	36.0721
Fisuc_1247	131.1503	160.4641	167.6496	169.7483	164.5731	150.3876	129.6577	132.7697	151.5134	131.6396
Fisuc_1248	15.4294	24.5872	31.7518	24.8964	33.7963	29.3861	14.1731	21.8409	20.5625	37.9459
Fisuc_1249	37.2878	16.8229	83.8248	54.3194	54.3679	57.0436	41.9944	52.3032	58.4409	46.8468
Fisuc_1250	347.1625	227.7556	388.6422	280.6505	285.0641	347.4472	397.8970	509.2381	548.6949	471.7477
Fisuc_1251	19.2868	20.7051	35.5620	20.3698	24.9798	22.4717	41.9944	53.4528	66.0165	59.9640
Fisuc_1252	299.5884	285.9885	262.9050	212.7512	223.3492	188.4166	219.4208	225.3062	227.2701	187.8558
Fisuc_1253	105.4345	141.0532	100.3357	58.8461	58.7761	69.1437	146.9804	139.0921	139.0676	115.2432
Fisuc_1254	30.8589	33.6457	33.0219	27.1597	52.8985	24.2003	40.9445	30.4623	35.7139	30.9189
Fisuc_1255	100.2914	51.7626	87.6350	56.5828	61.7149	74.3295	76.6398	84.4898	88.2024	78.7027
Fisuc_1256	1.2858	2.5881	6.3504	2.2633	8.8164	13.8287	9.9737	5.1728	6.4934	9.8378
Fisuc_1257	253.3000	223.8734	323.8685	205.9612	189.5529	203.9740	159.0538	187.3720	187.2272	148.0360
Fisuc_1258	267.4437	153.9938	301.0072	475.2952	477.5558	442.5198	412.0701	400.6083	473.4793	460.0360
Fisuc_1259	727.7554	407.6307	699.8099	758.2090	720.0072	532.4066	495.0091	494.8690	572.5041	502.6666
Fisuc_1260	140.1508	230.3437	170.1897	149.3785	171.9201	238.5458	129.1328	152.8864	128.2453	98.3784
Fisuc_1261	2814.5876	3522.4468	2855.1228	2254.2571	2641.9855	2727.7197	1279.2546	1391.4959	1213.7304	1027.3512
Fisuc_1262	12.8579	12.9407	6.3504	31.6863	20.5716	24.2003	36.7451	26.4390	39.5017	46.3784
Fisuc_1263	28.2873	42.7042	39.3722	83.7425	61.7149	60.5008	71.9154	64.9480	89.8258	78.7027
Fisuc_1264	32.1447	14.2347	48.2628	22.6331	38.2045	32.8433	82.4140	90.2374	91.9903	73.5495
Fisuc_1265	7.7147	6.4703	5.0803	4.5266	4.4082	5.1858	4.1994	4.5981	5.9523	8.9009
Fisuc_1266	9.0005	9.0585	6.3504	2.2633	2.9388	1.7286	2.0997	4.5981	4.8701	7.9640
Fisuc_1268	90.0051	156.5819	71.1241	81.4792	66.1231	81.2439	137.5317	127.0221	134.7387	115.2432
Fisuc_1269	212.1548	419.2773	182.8904	194.6447	214.5327	209.1597	349.6034	286.8056	267.3129	296.5405
Fisuc_1270	1695.9530	2774.4769	1694.2766	1756.3289	1766.2217	1757.9791	1605.7611	1233.4366	1196.9557	1193.6575
Fisuc_1271	1667.6657	2185.6770	1708.2474	1885.3375	1791.2015	1815.0226	1223.0871	1274.8194	1156.3717	1120.5764
Fisuc_1272	1832.2464	2488.4883	2109.5903	1500.5748	2152.6745	2369.9010	1796.3107	1450.1215	1536.7785	2368.5763
Fisuc_1273	644.1793	1057.2517	596.9340	414.1858	401.1469	471.9059	482.4107	508.6633	413.4151	298.8828
Fisuc_1274	1180.3524	2065.3289	918.2623	697.0996	781.7221	758.8523	1167.4445	839.1507	801.9387	638.5224
Fisuc_1275	807.4742	1288.8894	647.7369	749.1557	653.8841	611.9219	675.5850	641.4330	603.8890	618.8468
Fisuc_1276	438.4533	735.0293	388.6422	520.5614	379.1058	397.5764	617.3178	556.9432	583.3265	517.1891
Fisuc_1277	34.7162	34.9398	27.9416	38.4763	26.4492	17.2859	352.7530	260.9414	249.4560	304.0360
Fisuc_1278	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	69.2908	58.6256	55.7353	123.6757
Fisuc_1279	2719.4394	4702.6348	2537.6047	2448.9018	2439.2080	2515.1028	2311.7920	2017.9851	1767.8364	1809.2250
Fisuc_1280	15.4294	47.8804	15.2409	15.8432	17.6328	20.7431	36.7451	27.5885	26.5148	20.1441
Fisuc_1281	46.2883	78.9380	60.9635	22.6331	30.8575	31.1147	57.2174	66.6723	61.1465	45.9099
Fisuc_1282	41.1452	59.5270	52.0730	47.5295	44.0821	32.8433	117.5843	95.4103	102.8126	117.5856
Fisuc_1283	777.9011	295.0470	928.4229	1011.6997	894.8661	943.8118	70.8656	90.8122	99.0248	55.2793
Fisuc_1284	9422.2467	2404.3741	14457.2341	18765.1063	15145.1304	13920.3592	119.1591	174.1525	202.9197	159.2793
Fisuc_1285	144.0081	89.2905	251.4743	500.1916	293.8805	337.0756	98.6869	101.7327	111.4706	145.6937
Fisuc_1286	102.8630	275.6360	64.7737	79.2159	101.3888	105.4442	83.9888	74.7189	58.4409	69.3333
Fisuc_1287	2.5716	0.0000	0.0000	0.0000	2.9388	1.7286	9.4487	6.8971	9.1990	13.1171
Fisuc_1288	86.1477	73.7617	104.1459	129.0087	146.9402	152.1162	288.1866	266.6890	297.6156	212.2162
Fisuc_1289	109.2919	111.2897	95.2554	113.1655	121.9604	86.4296	116.0095	115.5269	117.4229	106.8108
Fisuc_1290	1.2858	1.2941	3.8102	0.0000	2.9388	6.9144	15.2230	14.9438	21.1036	13.1171
Fisuc_1291	20.5726	27.1754	27.9416	36.2130	66.1231	48.4006	51.4431	49.4294	55.7353	59.9640
Fisuc_1292	23.1442	24.5872	33.0219	45.2662	52.8985	98.5298	56.1675	48.2799	46.5363	54.8108
Fisuc_1293	191.5823	174.6989	213.3722	310.0735	343.8402	228.1743	258.2656	227.0305	262.4428	274.0540
Fisuc_1294	379.3071	564.2126	475.0071	443.6088	545.1483	516.8493	2223.0788	2148.4558	2613.6058	1475.2070
Fisuc_1295	330.4472	355.8681	377.2115	470.7686	417.3103	343.9900	1549.0686	1554.1532	1718.0535	1314.0539
Fisuc_1296	315.0178	371.3969	370.8611	694.8363	747.9258	710.4517	1248.8086	906.3978	1240.2452	1064.8287
Fisuc_1297	199.2970	217.4030	312.4378	549.9844	587.7610	496.1062	611.5435	523.6071	655.8365	565.9098
Fisuc_1298	147.8655	156.5819	156.2189	239.9109	205.7163	214.3455	191.5995	193.1196	209.4131	195.8198
Fisuc_1299	51.4315	41.4101	38.1022	79.2159	101.3888	91.6154	131.7574	114.9522	136.9032	127.8919
Fisuc_1301	14.1437	12.9407	24.1314	22.6331	17.6328	13.8287	17.8476	15.5185	13.5280	8.4324
Fisuc_1302	124.7213	109.9956	198.1313	169.7483	296.8193	222.9885	607.8690	500.6166	645.5552	517.6576
Fisuc_1303	52.7173	58.2330	78.7445	174.2749	152.8178	134.8303	210.4970	201.1663	221.8589	178.9549
Fisuc_1304	95.1482	107.4075	146.0583	267.0706	289.4723	242.0030	294.4858	319.5670	352.8097	299.8198
Fisuc_1305	6.4289	9.0585	5.0803	11.3166	24.9798	12.1002	32.5457	32.1866	34.6316	22.4865
Fisuc_1306	68.1467	49.1745	71.1241	101.8490	73.4701	55.3150	71.9154	62.0742	71.4277	76.3604
Fisuc_1307	60.4320	29.7635	35.5620	9.0532	20.5716	19.0145	83.4639	86.2141	50.8652	56.2162
Fisuc_1308	24.4300	56.9389	30.4817	33.9497	73.4701	74.3295	64.0415	72.4199	71.4277	65.1171
Fisuc_1309	9.0005	9.0585	16.5109	6.7899	13.2246	22.4717	10.4986	12.0700	8.6579	16.8649
Fisuc_1310	402.4513	468.4518	560.1019	678.9931	645.0676	701.8087	512.8567	750.6376	637.4384	607.6035
Fisuc_1311	34.7162	29.7635	36.8321	43.0029	23.5104	39.7576	27.8213	24.7147	23.8092	27.1712
Fisuc_1312	5.1431	6.4703	7.6204	0.0000	1.4694	5.1858	2.0997	2.8738	4.8701	6.0901
Fisuc_1313	64.2893	46.5864	77.4744	74.6892	79.3477	84.7011	45.1440	48.8547	53.0297	63.7117
Fisuc_1314	47.5741	25.8813	63.5036	36.2130	30.8575	55.3150	26.2465	36.7847	34.6316	23.8919
Fisuc_1315	50.1457	29.7635	58.4233	52.0561	47.0209	57.0436	45.1440	39.0837	49.2418	42.1622
Fisuc_1316	726.4696	798.4385	549.9413	307.8102	420.2491	459.8057	582.6724	649.4797	535.7080	448.7927
Fisuc_1317	1436.2240	1957.9214	1013.5178	764.9989	728.8236	732.9234	759.5738	759.2590	694.7971	586.9909
Fisuc_1318	156.8660	256.2250	151.1386	61.1094	83.7559	129.6445	151.7048	170.1292	119.0462	128.3603
Fisuc_1319	137.5792	122.9362	151.1386	119.9554	139.5932	134.8303	94.4874	113.2279	97.9426	119.4594
Fisuc_1320	434.5960	421.8654	320.0582	332.7066	217.4716	250.6460	258.2656	257.4928	218.6122	220.1802
Fisuc_1321	245.5853	267.8716	269.2553	258.0174	267.4312	254.1032	212.5967	204.0401	221.3178	239.8558
Fisuc_1322	182.5817	213.5208	172.7298	221.8044	183.6753	210.8883	129.6577	123.5736	122.8341	115.2432
Fisuc_1324	203.1543	183.7573	215.9123	224.0677	283.5947	252.3746	340.6796	323.5903	396.0993	275.4594
Fisuc_1325	74.5756	109.9956	78.7445	83.7425	79.3477	93.3440	100.2616	93.1112	87.6613	93.2252
Fisuc_1326	399.8797	421.8654	358.1604	459.4520	477.5558	464.9915	324.9317	333.3613	362.0087	358.3783
Fisuc_1327	459.0259	82.8202	847.1383	685.7830	590.6998	701.8087	168.5026	297.7261	347.3985	299.8198
Fisuc_1328	495.0280	634.0922	419.1239	328.1800	323.2685	312.8753	424.6684	401.7578	352.2686	307.3153
Fisuc_1329	19.2868	16.8229	15.2409	31.6863	22.0410	31.1147	26.2465	22.9904	20.5625	20.1441
Fisuc_1330	28.2873	46.5864	44.4525	58.8461	66.1231	72.6009	107.0857	112.0784	136.9032	132.1081
Fisuc_1331	70.7183	72.4677	78.7445	76.9526	58.7761	63.9579	71.3905	77.0179	67.6399	68.3964
Fisuc_1332	41.1452	41.4101	48.2628	52.0561	73.4701	77.7867	151.7048	147.1388	168.8292	126.0180
Fisuc_1333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	48.8185	56.3266	51.9474	67.4595
Fisuc_1334	519.4579	556.4483	593.1238	482.0851	479.0252	560.0641	361.6768	367.2721	346.8574	364.4684
Fisuc_1335	5.1431	9.0585	8.8905	9.0532	11.7552	6.9144	8.9238	10.9205	14.6102	11.7117
Fisuc_1336	7.7147	2.5881	11.4307	4.5266	5.8776	1.7286	6.8241	5.7476	5.9523	5.6216
Fisuc_1337	9.0005	9.0585	8.8905	0.0000	10.2858	13.8287	30.4459	28.1633	27.5971	29.9820
Fisuc_1340	5.1431	1.2941	1.2701	11.3166	1.4694	8.6430	8.9238	6.3224	7.5757	8.9009
Fisuc_1341	144.0081	121.6422	177.8101	196.9080	292.4111	184.9594	324.9317	274.7357	355.5153	283.8919
Fisuc_1342	41.1452	53.0567	49.5328	47.5295	45.5515	41.4862	112.3350	91.9617	120.6696	102.5946
Fisuc_1343	70.7183	95.7609	106.6861	97.3223	110.2052	108.9014	277.1631	264.9647	305.7324	186.4504
Fisuc_1344	51.4315	42.7042	69.8540	124.4821	76.4089	69.1437	119.6841	100.0084	132.0331	114.3063
Fisuc_1345	43.7168	32.3516	53.3430	106.3756	85.2253	101.9870	87.1384	91.9617	109.3061	95.0991
Fisuc_1346	240.4422	146.2294	262.9050	468.5052	470.2088	413.1337	288.1866	244.8481	281.9231	312.0000
Fisuc_1347	190.2965	120.3481	266.7152	420.9757	343.8402	369.9189	388.9732	391.9869	451.2934	335.4234
