Name,wildtype-rep1
CPE1739,39
CPE1740,73
CPE1741,53
CPE1742,24
CPE1743,49
CPE1744,59
CPE1745,53
CPE1746,74
CPE1747,19
CPE1748,21
CPE1749,19
CPE1750,48
CPE1751,7
CPE1752,4
CPE1753,30
CPE1754,77
CPE1755,62
CPE1756,86
CPE1757,43
CPE1758,65
CPE1759,374
CPE1760,1
CPE1761,29
CPE1762,6
CPE1763,29
CPE1764,1
CPE1765,335
CPE1766,192
CPE1767,108
CPE1768,2
CPE1769,1
CPE1770,145
CPE1771,116
CPE1772,38
CPE1773,80
CPE1774,73
CPE1775,344
CPE1776,105
CPE1777,67
CPE1778,131
CPE1779,1546
CPE1780,37
CPE1781,0
CPE1782,2
CPE1783,262
CPE1784,258
CPE1785,338
CPE1786,375
CPE1787,5
CPE1788,3
CPE1789,15
CPE1790,13
CPE1791,17
CPE1792,17
CPE1793,7
CPE1794,27
CPE1795,28
CPE1796,11
CPE1797,18
CPE1798,5
CPE1799,0
CPE1800,2
CPE1801,0
CPE1802,4
CPE1803,5
CPE1804,7
CPE1805,14
CPE1806,13
CPE1807,757
CPE1808,5
CPE1809,3
CPE1810,37
CPE1811,6
CPE1812,329
CPE1813,387
CPE1814,1
CPE1815,49
CPE1816,12
CPE1817,35
CPE1818,19
CPE1819,74
CPE1820,23
CPE1821,1
CPE1822,19
CPE1823,71
CPE1824,50
CPE1825,1074
CPE1826,5
CPE1827,6
CPE1828,2
CPE1829,1
CPE1830,0
CPE1831,0
CPE1832,0
CPE1833,2
CPE1834,28
CPE1835,505
CPE1836,1
CPE1837,2
CPE1838,5
CPE1839,0
CPE1840,1
CPE1841,1
CPE1842,1
CPE1843,0
CPE1844,3
CPE1845,106
CPE1846,36
CPE1847,38
CPE1848,31
CPE1849,28
CPE1850,44
CPE1851,407
CPE1852,235
CPE1853,191
CPE1854,271
CPE1855,29
CPE1856,17
CPE1857,28
CPE1858,54
CPE1859,146
CPE1860,80
CPE1861,27
CPE1862,36
CPE1863,80
CPE1864,366
CPE1865,163
CPE1866,63
CPE1867,0
CPE1868,12
CPE1869,27
CPE1870,18
CPE1871,36
CPE1872,22
CPE1873,126
CPE1874,7
CPE1875,58
CPE1876,50
CPE1877,27
CPE1878,21
CPE1879,22
CPE1880,40
CPE1881,65
CPE1882,60
CPE1883,43
CPE1884,141
CPE1885,29
CPE1886,17
CPE1887,17
CPE1888,14
CPE1889,21
CPE1890,16
CPE1891,35
CPE1892,381
CPE1893,415
CPE1894,432
CPE1895,7
CPE1896,7
CPE1897,61
CPE1898,31
CPE1899,14
CPE1900,1
CPE1901,146
CPE1902,123
CPE1903,1
CPE1904,96
CPE1905,98
CPE1906,92
CPE1907,30
CPE1908,24
CPE1909,380
CPE1910,322
CPE1911,3
CPE1912,223
CPE1913,208
CPE1914,67
CPE1915,2
CPE1916,18
CPE1917,24
CPE1918,13
CPE1919,27
CPE1920,6
CPE1921,4
CPE1922,26
CPE1923,23
CPE1924,45
CPE1925,24
CPE1926,14
CPE1927,7
CPE1928,16
CPE1929,187
CPE1930,81
CPE1931,46
CPE1932,63
CPE1933,201
CPE1934,25
CPE1935,32
CPE1936,48
CPE1937,61
CPE1938,205
CPE1939,107
CPE1940,60
CPE1941,214
CPE1942,164
CPE1943,186
CPE1944,223
CPE1945,519
CPE1946,13
CPE1947,31
CPE1948,25
CPE1949,16
CPE1950,46
CPE1951,1326
CPE1952,49
CPE1953,520
CPE1954,45
CPE1955,18
CPE1956,9
CPE1957,4
CPE1958,6
CPE1959,80
CPE1960,314
CPE1961,4
CPE1962,133
CPE1963,111
CPE1964,119
CPE1965,14
CPE1966,24
CPE1967,8
CPE1968,12
CPE1969,16
CPE1970,16
CPE1971,21
CPE1972,76
CPE1973,20
CPE1974,4
CPE1975,5
CPE1976,44
CPE1977,53
CPE1978,6
CPE1979,66
CPE1980,35
CPE1981,27
CPE1982,4
CPE1983,14
CPE1984,18
CPE1985,12
CPE1986,18
CPE1987,11
CPE1988,28
CPE1989,14
CPE1990,7
CPE1991,34
CPE1992,53
CPE1993,35
CPE1994,66
CPE1995,10
CPE1996,0
CPE1997,277
CPE1998,33
CPE1999,46
CPE2000,6
CPE2001,140
CPE2002,54
CPE2003,70
CPE2004,47
CPE2005,54
CPE2006,40
CPE2007,293
CPE2008,122
CPE2009,228
CPE2010,3
CPE2011,407
CPE2012,175
CPE2013,48
CPE2014,55
CPE2015,160
CPE2016,102
CPE2017,51
CPE2018,36
CPE2019,114
CPE2020,104
CPE2021,1
CPE2022,737
CPE2023,571
CPE2024,154
CPE2025,28
CPE2026,24
CPE2027,57
CPE2028,16
CPE2029,19
CPE2030,6
CPE2031,20
CPE2032,66
CPE2033,130
CPE2034,38
CPE2035,202
CPE2036,7
CPE2037,12
CPE2038,109
CPE2039,0
CPE2040,9
CPE2041,2
CPE2042,1067
CPE2043,53
CPE2044,17
CPE2045,0
CPE2046,1
CPE2047,1
CPE2048,65
CPE2049,25
CPE2050,31
CPE2051,12
CPE2052,668
CPE2053,331
CPE2054,2
CPE2055,279
CPE2056,48
CPE2057,1055
CPE2058,95
CPE2059,21
CPE2060,110
CPE2061,1101
CPE2062,87
CPE2063,7
CPE2064,1
CPE2065,11
CPE2066,11
CPE2067,108
CPE2068,92
CPE2069,7
CPE2070,9
CPE2071,594
CPE2072,0
CPE2073,3
CPE2074,119
CPE2075,154
CPE2076,7
CPE2077,5
CPE2078,23
CPE2079,44
CPE2080,14
CPE2081,46
CPE2082,44
CPE2083,43
CPE2084,20
CPE2085,16
CPE2086,27
CPE2087,59
CPE2088,31
CPE2089,77
CPE2090,144
CPE2091,42
CPE2092,72
CPE2093,143
CPE2094,29
CPE2095,5
CPE2096,15
CPE2097,15
CPE2098,8
CPE2099,15
CPE2100,19
CPE2101,7
CPE2102,21
CPE2103,26
CPE2104,4
CPE2105,1
CPE2106,1
CPE2107,8
CPE2108,2
CPE2109,138
CPE2110,260
CPE2111,185
CPE2112,1
CPE2113,2
CPE2114,96
CPE2115,90
CPE2116,30
CPE2117,43
CPE2118,21
CPE2119,2
CPE2120,1
CPE2121,47
CPE2122,64
CPE2123,18
CPE2124,21
CPE2125,27
CPE2126,43
CPE2127,79
CPE2128,805
CPE2129,541
CPE2130,411
CPE2131,12
CPE2132,10
CPE2133,29
CPE2134,0
CPE2135,8
CPE2136,154
CPE2137,104
CPE2138,146
CPE2139,128
CPE2140,103
CPE2141,11
CPE2142,33
CPE2143,274
CPE2144,70
CPE2145,71
CPE2146,50
CPE2147,30
CPE2148,215
CPE2149,117
CPE2150,114
CPE2151,159
CPE2152,189
CPE2153,458
CPE2154,51
CPE2155,26
CPE2156,123
CPE2157,1
CPE2158,391
CPE2159,45
CPE2160,56
CPE2161,39
CPE2162,24
CPE2163,219
CPE2164,21
CPE2165,21
CPE2166,20
CPE2167,38
CPE2168,24
CPE2169,2
CPE2170,88
CPE2171,302
CPE2172,1421
CPE2173,31
CPE2174,26
CPE2175,113
CPE2176,184
CPE2177,60
CPE2178,0
CPE2179,4
CPE2180,60
CPE2181,1
CPE2182,17
CPE2183,6
CPE2184,9
CPE2185,2
CPE2186,191
CPE2187,262
CPE2188,87
CPE2189,335
CPE2190,72
CPE2191,99
CPE2192,118
CPE2193,402
CPE2194,175
CPE2195,1475
CPE2196,125
CPE2197,129
CPE2198,34
CPE2199,148
CPE2200,109
CPE2201,30
CPE2202,105
CPE2203,31
CPE2204,32
CPE2205,994
CPE2206,34
CPE2207,223
CPE2208,92
CPE2209,40
CPE2210,50
CPE2211,8
CPE2212,34
CPE2213,7
CPE2214,0
CPE2215,43
CPE2216,920
CPE2217,0
CPE2218,24
CPE2219,0
CPE2220,2
CPE2221,0
CPE2222,2
CPE2223,0
CPE2224,1
CPE2225,4
CPE2226,1
CPE2227,3
CPE2228,67
CPE2229,90
CPE2230,539
CPE2231,11
CPE2232,19
CPE2233,12
CPE2234,15
CPE2235,36
CPE2236,53
CPE2237,218
CPE2238,120
CPE2239,60
CPE2240,42
CPE2241,34
CPE2242,154
CPE2243,63
CPE2244,25
CPE2245,429
CPE2246,25
CPE2247,40
CPE2248,15
CPE2249,7
CPE2250,17
CPE2251,18
CPE2252,39
CPE2253,26
CPE2254,17
CPE2255,5
CPE2256,8
CPE2257,1
CPE2258,122
CPE2259,30
CPE2260,17
CPE2261,50
CPE2262,24
CPE2263,82
CPE2264,60
CPE2265,104
CPE2266,32
CPE2267,320
CPE2268,112
CPE2269,130
CPE2270,82
CPE2271,147
CPE2272,94
CPE2273,523
CPE2274,8
CPE2275,167
CPE2276,120
CPE2277,70
CPE2278,8
CPE2279,17
CPE2280,7
CPE2281,3
CPE2282,6
CPE2283,5
CPE2284,329
CPE2285,15
CPE2286,11
CPE2287,11
CPE2288,10
CPE2289,131
CPE2290,101
CPE2291,0
CPE2292,18
CPE2293,130
CPE2294,57
CPE2295,353
CPE2296,58
CPE2297,783
CPE2298,353
CPE2299,171
CPE2300,167
CPE2301,228
CPE2302,35
CPE2303,68
CPE2304,82
CPE2305,115
CPE2306,75
CPE2307,183
CPE2308,5
CPE2309,16
CPE2310,43
CPE2311,3
CPE2312,30
CPE2313,44
CPE2314,21
CPE2315,151
CPE2316,93
CPE2317,99
CPE2318,30
CPE2319,288
CPE2320,55
CPE2321,12
CPE2322,316
CPE2323,175
CPE2324,51
CPE2325,12
CPE2326,40
CPE2327,253
CPE2328,0
CPE2329,112
CPE2330,81
CPE2331,65
CPE2332,38
CPE2333,28
CPE2334,47
CPE2335,43
CPE2336,36
CPE2337,107
CPE2338,55
CPE2339,171
CPE2340,95
CPE2341,251
CPE2342,134
CPE2343,634
CPE2344,140
CPE2345,172
CPE2346,251
CPE2347,226
CPE2348,168
CPE2349,77
CPE2350,84
CPE2351,190
CPE2352,2
CPE2353,6
CPE2354,313
CPE2355,153
CPE2356,12
CPE2357,160
CPE2358,9
CPE2359,460
CPE2360,35
CPE2361,74
CPE2362,755
CPE2363,35
CPE2364,35
CPE2365,77
CPE2366,0
CPE2367,1
CPE2368,42
CPE2369,608
CPE2370,478
CPE2371,5
CPE2372,62
CPE2373,38
CPE2374,27
CPE2375,452
CPE2376,695
CPE2377,148
CPE2378,105
CPE2379,85
CPE2380,46
CPE2381,49
CPE2382,37
CPE2383,72
CPE2384,74
CPE2385,279
CPE2386,198
CPE2387,44
CPE2388,84
CPE2389,69
CPE2390,56
CPE2391,95
CPE2392,61
CPE2393,89
CPE2394,47
CPE2395,56
CPE2396,29
CPE2397,37
CPE2398,46
CPE2399,78
CPE2400,61
CPE2401,56
CPE2402,156
CPE2403,63
CPE2404,123
CPE2405,150
CPE2406,146
CPE2407,1703
CPE2408,146
CPE2409,377
CPE2410,346
CPE2411,18
CPE2412,68
CPE2413,209
CPE2414,472
CPE2415,502
CPE2416,383
CPE2417,133
CPE2418,146
CPE2419,89
CPE2420,94
CPE2421,1915
CPE2422,52
CPE2423,75
CPE2424,40
CPE2425,32
CPE2426,28
CPE2427,70
CPE2428,32
CPE2429,110
CPE2430,168
CPE2431,198
CPE2432,337
CPE2433,59
CPE2434,61
CPE2435,43
CPE2436,1
CPE2437,1665
CPE2438,545
CPE2439,72
CPE2440,219
CPE2441,24
CPE2442,9
CPE2443,5
CPE2444,9
CPE2445,2
CPE2446,9
CPE2447,3568
CPE2448,122
CPE2449,74
CPE2450,162
CPE2451,0
CPE2452,5
CPE2453,22
CPE2454,8
CPE2455,0
CPE2456,166
CPE2457,46
CPE2458,5
CPE2459,94
CPE2460,83
CPE2461,31
CPE2462,26
CPE2463,21
CPE2464,87
CPE2465,189
CPE2466,121
CPE2467,12
CPE2468,33
CPE2469,51
CPE2470,334
CPE2471,43
CPE2472,45
CPE2473,35
CPE2474,242
CPE2475,205
CPE2476,1
CPE2477,3
CPE2478,112
CPE2479,914
CPE2480,24
CPE2481,4
CPE2482,1
CPE2483,450
CPE2484,47
CPE2485,28
CPE2486,231
CPE2487,414
CPE2488,264
CPE2489,198
CPE2490,81
CPE2491,1418
CPE2492,34
CPE2493,157
CPE2494,402
CPE2495,347
CPE2496,861
CPE2497,122
CPE2498,40
CPE2499,3
CPE2500,62
CPE2501,203
CPE2502,136
CPE2503,27
CPE2504,4
CPE2505,4
CPE2506,106
CPE2507,207
CPE2508,3
CPE2509,163
CPE2510,119
CPE2511,14
CPE2512,104
CPE2513,63
CPE2514,50
CPE2515,4
CPE2516,16
CPE2517,42
CPE2518,20
CPE2519,62
CPE2520,59
CPE2521,45
CPE2522,23
CPE2523,8
CPE2524,28
CPE2525,27
CPE2526,15
CPE2527,19
CPE2528,84
CPE2529,591
CPE2530,218
CPE2531,622
CPE2532,2
CPE2533,2
CPE2534,211
CPE2535,37
CPE2536,52
CPE2537,11
CPE2538,11
CPE2539,315
CPE2540,52
CPE2541,55
CPE2542,4546
CPE2543,40
CPE2544,40
CPE2545,3
CPE2546,2
CPE2547,3
CPE2548,33
CPE2549,14
CPE2550,22
CPE2551,18
CPE2552,78
CPE2553,80
CPE2554,117
CPE2555,47
CPE2556,12
CPE2557,25
CPE2558,3
CPE2559,3
CPE2560,11
CPE2561,4
CPE2562,0
CPE2563,3
CPE2564,85
CPE2565,54
CPE2566,118
CPE2567,35
CPE2568,43
CPE2569,161
CPE2570,11
CPE2571,42
CPE2572,7
CPE2573,3
CPE2574,2
CPE2575,1
CPE2576,2
CPE2577,3
CPE2578,6
CPE2579,13
CPE2580,1
CPE2581,2
CPE2582,700
CPE2583,14
CPE2584,3
CPE2585,4
CPE2586,4
CPE2587,19
CPE2588,10
CPE2589,43
CPE2590,20
CPE2591,13
CPE2592,119
CPE2593,216
CPE2594,10
CPE2595,42
CPE2596,6
CPE2597,18
CPE2598,14
CPE2599,5180
CPE2600,14
CPE2601,39
CPE2602,62
CPE2603,197
CPE2604,21
CPE2605,35
CPE2606,58
CPE2607,113
CPE2608,65
CPE2609,1
CPE2610,3
CPE2611,2
CPE2612,49
CPE2613,54
CPE2614,8
CPE2615,25
CPE2616,48
CPE2617,23
CPE2618,4857
CPE2619,527
CPE2620,11
CPE2621,29
CPE2622,101
CPE2623,54
CPE2624,117
CPE2625,38
CPE2626,34
CPE2627,65
CPE2628,1
CPE2629,3
CPE2630,7
CPE2631,4
CPE2632,10
CPE2633,35
CPE2634,34
CPE2635,75
CPE2636,25
CPE2637,59
CPE2638,46
CPE2639,37
CPE2640,362
CPE2641,980
CPE2642,480
CPE2643,8
CPE2644,25
CPE2645,7
CPE2646,76
CPE2647,107
CPE2648,11
CPE2649,1
CPE2650,36
CPE2651,34
CPE2652,30
CPE2653,19
CPE2654,68
CPE2655,40
CPE2656,131
CPE2657,99
CPE2658,44
CPE2659,45
CPE2660,2030
PCP01,19
PCP02,27
PCP03,15
PCP04,0
PCP05,0
PCP06,2
PCP07,76
PCP08,56
PCP09,885
PCP10,0
PCP11,0
PCP12,66
PCP13,75
PCP14,13
PCP15,14
PCP16,107
PCP17,2099
PCP18,18
PCP19,40
PCP20,0
PCP21,0
PCP22,2
PCP23,0
PCP24,0
PCP25,2
PCP26,6
PCP27,380
PCP28,36
PCP29,789
PCP30,79
PCP31,71
PCP32,44
PCP33,38
PCP34,12
PCP35,29
PCP36,14
PCP37,2
PCP38,20
PCP39,32
PCP40,0
PCP41,1
PCP42,4
PCP43,8
PCP44,6
PCP45,24
PCP46,37
PCP47,25
PCP48,3
PCP49,6
PCP50,25
PCP51,24
PCP52,5
PCP53,49
PCP54,202
PCP55,141
PCP56,1
PCP57,211
PCP58,2
PCP59,9240
PCP60,25
PCP61,88
PCP62,6
PCP63,11
