Feature ID,UK
SEN0829,420
SEN0830,133
SEN0831,882
SEN0840,1330
SEN0853A,320
SEN0853B,187
SEN0854,1910
SEN0855,296
SEN0856,385
SEN0875,401
SEN0876,1154
SEN0893,1803
SEN0905,905
SEN0906,251
SEN0907,209
SEN0908A,71
SEN0909,90
SEN0910,106
SEN0912,193
SEN0912A,298
SEN0913,94
SEN0914,23
SEN0916A,231
SEN0917,476
SEN0918,223
SEN0920,2445
SEN0921,169
SEN0925,785
SEN0943,1586
SEN0946,159
SEN0947,751
SEN0957,2362
SEN0961,981
SEN0973,535
SEN0974,666
SEN0986,578
SEN0988,3090
SEN0989,6142
SEN0990,524
SEN0991,956
SEN0992,490
SEN0993,479
SEN0994,1373
SEN0995,642
SEN0996,374
SEN0998,58
SEN0999,81
SEN1000,142
SEN1001,341
SEN1002,245
SEN1003,77
SEN1004,198
SEN1005,162
SEN1006,61
SEN1007,53
SEN1008,294
SEN1009,472
SEN1010,436
SEN1011,377
SEN1013,359
SEN1013A,15
SEN1013B,54
SEN1016,387
SEN1022,9953
SEN1023,1488
SEN1026,1261
SEN1041A,166
SEN1063,617
SEN1065,2767
SEN1066,2833
SEN1071,317
SEN1072,187
SEN1084,38853
SEN1092,580
SEN1093,571
SEN1107,123
SEN1126,2731
SEN1129,3455
SEN1130,909
SEN1131,1099
SEN1132,37
SEN1133,23752
SEN1134,1637
SEN1135,262
SEN1136,819
SEN1137,85
SEN1138,14
SEN1139,286
SEN1140,9417
SEN1141,0
SEN1142,365
SEN1143,502
SEN1144,34
SEN1145,78
SEN1146,44
SEN1147,201
SEN1148,380
SEN1150,351
SEN1151,52
SEN1152,712
SEN1154,71
SEN1155,9746
SEN1156,4
SEN1157,140
SEN1158,146
SEN1160,63
SEN1161,25
SEN1162,9
SEN1163,66
SEN1164,499
SEN1165,155
SEN1171,8
SEN1171A,2401
SEN1171B,57
SEN1172,363
SEN1173,171
SEN1174A,82
SEN1176,469
SEN1177,866
SEN1178,220
SEN1179,521
SEN1180,789
SEN1181,201
SEN1183,390
SEN1186,6182
SEN1188,4091
SEN1193,4173
SEN1194,1544
SEN1196,341
SEN1198,1566
SEN1201,1537
SEN1204,241
SEN1210,1255
SEN1227,1125
SEN1228,15211
SEN1229,1567
SEN1242,8742
SEN1244,572
SEN1245,490
SEN1249,293
SEN1250,950
SEN1251,572
SEN1253,287
SEN1254,216
SEN1279,3264
SEN1294,869
SEN1301,1612
SEN1303,8076
SEN1335,703
SEN1336,973
SEN1355,739
SEN1356,607
SEN1357,1244
SEN1358,54
SEN1359,90
SEN1360,697
SEN1360A,16688
SEN1361,78
SEN1362,106
SEN1363,272
SEN1364,142
SEN1365,371
SEN1365A,695
SEN1366,179
SEN1367,631
SEN1374,620
SEN1378,58
SEN1379,77
SEN1380,20
SEN1382,984
SEN1383,3353
SEN1384,142
SEN1385,2129
SEN1386,3022
SEN1387,76128
SEN1388,200
SEN1389,96
SEN1390,49
SEN1391,166
SEN1392,454
SEN1393,13
SEN1394,12
SEN1395,16
SEN1396,4
SEN1396A,0
SEN1398,346
SEN1399,1759
SEN1402,184
SEN1403,141
SEN1409,1071
SEN1410,366
SEN1414,1347
SEN1415,612
SEN1417,182
SEN1418,264
SEN1419,273
SEN1420,325
SEN1421,166
SEN1423,258
SEN1423A,908
SEN1424,71
SEN1425,879
SEN1428,9813
SEN1429,1327
SEN1431,156
SEN1432,1763
SEN1433,106
SEN1434,204
SEN1435,181
SEN1436,350
SEN1437,1110
SEN1438,1620
SEN1439,387
SEN1440,250
SEN1441,1477
SEN1442,3852
SEN1443,1579
SEN1444,1264
SEN1449,4781
SEN1450,314
SEN1469,964
SEN1470,60
SEN1472,20525
SEN1480,178
SEN1482,987
SEN1494,603
SEN1495,2562
SEN1496,3798
SEN1497,8649
SEN1498,766
SEN1499,1138
SEN1500,736
SEN1501,340
SEN1502,48
SEN1503,107
SEN1504,2849
SEN1505,433
SEN1506,218
SEN1507,559
SEN1509,153
SEN1510,446
SEN1511,1616
SEN1512,1094
SEN1517,101
SEN1520,387
SEN1521,106
SEN1522,240
SEN1523,177
SEN1524,782
SEN1538,6595
SEN1543A,1166
SEN1556,684
SEN1557,1302
SEN1558,749
SEN1559,2398
SEN1560,399
SEN1564A,154
SEN1565,756
SEN1576,137
SEN1606,918
SEN1635,171
SEN1677,873
SEN1679,380
SEN1713,792
SEN1715,1634
SEN1719,8959
SEN1726,900
SEN1734,593
SEN1742,1479
SEN1743,2771
SEN1751,551
SEN1752,2276
SEN1753,463
SEN1754,806
SEN1755,745
SEN1756,562
SEN1757,373
SEN1758,432
SEN1759,171
SEN1764,501
SEN1765,648
SEN1775,569
SEN1778,170
SEN1779,837
SEN1783,258
SEN1785,6796
SEN1786,1377
SEN1787,1755
SEN1789,546
SEN1790,604
SEN1791,1244
SEN1792,205
SEN1793,392
SEN1794,196
SEN1795,300
SEN1796,570
SEN1797,1295
SEN1798,830
SEN1799,916
SEN1800,220022
SEN1801,1809
SEN1802,13735
SEN1805,292
SEN1809,190
SEN1810,3826
SEN1813,344
SEN1821,3036
SEN1828,1153
SEN1840,2852
SEN1861,3999
SEN1890,85
SEN1901,557
SEN1914,2260
SEN1915,596
SEN1916,438
SEN1917,250
SEN1918,31
SEN1919,110
SEN1919A,985
SEN1920,324
SEN1921,310
SEN1922,666
SEN1923,152
SEN1924,262
SEN1925,38
SEN1926,152
SEN1927,339
SEN1928,300
SEN1929,545
SEN1930,187
SEN1931,258
SEN1932,306
SEN1932A,19
SEN1933,45
SEN1934,37
SEN1935,29
SEN1935A,28
SEN1936,213
SEN1937,103
SEN1938,270
SEN1939,276
SEN1940,31
SEN1941,44
SEN1942,46
SEN1943,81
SEN1944,130
SEN1945,8922
SEN1946,24239
SEN1947,609
SEN1948,328
SEN1949,227
SEN1949A,75
SEN1950,203
SEN1951,131
SEN1952,151
SEN1953,850
SEN1954,450
SEN1955,10543
SEN1957,3304
SEN1957A,439
SEN1959,611
SEN1960,210
SEN1961,214
SEN1962,207
SEN1963,219
SEN1964,618
SEN1965,408
SEN1965A,133
SEN1966,1451
SEN1968,116
SEN1970,1750
SEN1971,4726
SEN1972,330
SEN1974,169
SEN1975,548
SEN1976,2196
SEN1978,20
SEN1979,89
SEN1980,804
SEN1981,745
SEN1981A,46
SEN1982,46
SEN1983,27
SEN1984,22
SEN1985,2535
SEN1986,1463
SEN1987,56
SEN1988,15
SEN1989,8
SEN1990,205
SEN1991,306
SEN1992,97
SEN1993,2758
SEN1994,2071
SEN1995,7793
SEN1996,51
SEN1997,25
SEN1998,30
SEN1999,1325
SEN2001,15
SEN2002,0
SEN2003,6
SEN2004,398
SEN2005,522
SEN2005A,4
SEN2005B,47
SEN2008,4457
SEN2008A,3251
SEN2122,402
SEN2128,256
SEN2129,31
SEN2130,515
SEN2133,1019
SEN2134,133
SEN2135,13
SEN2144,485
SEN2150,505
SEN2155,163
SEN2168,217
SEN2169,145
SEN2170,275
SEN2171,136
SEN2172,67
SEN2173,322
SEN2179,2488
SEN2188,369
SEN2189,291
SEN2190,133
SEN2191,203
SEN2201,652
SEN2202,9
SEN2203,312
SEN2204,463
SEN2218,3073
SEN2225,54
SEN2226,140
SEN2227,171
SEN2228,544
SEN2232,73
SEN2234,7
SEN2235,36
SEN2236,10
SEN2237,49
SEN2255,902
SEN2256,191
SEN2257,642
SEN2262,278
SEN2263,631
SEN2269,362
SEN2270,145
SEN2271,253
SEN2275,1008
SEN2282,225
SEN2284,173
SEN2285,2433
SEN2296,18132
SEN2311,137
SEN2314,626
SEN2318,952
SEN2322,796
SEN2323,414
SEN2325,188
SEN2326,347
SEN2327,1393
SEN2328,1180
SEN2339,1416
SEN2340,597
SEN2341,367
SEN2342,245
SEN2343,3886
SEN2354,365
SEN2355,97
SEN2356,13
SEN2357,27
SEN2358,203
SEN2359,789
SEN2375A,138
SEN2375B,144
SEN2380,233
SEN2380A,213
SEN2386,1859
SEN2390,583
SEN2391,997
SEN2392,1268
SEN2407,160
SEN2415,21
SEN2420,1363
SEN2427,3343
SEN2428,391
SEN2430,756
SEN2433,142
SEN2454,572
SEN2457,773
SEN2463,2204
SEN2465,1623
SEN2471,335
SEN2472,42
SEN2473,633
SEN2475,1078
SEN2484,1482
SEN2485,7517
SEN2488,909
SEN2489,718
SEN2507,121
SEN2508,138
SEN2509,263
SEN2510,1486
SEN2512,2812
SEN2514,480
SEN2525,1959
SEN2527,926
SEN2531,151
SEN2532,224
SEN2550,794
SEN2553,304
SEN2554,141
SEN2555,684
SEN2582,1980
SEN2589,1481
SEN2601,1189
SEN2609,2792
SEN2610,397
SEN2611,171
SEN2612,509
SEN2613,1377
SEN2614,8207
SEN2616,4
SEN2624,7334
SEN2630,71
SEN2631,13
SEN2632,578
SEN2633,419
SEN2641,83
SEN2644,17203
SEN2647,649
SEN2648,100
SEN2649,11
SEN2657,192
SEN2661,388
SEN2681,944
SEN2685,171
SEN2710,2591
SEN2712,2292
SEN2742,75
SEN2743,3661
SEN2744,4318
SEN2746,122
SEN2746A,182
SEN2747,303
SEN2749,20
SEN2750,261
SEN2751,265
SEN2752,388
SEN2753,173
SEN2759,396
SEN2760,25
SEN2761,116
SEN2762,148
SEN2777,409
SEN2779,310
SEN2781,978
SEN2782,586
SEN2789,1758
SEN2794,68
SEN2795,246
SEN2796,32
SEN2797,24
SEN2798,41
SEN2799,17
SEN2800,175
SEN2804,512
SEN2808,741
SEN2819A,789
SEN2830,2084
SEN2855,748
SEN2863,457
SEN2864,974
SEN2865,1808
SEN2868,329
SEN2869,71
SEN2870,301
SEN2874,862
SEN2875,199
SEN2876,2199
SEN2877,12107
SEN2878,15826
SEN2879,591
SEN2880,5344
SEN2881,1694
SEN2895,614
SEN2914,119
SEN2915,217
SEN2916,209
SEN2917,269
SEN2918,115
SEN2922,330
SEN2923,229
SEN2924,236
SEN2925,550
SEN2926,359
SEN2928,4704
SEN2929,121
SEN2935,78
SEN2941,111
SEN2960,310
SEN2961,1737
SEN2962,665
SEN2963,814
SEN2964,375
SEN2965,2624
SEN2966,558
SEN2967,241
SEN2968,292
SEN2969,653
SEN2970,269
SEN2971,464
SEN2972,1366
SEN2974,592
SEN2975,6116
SEN2976,8603
SEN2977,1248
SEN2978,1173
SEN2979,241
SEN2980,1414
SEN2981,33391
SEN2984,166
SEN2985,482
SEN2995,1841
SEN2997,3970
SEN2998,1033
SEN2999,1168
SEN3003,573
SEN3009,97
SEN3010,637
SEN3012,334
SEN3013,143
SEN3018,188
SEN3034,675
SEN3035,445
SEN3036,418
SEN3040,142
SEN3058,12042
SEN3092,374
SEN3093,267
SEN3094,319
SEN3095,509
SEN3096,121
SEN3097,2043
SEN3112,123
SEN3113,55
SEN3125,5131
SEN3135,1768
SEN3167,830
SEN3176,4145
SEN3183,128
SEN3184,28
SEN3185,23
SEN3186,3
SEN3187,62
SEN3188,61
SEN3189,39
SEN3190,1919
SEN3191,1741
SEN3195,3493
SEN3211,1287
SEN3212,1698
SEN3222,745
SEN3239,3110
SEN3273,20622
SEN3288,3714
SEN3334,336
SEN3342,3462
SEN3343,7266
SEN3346,61
SEN3352,347
SEN3353,932
SEN3354A,174
SEN3355,596
SEN3356,729
SEN3357,3269
SEN3370,1455
SEN3371,1043
SEN3372,443
SEN3373,832
SEN3381,271
SEN3389,58
SEN3403,1204
SEN3418,750
SEN3421,2329
SEN3422,3128
SEN3423,6849
SEN3424,18916
SEN3425,1312
SEN3427,2500
SEN3428,66
SEN3447A,76
SEN3448,202
SEN3455,333
SEN3456,111
SEN3457,28
SEN3473,812
SEN3474,2253
SEN3475,1543
SEN3476,225
SEN3476A,40
SEN3476B,31
SEN3479,1647
SEN3492,56
SEN3500,328
SEN3501,333
SEN3503,995
SEN3510,1230
SEN3512,68
SEN3513,4354
SEN3518,254
SEN3519,179
SEN3520,1028
SEN3558,298
SEN3559,382
SEN3572,416
SEN3573,2148
SEN3577A,45
SEN3578,19
SEN3588,1122
SEN3589,124
SEN3590,203
SEN3591,443
SEN3592,208
SEN3593,282
SEN3594,85
SEN3595,1792
SEN3596,3391
SEN3597,2586
SEN3599,2299
SEN3600,2557
SEN3607,299
SEN3608,610
SEN3609,1950
SEN3610,640
SEN3614,136
SEN3616,300
SEN3628,37
SEN3629,23
SEN3631,23
SEN3633,35
SEN3636,1855
SEN3645,76
SEN3649,229
SEN3650,338
SEN3651,2594
SEN3658,464
SEN3672,550
SEN3673,39
SEN3674,313
SEN3677,498
SEN3712,1627
SEN3713,1660
SEN3717,13
SEN3728,159
SEN3732,390
SEN3742,413
SEN3742A,521
SEN3761,492
SEN3775,1279
SEN3797,344
SEN3798,137
SEN3799,153
SEN3800,2225
SEN3801,356
SEN3802,247
SEN3818,3466
SEN3819,4522
SEN3820,220
SEN3821,1102
SEN3822,795
SEN3828,3218
SEN3831,39
SEN3832,52
SEN3833,230
SEN3835,2284
SEN3842,135
SEN3843,175
SEN3844,27
SEN3847,202
SEN3855,433
SEN3856,83
SEN3857,462
SEN3858,1351
SEN3859,192
SEN3860,173
SEN3861,4128
SEN3870,26326
SEN3887,334
SEN3888,571
SEN3892,266
SEN3893,463
SEN3894,884
SEN3895,403
SEN3896,58
SEN3897,38
SEN3898,107
SEN3939,130
SEN3940,110
SEN3941,1375
SEN3943,106
SEN3947,10
SEN3968,44
SEN3974,79
SEN3975,1321
SEN3978,1246
SEN3979,194
SEN3980,126
SEN3981,194
SEN3982,131
SEN3984,60
SEN3985,151
SEN4008,177
SEN4011,1329
SEN4021,214
SEN4022,176
SEN4026,100
SEN4027,336
SEN4028,410
SEN4029,481
SEN4030,22888
SEN4032,1235
SEN4037,4545
SEN4040,1140
SEN4041,70
SEN4042,26
SEN4046,457
SEN4051,183
SEN4052,354
SEN4074,685
SEN4080,215
SEN4081,235
SEN4082,399
SEN4084,121
SEN4085,404
SEN4086,2771
SEN4087,642
SEN4088,380
SEN4089,460
SEN4091,30
SEN4105,129
SEN4121,696
SEN4138,83
SEN4156,215
SEN4165,374
SEN4166,1338
SEN4181,392
SEN4182,150
SEN4189,84
SEN4190,65
SEN4191,62
SEN4192,76
SEN4193,110
SEN4194,113
SEN4195,134
SEN4196,109
SEN4198,805
SEN4199,1401
SEN4200,1586
SEN4203,220
SEN4208,2070
SEN4213,510
SEN4214,270
SEN4216,180
SEN4217,138
SEN4218,764
SEN4239A,1041
SEN4240,1367
SEN4241,3394
SEN4242,4967
SEN4243,5535
SEN4243A,141
SEN4244,274
SEN4246,275
SEN4247,39385
SEN4248,86
SEN4249,989
SEN4250,160
SEN4251,517
SEN4252,200
SEN4253,139
SEN4254,121
SEN4255,302
SEN4259,637
SEN4262,499
SEN4263,118
SEN4264,1167
SEN4265,1745
SEN4266,1339
SEN4269,11
SEN4270,2447
SEN4271,3050
SEN4279,1148
SEN4280,3577
SEN4281,122
SEN4283,1564
SEN4289,217
SEN4290,1242
SEN4291,515
SEN4292,3041
SEN4293,2942
SEN4294,1158
SEN4299,6075
SEN4300,4804
SEN4301,3123
SEN4302,2096
SEN4303,3305
SEN4304,2668
SEN4305,5788
SEN4310,472
SEN4314,618
SEN4316,1437
SEN4317,128
SEN4331A,190
SEN4351,185
SEN4352,1635
SEN4353,419
SEN_r001,4368
SEN_r002,51802
SEN_r003,4086
SEN_r004,4101
SEN_r005,42
SEN_r006,22545
SEN_r007,74439
SEN_r008,1945
SEN_r009,122
SEN_r010,22820
SEN_r011,662819
SEN_r012,426192
SEN_r013,4104
SEN_r014,22728
SEN_r015,49
SEN_r016,3800
SEN_r017,22789
SEN_r018,944970
SEN_r019,1985
SEN_r020,22627
SEN_r021,95
SEN_r022,2019
SEN_t001,1260
SEN_t002,46
SEN_t003,45
SEN_t004,49
SEN_t005,72
SEN_t006,31
SEN_t007,75
SEN_t008,83
SEN_t009,139
SEN_t010,111
SEN_t011,121
SEN_t012,182
SEN_t013,134
SEN_t014,136
SEN_t015,205
SEN_t016,131
SEN_t017,130
SEN_t018,157
SEN_t019,25
SEN_t020,17
SEN_t021,207
SEN_t022,103
SEN_t023,17
SEN_t024,79
SEN_t025,102
SEN_t026,44
SEN_t027,34
SEN_t028,9
SEN_t029,42
SEN_t030,23
SEN_t031,542
SEN_t032,49
SEN_t033,42
SEN_t034,58
SEN_t035,64
SEN_t036,56
SEN_t037,32
SEN_t038,121
SEN_t039,124
SEN_t040,219
SEN_t041,220
SEN_t042,238
SEN_t043,140
SEN_t044,59
SEN_t045,46
SEN_t046,49
SEN_t047,57
SEN_t048,196
SEN_t049,41
SEN_t050,46
SEN_t051,174
SEN_t052,11
SEN_t053,1
SEN_t054,40
SEN_t055,107
SEN_t056,86
SEN_t057,39
SEN_t058,11
SEN_t059,4
SEN_t060,9
SEN_t061,42
SEN_t062,43
SEN_t063,30
SEN_t064,202
SEN_t065,121
SEN_t066,414
SEN_t067,3
SEN_t068,1285
SEN_t069,42
SEN_t070,1172
SEN_t071,41
SEN_t072,140
SEN_t073,171
SEN_t074,125
SEN_t075,147
SEN_t076,39
SEN_t077,21
SEN_t078,220
SEN_t079,234
SEN_t080,221
SEN_t081,72
SEN_t082,455
SEN_t083,419
SEN_t084,403
seqA,3606
serA,1724
serB,295
serC,1827
serS,12762
setB,346
sfbA,369
sfbB,188
sfbC,282
sfcA,4154
sfsA,3852
sgaB,224
sgaE,226
sgaU,377
sgbE,38
sgbH,14
sgbU,11
shdA,951
sicA,7251
sicP,4146
sifA,904
sifB,283
sinH,183
sinI,441
sinR,1724
sipA,17947
sipB,20833
sipC,28531
sipD,6927
sirC,372
sitA,346
sitB,196
sitC,112
sitD,505
sixA,2775
slmA,523
slp,402
slpA,660
slrB,67
slrP,6322
slsA,564
slt,1522
slyA,5706
slyB,12984
slyD,4052
slyX,439
smf,3340
smg,19855
smp,137
smpA,3584
smpB,3362
smtA,747
smvA,306
sodA,388
sodB,49728
sodC (NC_011294 1237762..1238296),13542
sodC (NC_011294 1712662..1713184),2929
sohB,1298
solA,737
sopA,1308
sopB,11196
sopD,861
sopE2,2387
soxR,201
soxS,505
spaO,2155
spaP,2062
spaQ,430
spaR,914
spaS,875
speA,4609
speB,749
speC,432
speD,923
speE,721
speF,3888
speG,5742
spoT,5007
spoU,849
sppA,625
spr,12089
sprB,621
sptP,13374
spy,1264
srfA,778
srfB,1241
srfC,1041
srlA,151
srlD,316
srlE,150
srlR,2912
srmB,1597
ssaB,77
ssaC,333
ssaD,331
ssaE,83
ssaG,40
ssaH,69
ssaI,70
ssaJ,230
ssaK,312
ssaL,596
ssaM,142
ssaN,653
ssaO,171
ssaP,275
ssaQ,1095
ssaR,295
ssaS,56
ssaT,143
ssaU,354
ssaV,694
ssb,4293
sscA,373
sscB,109
sseA (NC_011294 1745307..1745634),272
sseA (NC_011294 2673737..2674580),1196
sseB (NC_011294 1744710..1745301),709
sseB (NC_011294 2676062..2676848),516
sseC,2009
sseD,210
sseE,169
sseF,186
sseG,234
sseI,624
sseJ,128
sspA,9661
sspB,1320
sspH2,708
ssrA,1495
ssrB,1268
stbA,31
stbB,88
stbC,604
stbD,248
stbE,120
stdA,115
stdB,60
stdC,19
stfA,21
stfC,462
stfD,61
stfE,30
stfF,81
stfG,36
sthA,339
sthB,927
sthD,166
sthE,346
stiA,119
stiB,75
stiC,103
stiH,355
stpA,3240
sucA,49969
sucB,15070
sucC,13231
sucD,6468
sufA,5069
sufB,16449
sufC,6521
sufD,8824
sufI,357
sufS,3707
sugE,556
suhB,2052
sulA,2871
sun,1330
surA,4574
surE,848
syd,1138
tag,2239
talA,4565
talB,7147
talC,1117
tas,2086
tatA,6786
tatB,3001
tatC,3108
tatE,2380
tbpA,285
tcp,24247
tctD,384
tctE,825
tdcA,3833
tdcB,2806
tdcC,2211
tdcD,490
tdcE,541
tdcG,336
tdh,2926
tdk,1372
tehA,870
tehB,3146
tesA,1294
tesB,826
tgt,2463
thiC,363
thiD,104
thiE,25
thiF,22
thiG,21
thiH,148
thiI,6813
thiJ,348
thiK,632
thiL,1323
thiM,52
thiP,101
thiQ,146
thrA,647
thrB,1073
thrC,1797
thrL,218
thrS,33731
thyA,1295
tig,12200
tilS,402
tktA,3070
tktB,5557
tldD,1650
tmk,654
tnpA_5,1617
tolA,625
tolB,6398
tolC,19197
tolQ,1230
tolR,870
tonB,313
topA,4673
topB,1020
torA,1521
torC,1275
torD,391
torR,556
torS,2129
torT,891
tpiA,5615
tppB,11529
tpx,7200
tqsA,945
treA,9810
treB,6562
treC,5224
treF,2325
treR,238
trg,12863
trkA,1992
trkD,3577
trkH,2077
trmA,953
trmB,4667
trmD,7498
trmE,255
trpA,127
trpB,261
trpC,270
trpD,104
trpE,63
trpH,1313
trpR,239
trpS,4534
trpS2,630
truA,403
truB,985
truD,1392
trxA,11685
trxB,1725
trxC,720
tsf,8495
tsr,25744
tsx,6952
ttdA,181
ttrA,398
ttrB,127
ttrC,169
ttrR,894
ttrS,3412
tufA,17404
tus,1481
typA,6280
tyrA,537
tyrB,321
tyrP,460
tyrR,4130
tyrS,4486
ubiA,2550
ubiB,6121
ubiC,1922
ubiE,8450
ubiF,1108
ubiG,1393
ubiH,790
ubiX,281
ucpA,12601
udg,1237
udhA,10868
udk,1564
udp,2518
ugpA,921
ugpB,17391
ugpC,792
ugpE,1004
ugpQ,972
ugtL,793
uhpA,63
uhpB,55
uhpC,32
uhpT,70
ulaA (NC_011294 2448987..2450379),739
ulaA (NC_011294 4480526..4481924),647
ulaD,144
umuC,98
ung,776
upp,1016
uppS,3475
uraA,220
usg,444
ushA,5467
ushB,626
uspA,34079
uspB,5084
uup,1633
uvrA,1981
uvrB,3919
uvrC,4758
uvrD,1309
uvrY,9317
uxuR,1468
vacB,13435
vacJ,3610
valS,3598
virK,19908
visC,1339
vsr,135
wcaA,122
wcaB,19
wcaC,77
wcaD,181
wcaE,65
wcaF,23
wcaG,18
wcaH,4
wcaI,33
wcaJ,95
wcaK,278
wcaL,51
wcaM,159
wecB,3320
wecC,879
wecD,155
wecE,1210
wecF,1024
wecG,313
wraB,12617
wza,18
wzb,1
wzc,107
wzxC,72
wzxE,637
wzzB,8657
wzzE,3617
xapA,11
xapB,239
xapR,131
xerC,308
xerD,1561
xni,464
xseA,687
xseB,601
xthA,1252
xylA,287
xylB,234
xylR,1275
yaaA,2047
yaaH,495
yaaI,119
yaaJ,1060
yaaU,224
yaaY,156
yabB,4057
yabF,382
yabI,491
yabN,621
yacA,965
yacC,1342
yacF,1485
yacG,273
yacH,177
yacL,1745
yadB,427
yadE,3586
yadF,3284
yadG,2060
yadH,376
yadI,1777
yadQ,781
yadR,2251
yadS,551
yaeB,268
yaeD,2365
yaeE,656
yaeH,35832
yaeJ,390
yaeL,7969
yaeP,4427
yaeQ,216
yaeR,932
yaeT,17274
yafC,653
yafD,1188
yafE,1124
yafJ,2203
yafK,3648
yafS,1102
yafV,663
yahN,743
yahO,15960
yaiA,3708
yaiB,2087
yaiE,821
yaiI,302
yaiU,15472
yaiV,357
yaiW,753
yaiY,248
yaiZ,3634
yajB,751
yajC,2169
yajD,1458
yajF,443
yajG,574
yajI,252
yajO,3345
yajQ,5863
yajR,1033
yaoF,260
ybaB,681
ybaE,1205
ybaJ,9766
ybaK,589
ybaL,1104
ybaM,196
ybaN,96
ybaO,1247
ybaP,335
ybaV,341
ybaW,2240
ybaX,999
ybaY,12257
ybaZ,390
ybbA,342
ybbB,915
ybbJ,174
ybbK,1674
ybbL,408
ybbM,552
ybbN,1461
ybbO,1088
ybbP,559
ybbS,423
ybbY,120
ybcI,93
ybcJ,142
ybdA,45
ybdB,34
ybdD,1188
ybdF,514
ybdG,1484
ybdH,906
ybdJ,437
ybdK,1251
ybdL,988
ybdM,1130
ybdN,1090
ybdO,2671
ybdQ,14676
ybdR,774
ybdZ,0
ybeA,524
ybeB,805
ybeD,7023
ybeF,2052
ybeJ,284
ybeL,7992
ybeM,718
ybeQ,3308
ybeR,77
ybeS,131
ybeU,150
ybeV,307
ybeX,9126
ybeY,3382
ybfA,3010
ybfE,221
ybfF,229
ybfM,1784
ybfN,156
ybgC,698
ybgE,1902
ybgF,4750
ybgH,295
ybgI,834
ybgJ,192
ybgK,434
ybgL,189
ybgR,724
ybgS,2858
ybgT,5019
ybhA,681
ybhB,499
ybhC,391
ybhE,1242
ybhF,1446
ybhK,860
ybhL,9558
ybhM,1570
ybhN,829
ybhO,492
ybhP,252
ybhQ,4054
ybhR,2288
ybhS,891
ybiB,1067
ybiF,228
ybiH,1928
ybiI,469
ybiJ,387
ybiK,502
ybiN,403
ybiO,1237
ybiP,1892
ybiR,374
ybiS,1246
ybiT,2301
ybiU,113
ybiV(1),1748
ybjC,128
ybjD,1146
ybjE,738
ybjG,497
ybjM,595
ybjN,1372
ybjO,814
ybjP,1431
ybjR,908
ybjT,249
ybjX,23221
ybjY,2151
ybjZ,1920
ycaD,1560
ycaI,362
ycaJ,1780
ycaL,600
ycaM,1416
ycaO,869
ycaP,1301
ycaQ,241
ycaR,988
ycbB,4397
ycbC,544
ycbG,1903
ycbK,3931
ycbL,1206
ycbW,2258
yccA,8199
yccD,1486
yccF,291
yccJ,16835
yccK,1258
yccR,929
yccS,1223
yccT,1037
yccV,2123
yccW,907
yccX,215
ycdC,330
ycdW,391
ycdX,1901
ycdY,1165
ycdZ,780
yceA,359
yceB,6822
yceD,8672
yceE,1193
yceF,455
yceG,747
yceH,2083
yceI,308
yceK,2873
yceL,603
yceO,40
ycfC,263
ycfD,1138
ycfF,3242
ycfH,2026
ycfJ,1256
ycfL,546
ycfM,2294
ycfP,9458
ycfQ,2926
ycfR,261
ycfS,210
ycfU,483
ycfW,972
ycfX,807
ycgB,30901
ycgL,1462
ycgM,1357
ycgN,1290
ycgO,3283
ycgR,2405
ychA,2794
ychE,438
ychF,3198
ychH,64844
ychJ,1115
ychK,9425
ychM,14459
ychN,892
ychP,2107
yciA,140
yciB,2485
yciC,2560
yciE,4131
yciF,2986
yciG,5974
yciH,419
yciI,1069
yciK,234
yciL,938
yciM,5817
yciN,2141
yciO,1788
yciR,1551
yciS,1726
yciT,2042
yciW,426
ycjE,371
ycjF,855
ycjG,720
ycjI,687
ycjX,1412
ydaA,23639
ydaL,1337
ydaO,514
ydbH,1661
ydbL,343
ydcF,810
ydcI,953
ydcK,1630
ydcN,283
ydcP,1386
ydcR,775
ydcW,3374
ydcX,2078
ydcY,121
ydcZ,107
yddE,1167
yddG,424
yddX,336
ydeA,489
ydeD,540
ydeE,627
ydeI,3256
ydeJ,664
ydeV,15674
ydeW,35056
ydeY,18643
ydeZ,20462
ydfG,1585
ydfH,2078
ydfI,519
ydfZ,8365
ydgA,8571
ydgC,85
ydgH,2464
ydgI,222
ydgJ,970
ydgK,2677
ydgT,1054
ydhA,792
ydhB,219
ydhC,767
ydhD,3665
ydhE,2536
ydhF,1800
ydhI,688
ydhJ,1247
ydhL,412
ydhM,374
ydhO,1528
ydiA,1840
ydiB,266
ydiD,1062
ydiE,268
ydiF,98
ydiH,10592
ydiJ,3177
ydiK,1547
ydiL,170
ydiM,291
ydiN,147
ydiO,487
ydiP,118
ydiQ,78
ydiR,152
ydiS,101
ydiT,47
ydiU,3585
ydiV,1423
ydiY,1222
ydiZ,791
ydjA,628
ydjM,325
ydjN,904
yeaA,3146
yeaB,207
yeaC,2323
yeaD,811
yeaG,85140
yeaH,15863
yeaJ,2857
yeaK,736
yeaL,421
yeaM,556
yeaN,208
yeaO,1253
yeaQ,9078
yeaR,170
yeaS,3460
yeaZ,320
yebA,3757
yebB,107
yebC,1653
yebE,8324
yebF,4628
yebG,4428
yebK,2777
yebN,278
yebR,2389
yebS,2943
yebU,462
yebW,875
yecA,6358
yecC,569
yecD,705
yecE,326
yecF,579
yecG,1304
yecH,188
yecM,156
yecN,1233
