key	KN1_R2	KN2_R2	KN3_R2	KN4	KN5	KN6	KN7	KN8	KN9	KN10	KN11	KN12_R1	KN13_R1	KN14_R1
BSU23830	8786.9	4567.8	2307.6	73188.8	4872.7	16071.5	9180.2	0	24496.3	5107.3	2846.8	1469	16420.7	16538.5
BSU23840	1245.1	1192.5	795	0	884.3	1101.2	1099.9	0	1032.9	1114.4	830.8	739.2	954.3	989.4
BSU23850	7448.8	8962.4	5673.5	7864.8	2269.2	6302.6	4066.5	1.3	9202.4	8444.8	8355.8	1733.4	5068.6	4491.4
BSU23860	32261.9	35182.9	24207.4	5370.7	11068.1	21699	11650.3	0.4	27640	31884.9	27838.6	5223.5	16997.5	16021.6
BSU23870	2245.1	1284.8	1137.9	2618.4	6392.1	3426	1759.1	0	2562.8	2027.6	1145.1	6359.6	3854.4	2927.5
BSU23880	4435.5	4330.3	2638.8	4285.5	62061	20578.7	15833	0	5676.6	3283.6	6087.1	50884	28900.2	18824.4
BSU23890	20742.9	20639.1	22074.2	109567.5	265751.2	104815.8	74018	0	26228	23828.1	32688.2	299728.2	164783.3	122046.2
BSU23900	487.4	449.3	339.4	0	660.2	579.7	623.1	2.4	344.8	879.1	256.4	772.1	411.8	227.6
BSU23910	11350.7	10414.7	10340.1	10621.9	4830.5	11415.9	9167.6	0.9	9000.1	9687.7	9564	4970.3	6006.4	7655.1
BSU23920	5058.5	3565.5	2314.3	1676.9	2495.8	3625.7	2418.1	0	3167.2	2725.3	2739.1	1942.2	2710.2	2148.9
BSU23930	35.3	36.6	101.6	0	0	25.8	35.1	0	33.3	20.4	221.6	0	0	0
BSU23940	224.2	196.9	495.8	0	122.4	250.6	224.1	4.5	168.4	135.7	446.1	62.4	148.5	139
BSU23950	3005	4216.3	9367.1	2810.1	5592.8	3018.6	3064.8	0	4108.3	4134.1	11961.3	3526	2880	3305.5
BSU23960	27007	26089.9	200461.6	4098.9	1930.6	4817.1	9653.7	0	37639.4	40483.1	255954.7	1580.2	1489.3	4084.3
BSU23970	10061.1	15906	126545.7	6687.7	1286.9	3230.9	6357.4	0	26946.6	29124.6	161255.8	1448.9	1307.7	2775.9
BSU23980	9643.7	11973.5	92096.6	2687.5	393.5	1685.8	4371	0	23196.6	22672.1	102776.4	307	617.5	1941.8
BSU23990	14058.3	15346.7	17199.5	11430.6	79296.4	36710.7	20605.5	0	13623.7	12946.1	22408.5	120221.6	78151.1	49084.9
BSU24000	31.5	118.2	265.9	0	204.8	320.4	263.8	0	102.2	200.3	205.9	232.8	237.1	193.4
BSU24010	1863.8	2053.4	2260	5027.1	758.2	820.1	1077	0	2534.4	2441.9	2771.5	703.3	595.3	755.9
BSU24020	285.5	479.1	450.7	0	1574.6	1014.2	555.5	0	389.1	534.7	540.3	1780.9	1507.1	752.9
BSU24030	1589.2	1628.5	842	336.3	184.6	323.1	178.3	0	1102.4	1507.1	2157.9	85.2	79.2	85.8
BSU24040	2814.2	2270.3	1088.9	0	197.1	427.9	247.2	1	1457.8	2830	2025.2	260.7	275	103.8
BSU24050	1055.8	921.2	411.2	0	247	264.8	130.4	0	560.9	1040.1	805.9	69.7	19.2	63
BSU24060	1806.6	1136	504.9	707.1	227.6	269.1	153.3	1.6	957.1	1226.5	1168.4	109.6	131.3	62.8
BSU24070	1429.3	633.6	400.9	0	146.4	257.8	113.1	0	641.2	969.9	769.3	63.9	29.6	77
BSU24080	1072.3	990.8	456.9	767.3	444.3	332.6	208.9	3.3	522.6	1094.6	905.5	287.7	127.2	117.9
BSU24090	1280.7	634.9	517.2	0	459	472.6	192.7	0	493.6	773.7	924.8	274.1	2.1	77.3
BSU24100	2078.6	1112.2	745.9	98.9	155.3	170.4	125.8	0.5	1265.4	1845.2	1992.1	292.2	154.9	44.1
BSU24110	2041.9	4649.6	5116.1	21963.4	8062.8	5848.5	5259.4	12.2	6219.4	6596.3	6963.9	5748.4	7322	6239.5
BSU24120	1022.7	660.6	404.9	1843.3	2130.5	830.5	762.4	0	700.7	572.2	505.2	3321.1	1471.8	1036
BSU24130	105.7	133.9	79.1	1712.5	249.5	93.2	70.5	2.3	108.4	82.1	147.6	273.6	144.3	148.2
BSU24140	67.1	67.5	35.2	0	42.5	36.3	20.8	0	56.4	5.9	58.7	59	25.4	9.1
BSU24150	8.4	4.9	19.5	0	0	0	18.4	0	16.1	0	56.9	0	66.3	17.1
BSU24160	23.6	9.9	61.9	371.2	0	0	0	0	0	8.9	20.1	0	34.9	17.1
BSU24170	12.1	9.6	18.9	256.6	0	0	5.7	0.6	5.7	13.6	0	0	64.6	19.8
BSU24180	1274.2	1366.9	2001	0	1134.8	1021	1065.6	0	1710.6	1436.3	1863.2	709.5	1322	1354.2
BSU24190	138.3	183.9	143.6	0	59.8	220.9	104.7	0	129.9	140	162.7	130.4	67.4	256.6
BSU24200	304.5	269.7	200.6	0	274.2	194	165.3	0	131.9	326	155.3	27.4	137.7	387.7
BSU24210	790.6	705	484.4	4402.5	538.7	753.6	522.9	1.1	571.2	417	659.5	737.9	808.8	618.2
BSU24220	12204.4	15546.4	18351.3	45281	51587.6	26561.2	26093.4	0	20101.3	22560.1	27162.6	53817.1	41206.1	34238.7
BSU24230	138.9	66.5	57.9	30194.4	660.5	221.7	165.9	87.7	181.7	171.8	94.5	1092.5	619.2	432.9
BSU24240	5459.5	4725.2	4314	7381.8	25804.4	8468.9	6003.4	1.4	4390.3	4116.4	4264.7	39090.9	14859.5	8728.3
BSU24250	4914.6	3934.5	3780.5	4354.2	26130.9	10140.7	6065.8	0	3552.9	4180.8	4666.8	41262	14000.7	7361.6
BSU24260	29254.4	27437.2	24785.2	76892.3	179316.4	59284.8	35710.7	0	21368.2	24920.3	27753.1	232409.7	90810.9	50337
BSU24270	26569.1	21071.6	17915.6	24933.3	154710.3	56188.9	37467.1	0	20199.8	21404.1	24047.1	207602.7	86933.8	44547.7
BSU24280	10385.8	4436.5	3891.9	4977.3	8190.3	4718.9	4276.4	0	5148.5	3430.4	3915.3	9233.1	2849.4	2690.2
BSU24290	2910.3	2001.8	1621.6	1463	5320.1	1610.5	1505.7	0	2187.8	812.2	1049.9	2645.9	1009.6	996.4
BSU24300	5195.7	2967.5	1604	1721.2	6650.1	3123.7	3587.6	0	3732.6	1732.6	2174.3	4399.7	1813.7	2191.8
BSU24310	50633.9	20671.2	17521	10565.9	105869.9	44023.9	48051.8	4.4	37787.7	16606.7	22508	108979.4	56986.3	49207.3
BSU24320	14488.8	7074.1	4889.9	2007.4	40949.2	13982.2	13132.1	0	13347.8	5335.1	7738	40922.1	18821.5	14005.3
BSU24330	8144.9	11425.4	9955.7	1358.7	7110.2	8518.2	6209.8	0	6627.1	8405.7	10136.5	10625.6	11935.3	8585.2
BSU24340	9007	8458.8	6068.9	195.8	8963.2	11655.1	5588.8	0	6478.5	6067.4	6175.6	9697.7	9979.1	6089.5
BSU24350	8720.3	6594.9	6489.7	1169.4	18249	18599.9	11614.4	0	6387.7	6293.8	5013.3	21821.7	21066.8	15526.1
BSU24360	24.7	73.1	96.2	3826.1	171.8	37.4	74.3	3.4	71.7	39.1	43.3	167.6	136	91.9
BSU24370	60.9	49.1	60.6	1783.7	166.5	65.3	47.3	0	77	28.9	53.4	106.5	300	73.3
BSU24380	30.8	11.2	18.7	0	0	15.7	45.7	0	23.9	23.6	52.1	42.7	0	18
BSU24390	22.7	5.3	16.4	0	27.7	17.1	15.2	0	56.5	5.3	0.3	63.9	0	6.9
BSU24400	94.1	0	0	0	0	0	0	0	14.9	5.7	41	0	0	0
BSU24410	0	33.3	0	0	0	18.6	0	0	0	37.7	0	0	0	0
BSU24420	19.7	22.4	50.5	587.8	49.7	18.1	89.2	0	0	46.1	0	210	26.6	50.1
BSU24430	35.5	61.3	92.9	0	111.1	24	11.7	0	17.5	32.7	16.7	31.2	0	43.1
BSU24440	0	0	0	0	66.8	0	0	0	0	12.2	0	0	0	0
BSU24450	22983	19203.9	13767	2186.9	6655.6	10026	9436.8	0	20568.5	20657.9	16970.8	9601.8	8885	7837.7
BSU24460	18115.1	14939.6	12711.5	17915	8121.9	10211.6	8930.7	0	12807.7	13725.4	12130.2	15589.6	10327.5	8081
BSU24470	5485	4901.9	4121.1	5319.4	3943.1	4346.8	3376.1	0	5239.6	5388.8	4918.5	6205.2	5547.6	4597.8
BSU24480	22.8	6.8	6.6	0	46.1	70	44.7	0	0	38.1	57.6	58	0	0
BSU24490	3107.3	3200.1	3046.7	4084	20282.4	7367.3	6245.1	2.2	3722.2	3893.1	3684.1	19057.1	13634	10399.8
BSU24500	16970.4	14265.8	20889.6	61823.5	78410.9	37625	45570.2	23	21428.6	28155.3	14589.2	121151.4	98042.3	79315
BSU24510	576.4	244	230.5	0	711	528.4	421.9	0	357.6	202.8	245.4	1839.5	459.2	363.2
BSU24520	6598.3	9666.6	7837.5	11995.5	31553.8	16233.1	14027.3	0	9737.1	8731.2	7067.7	94301	41650	20118.7
BSU24530	1360.9	899.9	743.7	0	1616.4	2556.1	1615.7	0	1129.4	1018.3	905.4	689	1786.7	1765.7
BSU24540	19114.3	19038.4	27840.8	54923.6	69442.2	32484.4	37318.2	0	21919.5	27754.2	27982.8	126626.1	58665.3	52524.6
BSU24550	3551.1	1395.1	3090.6	24925.9	12830.8	20843.3	19597.5	0	2599.5	1546	2759.8	5070.5	11161.7	16253.1
BSU24560	2686	1203.7	2381.2	17665.4	11751.5	17416.6	15446.3	1.5	1987.4	1513	1835.7	5833.7	9130.8	13783.1
BSU24570	2159.3	1225.9	1692.6	13017.5	13074	16592.8	12672.5	0	2205.1	1329.3	1842.4	8353.8	9970.5	11297.8
BSU24580	27.1	10.2	14.4	0	19	36.2	18.1	0	11.4	36.6	25.9	27.7	9.7	26.1
BSU24590	26	12	27.2	0	84.1	33.3	24.9	0	35.6	21.6	53.2	104.4	172.5	41.3
BSU24600	89.2	68.7	21.6	0	38	220.5	105.9	0	158.4	146.4	20.2	218.6	150.4	129.5
BSU24610	4714.5	4383.4	4164	6132.5	17845.4	6556.9	5537.2	0	5982.7	4545.4	5817	25224.3	18419	14588.3
BSU24620	19	0	18.4	337.1	26.8	17.2	1.5	0	58.2	10.2	7.2	31.9	21.9	22.5
BSU24630	1.4	7.9	0	0	5.6	23.7	20.9	0	0	0	20.4	31.7	32.7	9.4
BSU24640	0	2	2.5	0	49.9	23.4	0	0	0	0	0	14	0	0
BSU24650	51.4	17.8	24.7	0	28.5	43.7	57.6	4.2	0	0	0	209.8	47.3	113.7
BSU24660	80.4	0	23.5	0	143.3	0	37.1	0	25.6	0	48.2	0	110.3	66.6
BSU24670	20.5	14.7	0	0	9.1	12.8	42.5	0	0	27.7	0	0	0	0
BSU24680	0	0	0	0	32.7	0	0	0	39.9	20.6	0	41.3	10.4	0
BSU24690	31.5	30.2	40.6	0	0	50.3	29.8	0	0	4.2	31.8	0	0	79.9
BSU24700	14.9	34.6	15.6	0	30.2	14.3	38	0	25.1	0	0	40.7	43.8	25.3
BSU24710	0	2.6	0	0	8	0	15.8	0	0	0	0	0	0	64.8
BSU24720	26.3	8.7	25.9	0	59.9	75.7	34.3	0	7.8	31	25.9	90.7	35.4	35.1
BSU24730	79.8	63	49.8	537.1	84	94.8	106.9	0	20.4	39.8	29.4	220.1	125.4	124
BSU24740	15.4	73.2	143.6	0	0	43.6	15	0	6	268.1	112.9	0	100.3	59.3
BSU24750	97.6	435.1	726.2	0	55.2	213.5	458.3	0	110.8	1253.5	823.6	24.5	207.7	440.2
BSU24760	275.3	1165.2	1594.9	566.5	125.1	388	434.1	0	226.4	2435.1	1150.4	271.3	242.1	381.2
BSU24770	298.7	5597.2	10013.4	0	850.3	2048.6	2641.6	0	950.1	14433	10285.3	559	3201.2	3681.4
BSU24780	99.2	339.5	181.8	1488.1	36.6	166.5	175.3	0	190.1	198.2	212.7	292.9	193.3	85.2
BSU24790	2098.6	1296.2	841.6	7685.6	2611.2	3797.7	2199.5	21.7	1480.2	1322.9	1282.8	1484.1	3720.1	2798.6
BSU24800	444.1	1180	1363.7	3807.1	1997.5	903.2	1490	0	1215.4	608.9	1081.6	3450.2	2247.9	1658.7
BSU24810	2287.1	3079	1652.3	265.6	589.9	1294.7	1295.4	0	3553.2	3112	2230.1	437.3	723.3	1138
BSU24820	1763.7	2078.1	1239.6	0	485.5	774	830.3	0	1917	1704.7	1353.4	347.9	431.4	565
BSU24830	3485.1	3047.2	2182.8	816.9	833.1	1245.5	1535.1	0	2786.9	2375.4	2672.4	659	901.7	939.6
BSU24840	13063.1	11794.2	10886.7	25749.4	10388.6	9759.1	11241.9	0.9	13648.3	14506.3	12343.6	11494.7	9001.4	9502.4
BSU24850	15515.3	9921.5	10974.6	68769.7	7994.6	8275.8	8973	0	12398.6	11963.1	12713.9	10153.6	6594.8	6783.7
BSU24860	1693	1553.5	1486	1307.4	1180.9	940.1	1664.1	0	2513.5	1383.8	1741.5	1685.2	1535.9	935.3
BSU24870	1408.9	910.4	900.8	0	418.6	1028.6	775.3	0	940.6	1001.9	967.7	404.3	628.7	663.6
BSU24880	299.9	666.6	437.8	0	61.4	305.7	183.2	0	832.7	834.1	723	220.3	0	171.2
BSU24890	1991.8	2523.4	1109.2	642.9	432.7	624.1	1151.6	0	2017.9	2345.1	2822.1	255.5	479.2	582.5
BSU24900	49186	123372.6	168804	36189.7	100784.9	76847.1	101983.3	21.9	95839.1	138788.1	136897.6	178019.4	113847.8	132690.2
BSU24910	201.3	254.5	226.1	0	26.4	81.6	158.9	0.8	355.4	207.5	296	0	80.8	84.4
BSU24920	219.3	213.9	103.1	0	71	67	82.9	0	251	66.2	277.8	0	30.8	58.2
BSU24930	2366.8	3765.6	2621.7	12291.3	4904.2	4006.6	5371.8	0	3918.7	2825.6	3748.6	8573	5855.9	3350.1
BSU24940	8661.9	10817.9	12144.2	27307.1	13646.5	11694.6	16315	0	10868.7	9189.9	12668.4	33185	17448.1	12319.6
BSU24950	74.5	32.2	170.9	18407.6	148.2	202.9	192.1	0	120.7	127.9	91.3	74.4	70.2	11.6
BSU24960	57.9	51.8	50.5	16881.5	230	107	121.2	1.8	120.4	94.6	1.6	239.8	86.8	47.5
BSU24970	28.2	52.8	181.3	37693.4	308.5	123.6	185.6	0	41.6	109	26.9	153.7	150.8	74
BSU24980	227.5	71.8	86.6	53616.9	231.7	243.4	227.4	1.2	96.4	73.3	110.9	434.2	99	87.6
BSU24990	177.6	115	256.4	48741.3	384.5	215.7	395	0	69	8.2	140.6	561.1	317.5	241.7
BSU25000	11047.5	11395.3	10984.9	10530.8	26488.3	17515.5	13650.7	0.3	12288	10344.9	13419.3	29055.7	17467.1	12956.2
BSU25010	6	32.1	37	401.8	136.6	79.7	81	0	111.6	34.1	36	148.7	83.3	23.8
BSU25020	22098.8	29426.3	30140.3	21697.5	33070.3	80920.1	71007.2	0	20916.5	31188.2	36959.4	31341	63208.8	70745.1
BSU25030	250.6	317.9	227.4	462	94.9	206.5	120.8	0	189.5	547.2	259.9	84.1	101.2	94.1
BSU25040	771.8	1215.5	711	0	1152.1	1782.1	1223.7	0	1019.6	856.4	619.7	321.6	1501.8	2034.4
BSU25050	512.9	798.8	255.2	0	593	825.6	499.4	0	621.1	317.5	308.8	623.4	999.5	843.9
BSU25060	391	419.3	309.1	0	0	260	319	0	177.9	459.2	167.3	182.5	59.2	116
BSU25070	22476.3	17490.1	18291.2	35258.4	101689.7	54785.8	41212.6	1.4	21873.7	20086.9	19993.1	104156.8	77342.1	56231.7
BSU25080	103129.1	78736.9	76233.4	30205729.9	356607.9	131917.2	112765.9	53622.2	98068.9	66924.9	50386.8	483552.2	264701.3	167762.8
BSU25090	2208.7	3411.4	3355.3	6757.3	28943	14879.7	10497.7	0	4074.6	3447.3	4424.1	30568.5	23947.3	16052.8
BSU25100	2787.5	4149.5	4747.8	2762.1	14970.1	7530.1	10804.6	0	6213.9	4412.1	4771.4	17908.5	12110.7	13483.7
BSU25110	2138.6	2519.8	2013.9	1245.2	7753.9	4321.1	2821.2	0	3452.2	3116	2719.9	6132.5	4698.9	3314.2
BSU25120	110.3	192.9	178.8	1203.2	537.7	189.8	625.7	0	206.8	134.5	164.3	90.4	193.2	225.3
BSU25130	15883.5	16067.2	15897.9	36101.1	48205.7	22611.6	17516.8	0	14921.5	18605.1	20667.2	85881.6	31766.8	18448.6
BSU25140	14791.3	10735.1	9900.9	24479.5	33573.5	15051.2	12637.3	0	11305.9	12022.3	12657.4	69814.3	28082.6	16529
BSU25150	12.4	59	13.3	0	15.1	15.2	29.6	0	50.4	13.6	47.7	23.2	55.2	7.6
BSU25160	5999.7	6905.1	6801.7	13429.4	73713.9	31192.1	21435.3	1.3	6672.7	7446.6	7251.7	125441.9	59944.5	30927.1
BSU25170	7436.3	5501.3	5265.1	3116.7	1969.2	4945.1	5280.7	0	4942	4580.9	6207.3	5658.4	3442.4	3827.1
BSU25180	1277	1191	1083	0	494.5	920.3	960.3	0	1021.1	1092	1277.4	1199.3	534.5	498.6
BSU25190	201.9	137.6	55.6	10776.4	308.6	223.3	206.3	0	184.8	135.5	257.2	657.4	127.9	257.8
BSU25200	17551.2	24667.9	25668.5	3467.7	18706	12177.8	13155.6	2.2	11792.5	18205.9	26937.2	28156.2	7288.2	9227.2
BSU25210	8187.1	10218.2	9395.4	2416.7	6549.8	3790.5	4936.7	0	6521.6	9983.5	10201.2	8625.8	2305.8	2850.4
BSU25220	205.5	66.8	0	469.6	54.9	0	32.9	0	34.8	17.5	2.1	42.7	0	0
BSU25230	2398.2	4074.4	3118.9	5331.9	2901.8	1649.6	2495	0	2448.8	3107.6	3177.1	4011.6	1757.1	1508.5
BSU25240	4800.5	8683.1	2919.9	2864.7	2893.3	3170.6	3156.6	0	4098	9631.1	7403.3	2236.9	1971.9	2759.1
BSU25250	4660.4	8524.5	2146.8	1424.1	2842.2	2357.2	2684.5	0	2797.9	10062.7	8074.4	1121.3	1674.1	2540.4
BSU25260	22722.1	46801.8	17716.9	1777.4	2394.8	2583.6	2431.2	0.5	12523.1	71554.1	54143.5	512.4	991.9	1492
BSU25270	10525.3	25623.5	9863.5	632.1	1492.4	1813.9	1786	0	6302.2	34377.2	32938.8	639.1	1058	1245.4
BSU25280	5639.2	5914.9	5414.5	14431.7	6803.7	5376.1	6526.3	1	6947.1	5922	4934.1	8985.9	5840.3	6928.4
BSU25289	1806.8	2590.4	2100.7	8570.9	2781.3	1856.4	2271.4	4.3	2617.7	1891.6	2731.9	3528.6	2340.9	3037.5
BSU25290	11374.9	8705.4	7378.8	53790.4	11186.7	8686.2	9276.7	0	8551.9	7810.9	10027	13764.1	9657.1	9320
BSU25300	13299.5	10144.2	10539.9	48429.1	13775.5	10113.5	12157.8	0	12427.7	10787.2	12848.6	17133.4	11891	11763.3
BSU25310	2761.8	2582.7	2496.4	0	484.9	1104.8	1301.2	0	3009.1	2429.2	1932.1	468	464.1	910.8
BSU25320	8168	5086.3	3649.8	0	1015.4	2772.6	2916.5	0	5093.7	5152.7	3771	2178.6	1682.6	1579.8
BSU25330	3380	3907.6	2827.7	874.9	1838.1	2631.9	2586	0	3226.1	3059.5	3068.9	2830.6	2282.1	2220.5
BSU25340	8584.3	8449	8783.1	32257.3	20002.5	13325	12785.5	30.6	10639.7	9690.4	10560.3	36379.9	25547.8	20993.5
BSU25350	49	58.9	58	562.1	115	75.8	103.3	3.4	54.2	126.4	89.3	87.6	63.7	60.9
BSU25360	0	0	0	0	0	53.4	0	0	0	68.9	0	0	0.7	0
BSU25370	22560.6	8825.9	6952.2	38210.2	125188.7	70655.3	50631	7.3	27208	8820.5	6225.2	221128.8	79778.8	35511.3
BSU25380	28836.3	8927.9	7100.5	31672.4	132504.1	67635.3	46222.4	3.5	22823.2	8650.6	5626.9	319486.1	92068.4	39766.7
BSU25390	20805.8	8101.9	6905	18186	144474.6	68040	47057.6	0.4	19040.7	6438.6	5937.3	348774.9	96127.3	40219.6
BSU25400	273405.9	305152.9	369577.5	169691.3	355244.3	252322.7	366512.1	0	390527	478213.3	424382	431403.4	268609.6	355765.4
BSU25410	438677.7	317169.5	338704.8	230308.5	358063.5	221329.8	338307.1	3.1	330126.4	430058.9	452745.9	348635.9	238834.7	298708.5
BSU25420	120.3	39.1	110.8	671.6	114.4	69.9	46.7	0	71.7	65.8	111.1	292.9	91.8	106.3
BSU25430	13879.5	11572.3	8885.4	1421.8	32810.3	15614.6	12206.6	0	7883.6	9009.4	14683.7	20035.9	10007	8619.5
BSU25440	6047.9	5906.3	4729.8	0	17279	6675.7	5777.6	0	3635	3853.2	5192.6	12698.8	5414.5	5396.2
BSU25450	25498.7	19323.3	17065.4	6660.1	61697.7	32133.3	20124.1	1.6	12616.5	16284	14602.8	65104.9	23875.3	16896.5
BSU25460	11336.3	12814	9272.4	4413.7	46181.6	18219	10249.5	0	7833.7	9476.9	14347.2	33275.4	13961.9	6658.2
BSU25470	34397.1	28019.2	19893.9	80650.6	399821.5	176340.6	97508.1	2.5	24122.9	27056	25805.6	473191	289530.7	130685.8
BSU25480	13096.3	8738.3	5530.3	57675.4	140402.3	54687.4	27921.4	0	7510.3	8503.1	7798.8	148224.1	96953.1	41636
BSU25490	6301.1	5649.2	5095.8	120699.3	289310.5	70529.4	39564	1.7	6437	6434.4	7792.6	357845.2	166736.6	82294.7
BSU25500	1778.3	3015.2	2217.5	5037.1	10362	4118.5	3099.6	0	1662	2470.5	3417.8	10051.4	4254	2653.8
BSU25510	38620.6	33823.1	32984.8	18954.8	163860.7	63852.6	52173.5	1.5	32952.6	35124.7	49768.4	211262.7	103742.4	60834.1
BSU25520	240	168.8	334.2	0	537.2	110.9	198.9	0	88.6	248.4	436.4	306.1	332.4	117.4
BSU25530	192.9	153.2	138.6	0	42.1	76.6	47.9	0	117.8	84.1	54.5	71.2	56.4	12.8
BSU25540	222.5	167.4	107.1	0	96.6	152.6	137.2	0	204.1	74	70.1	111.4	94	49.6
BSU25550	270220	509929.3	567963.8	281517.5	939954.4	567419.1	764623.8	28.1	413759.2	616876.8	537649.8	1046576.5	870869.4	921098.4
BSU25560	1932.2	1703.9	1240.1	4832.3	3881.8	1848.4	1763.9	1.7	1826.2	1281.1	2023.6	4415.1	1929.1	1771
BSU25569	1295.2	998.8	1166.3	6947.1	1061	275.5	65.7	0	720.4	1020.4	745.5	839	452.7	1147
BSU25570	1052.2	990.1	826.1	216.9	2824.1	1792.2	1649.8	0	899.7	988.6	984.5	2393.5	1522.2	1098.4
BSU25580	3363.7	2986.6	3974.7	5315.4	29133.4	13826.8	11164.4	0	4282.9	3226.2	3734.2	42650.5	24752.7	14564.7
BSU25590	81.2	75.2	24.4	614.9	235.1	46	134.1	0	49.6	32.1	84.3	149.7	139.7	39.7
BSU25600	75.3	137.7	110.6	0	74.1	74	57.4	0	159	62.7	82.5	0	98.3	98.1
BSU25610	10917.2	12260.7	11132.2	2507.1	11147.2	7022.2	6603.5	0	8943.5	9986.3	13113.1	9960.7	5510.7	4486
BSU25620	17740.1	15252.5	13012.3	3730.6	13004.6	12455.8	9070.1	0	11977.2	11936.9	13368.1	16373.9	8343	7831.5
BSU25630	37189.9	35888	32004	4157.7	30252.4	24473.5	23854	3	27542.9	29840.2	39857.1	35187.8	24045.4	18933.5
BSU25640	12972.8	15406.6	12796.4	1351.8	11355.4	11220.4	10195.2	2.4	10862.3	12440.3	20121.3	10718.9	6797.5	8190.2
BSU25650	12576.1	16050.2	14492	3007.2	11779.7	9665.3	11342.6	0	12172.4	10337.3	16919.3	9645.6	7623.1	8890.4
BSU25660	13396.8	14095.2	12766.3	2436	9961.1	8978.7	12277.6	0	10254.4	10596.6	15117.5	7760.8	6698.2	8892.7
BSU25670	10539.3	10664.5	9825.5	4062.8	8802.8	7617.4	9341.8	0	8780.8	8644.7	12422.4	7850	6133.5	6989.3
BSU25680	25872.1	14562.7	13064	3190.9	12701.8	13178	18647.9	0	18227.3	15564.6	21307.3	11679.4	10405	12184
BSU25690	162.2	240.4	188.7	0	931.8	702.7	246.2	0	258	89.6	585.5	297.3	337.5	339
BSU25700	141.4	301.2	333.9	338.2	343.4	366.4	440.6	0	198.1	293.1	222.9	372.9	429.2	224.9
BSU25710	13.6	37	13.4	1365.9	101.9	93.3	119.4	0	23.8	20	0	14.5	0	0
BSU25720	160.8	223.6	137.8	1518	88.2	228.9	221.1	0	312	183.9	244.8	133.8	269	188.7
BSU25730	251.7	188.4	152	639.6	612.8	370.3	443.2	3.5	436.3	244.4	348.4	388.5	308.3	317.5
BSU25740	159.3	330.4	313.3	1813.2	545	405.1	491.5	0	168.5	246.3	249.2	938	571.4	525.7
BSU25750	1572.2	1044.4	740	1051.9	2965.1	1787.2	2606.3	2.2	1240.9	994.4	963.6	812	2211.9	1774.8
BSU25760	0	24.9	0	0	0	6.8	70.2	0	0	18.8	0	39.2	0	17.1
BSU25770	265.6	294	298.7	436.1	1837.3	1643.5	1247.3	0	434.5	325.7	258.1	814.4	1661.8	1724.6
BSU25780	435.5	668.7	1184.5	15232.6	497	262.5	357.4	0	931.3	505.2	1396.7	678.7	786.2	984.3
BSU25790	130	121.4	279.9	3543.4	180.8	102.3	129.5	0	281.4	130.2	138	49.8	272.1	327
BSU25800	85.8	127.9	157.9	12222.5	152	49.1	121.7	0	246.6	140	171.2	0	275.9	374.4
BSU25810	19.5	89.6	117.7	3037	128.6	35.3	98.7	1.6	91	99.7	78.3	152.3	341.7	185.7
BSU25820	27.6	44.3	2.4	0	44.1	23.6	119	0	111.2	29.8	74.3	16.2	104.4	29.6
BSU25830	33.4	40.1	45.4	136	58.7	54.7	32.8	0	52.6	42.9	9.5	48.3	62.1	138
BSU25840	769.5	1016.4	811.5	4700.3	1954.8	673	666.2	0	1063.1	1162.9	554.5	1268.1	1560.4	1717.1
BSU25850	30.1	18.3	0	0	0	110.5	34.5	0	49.4	0	33.2	0	0	76.3
BSU25860	362.4	465.6	366.1	152.9	2356.5	1026	994.8	0	618.6	393.5	427	3179	1486	930.3
BSU25870	298	421.7	531.8	1746.3	2439.2	1330	1247	0	606.7	384.8	456.3	4367.9	2781	1660.4
BSU25880	0	39	28.4	0	0	27.5	21.7	0	91.7	12.6	110.2	0	58.9	98.4
BSU25890	84.9	149.4	106.6	0	112.4	131.1	134.7	0	99.2	70.4	70.5	138.1	94.7	132.3
BSU25900	13.1	30.4	49.9	387.4	116.9	63.1	73.3	0	7.5	31.9	0	155.2	71.6	87.2
BSU25910	0	0	0	0	0	0	0	0	9.4	0	0	0	5	0
BSU25920	78.3	23	4.4	0	107.8	20.3	36.3	0	96.7	47.1	0	119.6	81.2	73.4
BSU25930	0	0	9.9	0	0	48.5	2.4	0	0	0	0	0	0	0
BSU25940	0	0	18.9	0	0	0	35.6	0	0	0	0	77.2	0	0
BSU25950	10.9	7	8.1	0	0	17.4	9.3	0	0	0	26.4	0	10.1	0
BSU25960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSU25970	63.1	38.6	26.9	0	0	0	0	0	0	73.6	40.8	48.8	0	26.4
BSU25980	40.8	6.4	5.3	0	0	5.1	15.7	0	19.4	2.8	17.8	7.2	0	27.7
BSU25990	9	62	0	0	0	0	0	0	0	0	0	0	0	9.9
BSU26000	124.7	17.1	20	0	152.3	58.5	87.1	0	0	0	0	0	0	31.4
BSU26010	25.9	73.5	20.8	0	93.4	48.6	89	0	50.6	35.4	10.3	0	12.5	38.8
BSU26020	15.2	14.5	11.8	0	0	22.9	19.3	0	0	2.7	3.6	19.7	43.7	29.2
BSU26030	39.6	52.3	62.2	53.5	93.4	77.4	63.4	0	41.1	44.1	58.4	156.5	79.6	64.4
BSU26039	0	0	0	0	0	0.4	0	0	0	1.1	0	0	0	41.2
BSU26040	0	0	0	0	189.1	7.3	4.5	0	0	0	0	0	40.1	44.5
