key	KN1_R2	KN2_R2	KN3_R2	KN4	KN5	KN6	KN7	KN8	KN9	KN10	KN11	KN12_R1	KN13_R1	KN14_R1
BSU06830	426.1	539.9	462.9	1020.4	770.2	893.4	1999.4	0	835.1	837.3	604	373.1	898.7	1879.8
BSU06839	158.3	342.1	254.8	0	241.9	304.8	821.4	0	383.4	219.3	276.2	0	207.5	577.1
BSU06840	17463.4	10841.3	9217.8	5215.2	30236.4	14695.5	10900.2	0	13815.3	10633.8	15439.1	47792.8	27395.6	13374.8
BSU06850	2699.3	1056.1	1714.4	2197	2026.8	1412.1	1474.9	0	2818.4	1910.1	2112.8	5186.5	2636.8	1467.1
BSU06860	834.2	796.1	842.5	4785.7	2286.5	1085.2	586.5	0	764.6	440.4	849	2296.8	1313.4	978.1
BSU06870	23.9	48.5	19.9	596.8	58.9	55.8	15.9	0	21.1	11.5	26.9	162.3	76.6	0
BSU06880	475.4	449.5	399.6	2445.8	196.5	302.4	364.6	0	467.2	268.5	556.7	417.1	289.7	245.1
BSU06890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSU06900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSU06910	4.3	0	27.2	0	0	11.6	0	0	4.8	0	42.4	0	0	0
BSU06920	9602.8	7586.4	9906.6	20912.5	4328.6	3676.8	5074.7	0	8091.3	6812.2	10849.6	6489.8	3638.3	3087.6
BSU06930	440.7	446.3	292	1622.4	238.6	340.3	331.7	0	321	332.5	642.7	98	108.4	194.4
BSU06940	12	7.5	61.5	0	0	0	0	0	0	0	0	0	20.3	11.7
BSU06950	4.1	13.6	14.3	0	0	0	0	0	0	4.9	4.6	0	0	4.8
BSU06960	55.8	50.2	22.2	0	0	0	9.6	0	6.2	22.4	44.5	44.5	0	11.3
BSU06970	6.5	13.9	6.4	391	47.6	31.9	28.9	0	7.4	7.8	27.4	103.9	50.9	19.5
BSU06980	82	12.1	73.7	1548.3	93.2	87.2	125.2	0	4.3	10.6	63.3	201.7	162.9	55.7
BSU06990	0	13.4	6.4	410.9	34.1	56.4	120.4	0	57	23.7	27.4	56.6	43.3	50.4
BSU07000	188.1	105.7	109.4	1509.1	128.9	103.1	80.8	1.4	48.4	42.8	53	115.3	76.6	18.2
BSU07010	84.1	56.1	114.9	666.5	70.1	27.5	18.6	0	66.1	55.8	80.1	55.9	28.5	29.7
BSU07020	95	70.7	33.4	0	53.7	2.1	43.5	1.9	53.9	109.8	10.1	117.5	0	52.4
BSU07030	47.4	36.3	178.6	841.4	11.5	0	43.1	0	35.2	23.5	2.8	20	55.3	18.7
BSU07040	27.9	53.2	48.5	0	20	29.8	122.2	0	20.1	59	56	83.7	54.5	106.4
BSU07050	7.5	35	37.4	393	0	31	9.2	3.9	8	11.7	15.5	39.3	5.5	34.7
BSU07060	70.3	51.4	22.1	504.3	13	46.5	40.5	0.7	52.2	56.4	13.1	48.1	37.2	20.6
BSU07070	85.1	4.3	8.5	0	73.7	31.3	11.6	0	60.1	56.8	32.3	0	42.6	68.5
BSU07080	129.5	177.6	192.6	554.8	140.1	101.5	131.7	0	167.9	227.5	266.7	160.2	32.4	92.3
BSU07090	48.4	33.8	44.3	0	4.4	18.8	54.8	0	19.1	34.1	29.5	30.7	0	23.9
BSU07100	20.5	12.5	0	1917.7	15.1	4.7	0	0	4.6	0	0	27.9	5.9	6.2
BSU07110	0	5	35.1	94.7	14	36.5	25.2	0	0	0	38.9	0	20.6	0
BSU07120	116.6	151.5	91.3	0	128.2	51.5	245.2	0	93	49.5	102.1	58.1	128	187.3
BSU07130	74.2	89.5	93.6	153.4	104.2	127.3	103.8	0.9	71.7	62.8	128.6	54.6	81.9	69.2
BSU07140	44.9	42.3	40.5	2960.5	117.8	116.2	130.2	0	68.8	90.7	105.9	324.6	184.4	52.8
BSU07150	5727.8	9671.7	9062.1	6345.8	7816.3	8388.5	11621.6	0	2526.5	3889.1	5460.9	5069.6	5362.3	8784
BSU07160	1939.6	2142.6	783.8	0	179.5	505.1	601.7	0	1421.1	1013.3	1237.9	286.6	357.8	492.3
BSU07170	4306.6	3092.2	3577.7	25034.9	5163.7	2338.6	2810.9	0	3379.3	3841.3	4249.2	10491.6	4290.6	2919.9
BSU07180	5831.1	4317	5729	26095.8	6540.2	3065.5	3518.5	0	5346.7	4782.4	5881.9	12751.1	5619.7	4467.9
BSU07190	154.2	258.1	390.5	0	673.8	1078.4	631.4	0	0	206.1	64.4	223	1392.6	979.8
BSU07200	4260	5023.4	6940	459.5	7686.5	6831.4	5739	0	5909.7	4859.3	5685.8	2959.4	5993.8	6552.5
BSU07210	382	356.7	329.5	509.1	449.3	560.7	457.6	0	346.5	406.5	201.6	206.7	628.4	595.9
BSU07220	1000	955	1384.4	0	4276.7	3546.6	4105.9	0	1212.5	1524	2041.6	4733.2	5592.1	5075.1
BSU07230	52.2	84.1	35.2	769.5	131.5	193.2	212.9	0	51.1	88.6	130.9	249	242.4	87.3
BSU07240	2543.8	2226.3	2016.5	3388.8	3096.2	3563.1	4504.1	0	1987.3	1491.4	2354.9	8414.6	2968.1	2551.7
BSU07250	65.4	37.8	73.4	5599.6	58.2	50.8	69.8	9.4	42.9	42.8	48.6	172.1	100.2	68.5
BSU07260	19256.5	9837.5	8384.4	36208.6	64016.4	32529.1	32563.1	2.8	23033.5	10392	9975.4	66413.9	26726.8	24701.3
BSU07270	17.1	7.7	9.8	0	69.4	38.9	59.8	0	13.2	21.3	21.9	0	0	13.6
BSU07280	42.6	45.1	24	0	9.4	72	110.7	0	89.7	49.9	0	29.9	107.7	8
BSU07290	42	0	47.2	0	16.6	23	52.3	0	0	27.9	48.7	92	17.8	16.3
BSU07300	494.6	388	394.6	943.3	639.1	725.3	1015.5	0	327.2	426.7	568.3	362	579	920.5
BSU07310	794.5	908.6	1291.8	141.5	1590.1	1579.7	2719.5	0	1057.1	900.3	1125.1	1582.4	1721.7	2930.3
BSU07320	3777.5	2614	2555.6	12401.1	4808.2	3570.8	4869.5	0	2758.5	2745.8	3398	4502.2	4723.1	4688.9
BSU07330	666.5	1018.8	879.8	2457.3	3693	1510.5	1319.4	0	1053.6	1141.4	1108.6	3282.7	3722.6	2309.2
BSU07340	50114.6	48571.7	66753.5	2067.7	4546.7	6343.6	9208.7	0	69996.1	83519.3	83450.5	13515.5	7048.8	9566.6
BSU07350	315.5	301.3	240.1	0	61.5	147.7	104.2	0	164.5	196	244.1	22.7	72	79.8
BSU07360	226	357.5	343.4	0	86.1	125.6	112.1	0	221.3	351.6	309.5	62.3	80.1	101
BSU07370	15564.4	8520.7	9104	10284.2	8296.4	7385.7	7380.1	0	13265	10231.8	12071.5	4572	6757.9	6580.7
BSU07380	2818.4	1967.4	1946.1	10326.9	10477.3	6242.3	5998.8	0	2647.3	1919.5	2000.5	15186.1	7881.8	5587.8
BSU07390	2813.2	1743.4	1024.4	14283.9	49414.1	11278	6848	0	2016	2226	1215.2	125294.2	32860.7	12855.5
BSU07400	725	706.2	495.4	22095.7	42397.9	5358.2	3432.4	1.2	554.4	559	477.3	78985.2	17586.6	5534.5
BSU07410	0	0	0	0	35.9	0	0	0	0	0	0	0	0	0
BSU07420	17109.4	10497.2	9685.2	15282.8	22022.8	9971.8	10309.7	1.2	9507.7	6917.8	12150.9	36296.3	15013.9	10631.2
BSU07430	2185.6	1771.2	1799	0	338.1	1450.5	1165.1	0	1287.5	1688.5	1806.4	493.9	817	1203.6
BSU07440	336.3	271.8	310.5	0	121.9	447.9	272.3	0	311.6	280.5	301.1	155.4	637.1	301.9
BSU07450	2758.5	2494	3254.6	5462.2	9539.3	13306.3	10892.6	1.1	2924.9	3261.2	3801.8	7564.9	13346.7	13331.1
BSU07460	47.4	64.6	54.3	0	17.9	26.2	11.9	0	75	75.4	36.7	0	22.8	40.5
BSU07480	49	31.7	7.6	0	0	28.5	22.3	0	10.6	25.2	22.7	12.8	62.7	30.1
BSU07490	25053.4	19611.7	21190	32253.3	33411.3	21262.9	20062.5	0	24703.1	21730.5	22663.9	42429.1	23515.1	18496.1
BSU07500	6916	7961.3	8400.7	9394.7	18375.1	9616.1	9353.2	0	5609.7	6056.2	6722.5	30080.8	16327	10546.2
BSU07510	4028.3	4868.8	6358	3406.5	3645.3	2571.1	4343.1	1.7	2625.2	3953.2	4937	3900.9	2572.2	2754.6
BSU07520	6913	11493.6	17090	23603.7	3177.9	5086.8	6513.2	0	6378.6	8495.8	13745.5	4382.4	4158.8	5209.4
BSU07530	522.9	1028.5	2936.9	0	294.3	551.4	346	0	1531.8	1334.9	2620.1	314.8	577.6	896.1
BSU07540	0	0	0	0	48.5	58.4	27.3	0	0	35.9	0	0	71.6	45.5
BSU07550	402.8	3727.9	10434.8	1572.9	761.7	1201.7	1462.8	0	276.3	11739.8	7941.6	611.2	1707.9	2356.2
BSU07560	90.4	109.1	64.5	1275.3	75	96.1	95.3	0	17.6	53.6	93.3	86.5	51.4	47.7
BSU07570	204.9	340.6	372.3	7443.7	198.9	497.2	1471.7	6.1	149.1	657.3	441.6	742.9	351	507.2
BSU07580	1799.2	1060.5	1332.7	928.9	885	1021	627.2	0	1639.8	1081.6	1401.8	1327.1	1468.1	712.1
BSU07590	463	433.6	465	230.4	317	243.6	165.9	0	537.8	352.7	430.8	463	448.7	252.7
BSU07600	514.7	255.2	429.5	406.8	247.8	280.3	141.3	0	446.3	309.5	384.9	390	248.7	164.2
BSU07610	1175.8	588.1	917.4	870.3	309.2	249.8	523.3	0	723.2	449.4	641.6	290.2	77.5	180.8
BSU07620	3457.2	1708.5	2211.2	6271.3	874.6	629.9	1783.1	9.4	1724.2	1429.2	1372.5	963.2	631.1	668.9
BSU07630	1037.2	526.6	580.4	0	416.5	456.5	486	0	545.6	533.1	551.1	343.6	199.2	337.7
BSU07640	1787.2	1504.2	1997.2	1440.1	3231.8	1481.4	3019	0	1740.3	1335.4	1625.4	3413.6	4575.4	3080.7
BSU07650	2031.5	775.2	629.5	0	370.8	452	433.4	2.5	929	733.1	1032.5	236.3	176.4	552.9
BSU07660	2391.2	2860.7	1757.8	0	8449.6	6843.2	14076.5	0	2248.1	1817.1	2093.1	7015.2	6738.5	11191.3
BSU07670	1006.4	1976.6	1503.2	0	6476	3488.5	2859	0	2218.1	2339.9	2225.8	2024.9	3895.7	3543
BSU07680	8781	5338.9	5964.4	44228.6	30926.9	12787.2	8452.9	0	6086.2	8291.2	5945.6	43439.1	26561.9	14223.7
BSU07690	6227.9	4820.7	5615.7	11324.1	31807.8	12549.6	9176.8	0	3967.9	4828.9	6465.4	42260	27595.7	17758.4
BSU07700	7305.6	3641.3	5467.4	144020.9	4679.8	2373.4	2410.1	0	5423.6	3111.2	4133.1	3507.7	1164.9	1677.2
BSU07710	25889.4	25183.2	25710.1	23524	111802.2	52346.2	65735.8	1.1	24754.5	25911.4	31447.4	133144.3	52172.4	51529.5
BSU07720	25.4	77.2	43.9	0	3.7	87	225.2	0	0	153.7	0	79.4	274	88.8
BSU07735	1091.5	766.5	615.3	1561.4	19410.4	5187.6	2874.9	0	1347.8	1037.8	813.7	27448.1	12192.1	5154.4
BSU07750	121.8	187.7	219.2	0	336.1	218.3	152.6	0	104.3	257	164.1	377	116.7	159
BSU07760	15.3	12.3	12.9	0	0	5.8	0	0	27.3	27.3	20.3	0	44.2	13.3
BSU07770	0	0	38.8	0	0	0	40.1	0	0	0	58.8	0	0	0
BSU07780	28.2	45.3	45.2	987.1	0	31.9	25.2	0	0	14.8	39.4	64.6	11.7	11.2
BSU07790	12.9	13.6	3.9	0	14.1	14.2	9.5	0	5.6	21.3	14.8	4.7	0	32.9
BSU07800	110.3	44.7	50.8	119729.8	647.8	96.6	95.2	0.6	141.9	83.6	125.3	797.1	207.9	39.1
BSU07810	94.2	107.7	72.2	71435.8	371	177.5	148.3	0	105.2	39.4	93.6	364.8	208.3	111.9
BSU07820	5502.6	5973.5	7257.7	86189.6	11387.6	10359.3	13796.4	0	5469.1	6367.1	7500.2	31449	12496.3	9220.1
BSU07830	2078.6	2172.9	2969.9	19730.6	4097.7	3301.7	3600.3	6.5	2067.4	2069.2	3545.2	5331.9	3937.9	3387.7
BSU07840	1063.5	926.6	680.1	1008.1	313.5	398.6	301.9	0	750.8	688.6	682.6	330.4	277.6	321.4
BSU07850	863.6	4449.3	10441.6	2566.2	3305.5	4799.7	6183.9	9.9	757.3	10650	13489.5	3109.8	7210.1	7526
BSU07860	747.5	1327.7	896.4	269.3	985.7	854.8	968.5	0	1183.6	1435.8	1426.1	575.9	806.3	1036
BSU07870	8049.6	10969.5	11216.3	0	13197	12781.6	16628.3	0	13807.5	13506.9	12875.2	18925.8	19068.7	23108.9
BSU07880	1185.1	1278	2831.9	903.1	1411.7	1199.1	1748.1	0	863.6	3689.1	2443.4	1752.5	1257.8	1655.9
BSU07890	846.5	1157.3	1566.5	3920.9	692.6	766.3	794.6	0	373.7	1295.5	850.8	944.5	880	613.4
BSU07900	1280	2146.4	2504.4	1507.4	348.2	1011.2	859.6	0	984.6	3971.2	2077.9	815.2	876.3	807.9
BSU07910	839.2	944.1	1007.1	1986.3	1496	1018.3	1560.9	0	640.7	854.5	925.5	2655.6	655.3	881
BSU07920	148.6	982.9	1966.5	277.3	32.5	177.4	339.1	0	206.8	3028.1	885.6	0	133.8	154.9
BSU07930	454.4	1680	2132.1	8157.1	526.6	513.4	660.1	23.7	453.3	3597.3	1600	644.9	999.6	530.8
BSU07940	7418.3	6726.9	6341.1	20608.7	5319.7	8461.6	9154.3	3.6	6877.6	6790.2	6771.5	9547.8	5503.3	4141.6
BSU07955	2482.9	2191.4	1864.6	6469.6	1679.8	2250.8	2665.7	0	1881.1	1618.8	2249.6	4572.3	1961.5	1459.4
BSU07970	7599.6	9783.9	12752.9	487.4	48920.9	24415.4	21007.7	13.1	13713.6	9502.8	11252.8	48626.8	67672.3	36609.6
BSU07980	822.8	781.9	792.4	8821.9	4845.2	2438.6	2433	12.5	993.8	720.7	1120.8	4939.6	3496.1	2773.5
BSU07990	997.6	531.9	687.5	0	1718.5	1877.1	1414.2	0	937.2	1001.9	1021.8	664.5	1760.6	2262.6
BSU08000	1445.9	1492.6	1042.7	4888.3	4965	2335.2	2077.9	0	1180.9	1670.7	959.9	7985.2	3724.1	1993.7
BSU08010	5342	4253.3	5719.9	8514.5	25084.2	14152.5	12875.6	0	4595.3	5437.6	8778.7	28731.2	20153	14574.1
BSU08020	12740.3	11407.6	10137.9	27941.7	64721.6	26985.3	20286.7	0.9	9698.7	10708.7	15609.6	55658.4	29760.7	23368.6
BSU08029	38.9	89.5	103.4	0	33.1	33.5	104.8	0	177.5	74.4	88.6	31.3	25.8	122.9
BSU08030	1892.3	1777	1262.9	3515	2403	1950	2432.2	0	1810.2	1510.1	1840.6	2919.2	1221.7	1159
BSU08040	621.5	337.2	379.6	0	88.4	351.3	352	0	313.2	138.2	308.3	0	38.4	9.6
BSU08050	131.9	180.3	48.1	0	0	0	31.5	0	73.2	27.3	134	0	10.8	0
BSU08060	0	12.8	0	247	0	0	0	0	0	0	12.8	0	0	0
BSU08070	0	30.3	56.3	606.5	47.5	63.7	52.6	5.7	21.3	9.3	9.2	149	65.7	22.8
BSU08080	64.2	72.5	116.7	46.6	116.8	55.6	118.5	0	56.4	119.9	88.9	34.9	66.4	65.7
BSU08090	293.9	227	350	2711.7	136.8	176.7	302.2	5.3	180.7	198.3	208	420.5	165.9	114.8
BSU08100	352	266.8	277.8	6923.1	1645.6	589	804.1	0.9	322.5	283.2	365.6	1923.3	839.2	593.8
BSU08110	405.3	512.9	421.6	139730.6	1524.5	655.6	956.1	411.3	533.4	403.2	95.1	1700.4	1030.3	1336.9
BSU08120	5405.4	3416.4	3501.5	4849.4	5009.9	4153.5	3763.9	4.2	4605.7	4112.6	5343.7	4784.3	5032.2	4678.4
BSU08130	417.3	431.5	172	0	725.8	267.5	162.7	0	414	475	292.7	1161.6	278.8	362.3
BSU08140	96.6	94.9	65.5	0	83.9	50.5	101.4	0	72.6	64.5	3.2	79.5	36.3	111.5
BSU08150	294.1	463	332.4	0	370.8	166.4	216.1	0	212.9	365.9	270.1	422.6	346.7	86.3
BSU08160	239.2	271.3	146.1	0	60.2	98.8	157.3	0	306.4	210.1	182.6	0	131.1	137.6
BSU08170	114.1	90.7	53.7	0	0	149.2	163.8	0	129	80.2	24	24.7	154	134.3
BSU08180	608.6	401.2	416.3	15691.8	1721.6	929.9	572.1	1	401	301.1	666.1	2445.5	1381.8	1083.6
BSU08190	330.2	311.5	463.1	282.6	1475.9	554.2	290.5	0	464.7	341.1	583.6	1309.9	721.3	663.1
BSU08200	133.1	94.9	99.2	2168	426	119.9	182.2	2.1	128.1	101.8	136.4	624.3	196.2	99.3
BSU08210	514.1	340.3	320.3	716.7	490.3	720.5	342	0	497.2	383.8	283	261.3	567.2	371.6
BSU08220	448.7	275.9	236.3	242	144.5	323.2	178.1	0	302	362	188.9	89.4	116.8	126.1
BSU08230	283	286.2	531.5	0	390.5	419	239.8	0	153.3	297.3	375.6	0	225.9	232
BSU08240	1277.6	1002	1321.4	2795.7	576.4	963.8	1195.9	0	610.5	942.4	885.2	700.7	704.1	1040.9
BSU08250	146.5	216.2	207.5	0	92.8	164.9	295.7	0	144.9	131.1	174.3	28.1	141.7	204.2
BSU08260	45.5	34.8	78.3	916.7	25.8	53.8	75.2	0	91.6	11.6	33.7	26.7	24	28.3
BSU08270	58.4	45.3	69.9	929	42.3	56.6	67.9	0	60.4	52	84.7	110.8	77.2	28.5
BSU08280	162.2	121.7	57.9	1345	46.1	114.8	101.9	0	87	119.7	68.2	171.2	119.7	73.3
BSU08290	401.3	174.4	144.9	0	117.1	193.7	213.4	0	180.5	199.5	198.6	181.8	125.3	142.5
BSU08300	437.8	168.6	460.5	0	145.1	184.4	322.8	0	181.1	216.2	304.2	466.9	89	203.9
BSU08310	0	4.7	6.4	0	41.2	15.3	13.2	0	0	12	5.9	13.2	6.5	27.7
BSU08320	14.2	21.7	11.3	477.2	12.4	26.8	19.7	0	34.3	15.8	7.5	0	10.1	31.4
BSU08330	95.9	80.9	127.4	1969.1	79.6	70.1	96.5	0	60.9	28.4	55.3	37.1	81.1	32.5
BSU08340	8113.9	6949.8	7461.5	3581.7	25390	14239.2	14646.6	0	5728.2	5522.7	10774.5	14941.2	15967.8	15973.5
BSU08350	141.2	77.2	86	0	58.4	26.2	58.2	0	84.7	89.5	34.6	70.1	76.3	22.5
BSU08360	414.3	477.5	702.7	0	967.4	1281.8	2615.7	0	467.5	618.2	657.9	288.2	911.3	1931.5
BSU08370	1008	815.9	917.2	3712.1	2597.5	1817.3	1493.3	0	1172.9	881.2	744.2	1806.7	2103	2068.3
BSU08380	138.3	42.5	165.7	13.9	158.3	128	97.4	0.4	107.1	104	112.8	162.5	83.8	125.1
BSU08390	1206.4	1131.7	789.7	2986.6	2249.2	1135.9	630.8	0	910	515.6	1147.7	2881	2316.7	1150
BSU08400	223	240.1	402.5	221.7	260	300.9	525.6	2.4	165	342.3	459.2	360.2	334.3	193.7
BSU08410	726	842.2	929.4	0	2329.5	977.3	927.1	0	1162.8	701.3	927	3002	1952.6	1035.5
BSU08425	3232	2346.4	2319.2	877.4	9548.5	5333	4741	0	2756	2362.4	2718.9	13798.6	5406.5	4240.8
BSU08440	27804.5	45128.1	32585.8	28740.3	2684.4	8551.6	13084.4	1.6	13212	19792.4	24927.4	4089.5	5256.1	7482.7
BSU08450	5341.1	4594.5	3916.4	1388.3	993.3	2172.1	2471	0	1494.8	2571.5	2013.3	713.9	1000.7	1454.8
BSU08460	5638.3	6283.1	5538.2	320.9	1248.9	2315.2	4055.2	0	2586.2	3536.8	2738.7	1168.5	1421.1	1813.1
BSU08470	3591.8	5107.2	7012	351.8	1268.4	3356.4	1946.3	1.1	3975.8	5443.5	9562	1976.9	2825.2	2621.7
BSU08480	13560	29951.5	28498.9	4100.3	11272.2	20658.5	38026.3	0	13621.2	17507.8	24390	8781.8	11591.8	25330.4
BSU08490	150390.6	131268.9	137580.2	158783510.6	728745.7	263842	193725.8	278280.9	195735	158791.6	89816.2	1426753.1	635332.9	407127.3
BSU08500	8.4	1.4	0	0	0	89.1	37.7	0	48.3	19.7	0	116.8	0	0
BSU08510	69.6	157.2	279.6	0	302.6	137.7	148	0	164.8	225.8	361.3	212.7	233.7	291.9
BSU08520	3489.4	2862.3	2007.9	5683.6	7271.1	3323.5	1974.4	0	2440.5	1910	3383.4	4667.5	4212.5	2711.5
BSU08530	2303.4	3485.9	2678.8	5456.6	6522.1	2921.7	2748.9	0	4036.1	3405.5	2915.9	10510	6428.7	4509.2
BSU08540	4707.6	4883.3	6728.4	1603.1	6115.2	12092	35834.7	0	3873	4635.4	6631	10189.4	3063.8	7678
BSU08550	14640.1	11449.5	6791.5	6380885.5	35516.2	12581	6242.8	9176.7	14280.2	8368.2	8563	52996.7	27372.4	17028
BSU08560	2674.3	2590.8	3786.5	20931.8	18412.4	12715.1	15017.2	0	3598.6	3862.5	3538.4	16225.1	14223.6	12663.2
BSU08570	47.9	635	1531.6	0	349.2	400.3	436.6	0	198.9	1322.5	687	52.8	302.9	262.6
BSU08580	1621.5	1153.8	1615.2	8637.7	18377.7	8379.1	4369.8	0	2265.8	1870.1	1254.6	26048.8	11455.8	4379.8
BSU08590	1235.8	1160.9	1448.7	6871.7	15471.6	6810	3614.2	0	1056.6	1773.2	1644.2	17301.6	7354	3675.5
BSU08600	563.8	1674.5	2541.8	331	310.1	468.8	620.6	0	477.7	2968.7	2253.7	474.2	433.1	547.4
BSU08610	173.7	701.9	608.7	48.5	162.4	108.5	155.2	0	139.3	671.4	468.9	92.1	51.2	98.2
BSU08620	4354.9	4538.5	4708.1	4687.6	22564.8	12399.8	9808.6	0	6416.6	5500.3	6704.2	20908.4	15897.8	12113.1
BSU08630	5618.5	3668.7	2884.8	8810.4	5281.5	4150.4	4408.2	0	4407.3	3349.8	4122.9	4950.2	3240.1	3368.9
BSU08640	373	89.9	24.4	126722.2	1029.5	122.7	297.9	428.8	352.5	343.8	76	973.5	933.7	354.9
BSU08650	10396.2	8396.8	6690.8	1676.1	3974	7247.6	6703.4	0	9026.9	7481.3	8769.3	3736.8	3651.6	4879.1
BSU08660	207615.7	234314.7	203292.1	58568884.9	1027964.4	284804	298743.1	116112.4	270111.6	185413.9	150661	1196868.9	775072	662912.8
BSU08670	102.5	133	164.2	929.7	0	85.3	162.8	0	93.2	151	127.6	0	80.8	129.9
BSU08680	3114.6	4482.8	3842.9	1221.3	31564.3	15320	9593.7	0	4489.4	5074.6	6988.5	25806.4	22204.6	15736.7
BSU08690	1680.3	2076	2273.2	1032.2	14959.2	8306.7	6629.9	0	2331.3	2153.9	2660.5	13296.7	7603.8	6546.1
BSU08700	2676.3	2446.9	2496.7	4307.2	2833.1	2013	3047.6	0	2849.9	2847.6	2734.5	2605	1575.4	1828.4
BSU08710	7059	6379.6	5372.2	14189.2	78824.2	26506.4	17327.7	1.4	6413.8	6446.4	6087.4	112632.8	49653.1	23887
BSU08720	2558.8	3171.1	3326.9	1838.9	18475.4	10151.5	9665.2	0	2991.1	3784.9	4725.6	14160	12641.9	9134.1
BSU08730	44180.4	53726	70601.6	74274.9	349057.2	188890	183005.6	5.8	56109.9	81775.5	163897.1	350454.3	292521.8	243421.1
BSU08740	469.2	382.4	530.7	6332.8	5605.6	1932.7	959.1	0	471.3	359.2	159.9	6059.7	3496	2397.1
BSU08750	1065.8	1884.9	1742	2091.9	3298.8	1799	1575	0	1053.1	1684.2	1997.4	3367.7	1305.2	1546.4
BSU08760	3415.5	1529.3	943.7	9292.8	15380.5	7190.7	4491	0	3915.1	1060.8	1110.7	29289.1	17176.9	6074.5
BSU08770	207.1	188.1	302.2	0	44.9	30	278.8	0	389.4	441.3	296.6	388.5	145.1	119.5
BSU08779	85.5	71.6	179.3	10676.6	48.5	15.8	103.2	27.1	133.4	217.1	185.3	182.6	81.9	97.5
BSU08780	3126.3	3502.3	4024.8	533.3	208.9	1332.5	3162.7	0	4157.3	4330.6	4649.3	401.3	1093	2429.6
BSU08790	1697.7	3455.3	8685.4	1923.2	187.7	419.7	424.7	1.6	1282.2	2263.6	5676	271.3	254.1	249.8
BSU08800	27.5	68.2	39.6	0	0	23.7	34.5	0	112.6	106	45.2	0	34.9	18.7
BSU08810	0	0	0	0	0	0	37.3	0	12	0	0	0	0	0
BSU08820	7779.8	32921.8	57559.3	7253.9	1960.5	2872.5	8717.2	0	15071.1	43709.6	43400.4	1339.8	5239.1	21014.3
BSU08830	0	0	12.1	531.1	0	20.6	66.1	0.4	0	0	0	0	120.4	22.1
BSU08840	10.2	5.9	0	0	0	11.4	14.8	0	0	0	20.8	0	9.2	40.2
BSU08850	44.8	2.6	56.6	0	25.9	61	126.4	0	61.4	24.6	5.6	151.6	66.4	208.1
BSU08860	67.8	124	54.3	0	40.7	58.8	161.9	0.7	14.6	57.3	112	19.4	77.8	243.8
BSU08870	135.6	316.4	272.8	0	170.7	304.1	113.5	0	401	300.9	507.7	265.1	292.7	150.4
BSU08880	1545.1	500.2	432.8	6301.5	4161.6	2491.3	1644.8	0	2022.3	734.7	233.9	9451.1	8297.4	4923.4
BSU08890	508.5	764.6	1029.4	0	2162.1	1371.1	1114.5	0	719.2	990.1	885.7	1564.5	1270	1387.1
BSU08899	1026.7	749.7	746	2428.4	2039.8	1159.4	772.5	0	1042.2	1337.1	1047.7	2325.8	2265.2	1456.9
BSU08900	1045.3	854.3	1045.1	0	1383.2	1646.6	1416.6	0	992.3	1373	1585.9	560.7	1122.7	1527.4
BSU08910	2025.8	1503	1713.5	663.7	2247.5	2893.3	4794.2	0	1192.9	1195.7	1833.1	3459.3	1828.3	2075
BSU08920	273.9	183.1	528.7	596	491.3	463.8	861.5	0	137.7	270.9	473.8	516.7	109.4	393.7
BSU08930	2710.3	5155.1	4336.9	8308.4	20446.6	9823.9	9102	4.3	4013.9	3821.6	6147	52151	22446.4	13092.7
BSU08940	272.8	207.1	214.1	1162.2	2269.8	420.1	299.8	0.9	271.1	162.1	262	1921	1275.4	634.7
BSU08950	1399.4	1164.6	1516.1	4682.8	9696.5	1787.6	1173.3	0	1580.5	1174.6	1562.7	11204.2	5463.7	3044.6
BSU08960	1596.1	1525.6	1648.9	5490.7	9697.4	2263.2	897.5	2.1	1655.4	1262	1692.3	9149.4	5068.2	2474.5
BSU08970	57	91.9	60.1	0	233.6	102.5	76.5	0	93.5	67.6	24	257.7	83.5	54.4
BSU08980	291.6	199.5	271.9	1537.7	674.1	524.9	601.1	0	273.6	261.7	184	726.3	577.5	405.3
BSU08990	2241.9	888	893.8	21361.3	893.8	1280	1586.5	4.1	2098.1	1664.1	1203.4	908	188.1	645.6
BSU09000	707.5	446.5	381.6	14961.5	466.8	691.2	938	0	639.6	624.6	754.8	534.9	114.4	328.9
BSU09010	1961.7	1450.1	1373.9	25109.7	1088.3	1785.5	3211.6	0	1512.6	1714.4	1921.9	1391.1	498.9	963.5
BSU09020	3632.3	2476.2	2448.5	72480.8	2831.3	3335	6248.4	129.1	2880.4	3374.9	3327.8	5616.6	1918.5	2653.6
BSU09030	3336.4	2468.9	2039.9	40731.5	1800.7	2364.9	4249.3	83.4	1829.8	2116.5	3028	3280.2	878.5	2013.3
BSU09040	18.7	44.7	82.6	1542.1	45.7	43.3	63.2	0.8	63.1	45.3	53.2	77.6	0	35.5
BSU09050	270.1	220.8	252.7	535.3	1254.3	585.3	648	0	131.2	181.2	127.3	706.5	770.5	721.7
BSU09060	688.5	446.7	311.7	905	1432.8	1450	1265.9	0	496	513	226.2	1685.2	1289.4	958.9
BSU09070	298.1	296	157.1	583.6	773.5	370.8	368.3	0	160	206.9	190.4	263.5	361.5	469.6
