Bacillus_subtilis,2868.2
Clostridium_perfringens,14
Chlamydia_trachomatis,0.5942793
Escherichia_coli_K12,151
Fibrobacter_succinogenes,174.8670
Mycobacterium_tuberculosis_H37Rv,67.595
Pseudomonas_aeruginosa,4.06365
Salmonella_enterica,3391
Vibrio_cholerae,41.4267
